0,-2.64720791568882,-1.06103719286108,-2.44059117970657,-1.00135015798973
0.01,-2.65347517354426,-1.06136939237335,-2.38434885724396,-0.998253483908078
0.02,-2.63155363410024,-1.06044852400807,-2.28590803365139,-0.994611746336938
0.03,-2.59360360266596,-1.05772236136763,-2.18060683565634,-0.990155968085718
0.04,-2.54642652221203,-1.05336483189002,-2.08621950692478,-0.985818930170114
0.05,-2.49344158289901,-1.04876371356613,-2.03314499996333,-0.982882316914668
0.06,-2.44060398401201,-1.04524470768981,-2.0153656363678,-0.981110011748519
0.07,-2.40448585507483,-1.04251939329341,-2.01645289456921,-0.980203384087549
0.08,-2.37315403089526,-1.04049228388127,-2.01921681497609,-0.979306940714028
0.09,-2.35954204641006,-1.03904827484254,-2.01169402675186,-0.977610963016274
0.1,-2.35880090407104,-1.03700386492187,-1.99037642204139,-0.974416877491658
0.11,-2.36593506667815,-1.03351903321068,-1.96162087422017,-0.970002323488282
0.12,-2.3728453774809,-1.0287344288453,-1.92848881336855,-0.965141562281708
0.13,-2.37482315569623,-1.02403070944753,-1.89608198071596,-0.961287125434598
0.14,-2.37025841341331,-1.02063873423565,-1.87102712235126,-0.959178799360781
0.15,-2.36004111713286,-1.01891634692427,-1.84753531332078,-0.958651384762197
0.16,-2.34652656490467,-1.01869473793582,-1.82197536258169,-0.959079797877907
0.17,-2.33170873089854,-1.01926511153397,-1.79646834006489,-0.959763436516335
0.18,-2.31733461345079,-1.01994068085111,-1.77017506537041,-0.960274059312094
0.19,-2.30433892548649,-1.02031511033409,-1.74418249875636,-0.960454240048992
0.2,-2.29265270647986,-1.02035786100316,-1.71884166667475,-0.960367808555526
0.21,-2.28242269260157,-1.02019494545617,-1.69807817970634,-0.960150261522105
0.22,-2.27364766088017,-1.02001485731391,-1.68420275720031,-0.959927137134159
0.23,-2.26581257708514,-1.01993763641225,-1.67681352845536,-0.959712583106356
0.24,-2.25796826485696,-1.0199377574713,-1.6722188366533,-0.95955614614861
0.25,-2.24986356034546,-1.01999453645145,-1.66330052821467,-0.959553081678069
0.26,-2.23864444347699,-1.02004694467096,-1.64199466667518,-0.959812914824238
0.27,-2.22498722964231,-1.02004130963309,-1.60217083284112,-0.960381760215642
0.28,-2.20882484256581,-1.01993745809251,-1.54435957823494,-0.961079115959613
0.29,-2.18632088375494,-1.01977118250802,-1.47741507689569,-0.961427046687084
0.3,-2.16376553276623,-1.0196824946288,-1.4227338797358,-0.960684421419668
0.31,-2.14240880391666,-1.01982740698242,-1.3800289972835,-0.95825835580996
0.32,-2.12167172072289,-1.02028531766457,-1.35598520644599,-0.954090791434715
0.33,-2.10456816769903,-1.02088025170565,-1.3478267415003,-0.949009873454447
0.34,-2.09249626886255,-1.02115876657473,-1.3454647972155,-0.944549944352038
