timestamp,tension (N)
1765420347.463114,0.000000
1765420347.465879,0.000000
1765420347.468678,0.000000
1765420347.471714,0.000000
1765420347.474477,0.000000
1765420347.477222,0.000000
1765420347.479922,0.000000
1765420347.482715,0.000000
1765420347.485534,0.000000
1765420347.488234,0.000000
1765420347.491279,0.000000
1765420347.494031,0.000000
1765420347.496759,0.000000
1765420347.499465,0.000000
1765420347.502334,0.000000
1765420347.505126,0.000000
1765420347.507879,0.000000
1765420347.510606,0.000000
1765420347.513330,0.000000
1765420347.516098,0.000000
1765420347.518854,0.000000
1765420347.521537,0.000000
1765420347.524340,0.000000
1765420347.527085,0.000000
1765420347.529861,0.000000
1765420347.532582,0.000000
1765420347.535317,0.000000
1765420347.538082,0.000000
1765420347.540921,0.000000
1765420347.543617,0.000000
1765420347.548043,0.000000
1765420347.550736,0.000000
1765420347.553490,0.000000
1765420347.556490,0.000000
1765420347.559577,0.000000
1765420347.562560,0.000000
1765420347.565901,0.000000
1765420347.568582,0.000000
1765420347.571316,0.000000
1765420347.574423,0.000000
1765420347.577782,0.000000
1765420347.580466,0.000000
1765420347.583174,0.000000
1765420347.586153,0.000000
1765420347.589525,0.000000
1765420347.592327,0.000000
1765420347.595072,0.000000
1765420347.597949,0.000000
1765420347.600666,0.000000
1765420347.603449,0.000000
1765420347.606258,0.000000
1765420347.609076,0.000000
1765420347.611932,0.000000
1765420347.614771,0.000000
1765420347.617571,0.000000
1765420347.620401,0.000000
1765420347.623227,0.000000
1765420347.625998,0.000000
1765420347.628827,0.000000
1765420347.631658,0.000000
1765420347.634419,0.000000
1765420347.637351,0.000000
1765420347.640205,0.000000
1765420347.643160,0.000000
1765420347.645992,0.000000
1765420347.648763,0.000000
1765420347.651469,0.000000
1765420347.654241,0.000000
1765420347.657129,0.000000
1765420347.660058,0.000000
1765420347.662908,0.000000
1765420347.665708,0.000000
1765420347.668598,0.000000
1765420347.671406,0.000000
1765420347.674253,0.000000
1765420347.677061,0.000000
1765420347.679877,0.000000
1765420347.682685,0.000000
1765420347.685522,0.000000
1765420347.688392,0.000000
1765420347.691236,0.000000
1765420347.694095,0.000000
1765420347.697022,0.000000
1765420347.699811,0.000000
1765420347.702684,0.000000
1765420347.705584,0.000000
1765420347.709583,0.000000
1765420347.712414,0.000000
1765420347.715231,0.000000
1765420347.718361,0.000000
1765420347.721445,0.000000
