timestamp,angle_rad,angle_deg,velocity_rad_s,torque_Nm
1765229361.538170,-0.000381,-0.021857,-0.094759,-0.000183
1765229361.538653,,,,
1765229361.538841,-0.000381,-0.021857,-0.045319,-0.000183
1765229361.538938,-0.000381,-0.021857,-0.026093,-0.000183
1765229361.539226,,,,
1765229361.539318,-0.000381,-0.021857,-0.022431,-0.000183
1765229361.539427,0.000000,0.000000,-0.013275,-0.000183
1765229361.539846,,,,
1765229361.539937,0.000000,0.000000,0.026093,-0.000183
1765229361.540119,-0.000381,-0.021857,0.034333,-0.000183
1765229361.540408,,,,
1765229361.540536,-0.000381,-0.021857,-0.008698,-0.000183
1765229361.540690,0.000000,0.000000,-0.000458,-0.000183
1765229361.540987,,,,
1765229361.541364,-0.000381,-0.021857,-0.001373,-0.000183
1765229361.541496,0.000000,0.000000,0.048981,-0.000183
1765229361.541701,0.000000,0.000000,0.002289,-0.000183
1765229361.541986,,,,
1765229361.542125,0.000000,0.000000,-0.000458,-0.000183
1765229361.542253,-0.000381,-0.021857,0.027924,-0.000183
1765229361.542690,,,,
1765229361.542805,-0.000381,-0.021857,0.022431,-0.000183
1765229361.542962,-0.000381,-0.021857,-0.016022,-0.000183
1765229361.543298,,,,
1765229361.543522,-0.000381,-0.021857,-0.028840,-0.058778
1765229361.543650,-0.000381,-0.021857,-0.042573,-0.000183
1765229361.544015,-0.000381,-0.021857,-0.042573,-0.000183
1765229361.544533,-0.000381,-0.021857,0.038911,-0.000183
1765229361.545125,-0.000381,-0.021857,-0.053559,-0.000183
1765229361.545641,-0.000381,-0.021857,-0.044404,-0.000183
1765229361.546150,-0.000381,-0.021857,0.033417,-0.000183
1765229361.546649,-0.000381,-0.021857,0.062715,-0.000183
1765229361.547149,-0.000381,-0.021857,0.012360,-0.000183
1765229361.547667,-0.000381,-0.021857,-0.073701,-0.053285
1765229361.548186,-0.000381,-0.021857,-0.111238,-0.000183
1765229361.548661,-0.000381,-0.021857,-0.023346,-0.000183
1765229361.549121,-0.000381,-0.021857,-0.038911,-0.000183
1765229361.549669,-0.000381,-0.021857,0.060883,-0.000183
1765229361.550153,-0.000381,-0.021857,0.037995,-0.000183
1765229361.550672,-0.000381,-0.021857,0.045319,-0.000183
1765229361.551213,-0.000381,-0.021857,-0.003204,-0.000183
1765229361.551723,-0.000381,-0.021857,-0.020600,-0.000183
1765229361.552223,-0.000381,-0.021857,-0.016938,-0.010437
1765229361.552701,-0.000381,-0.021857,-0.009613,-0.000183
1765229361.553204,-0.000381,-0.021857,-0.014191,-0.000183
1765229361.553736,-0.000381,-0.021857,-0.038911,-0.000183
1765229361.554310,-0.000381,-0.021857,0.010529,-0.000183
1765229361.554853,-0.000381,-0.021857,0.061799,-0.000183
1765229361.555341,-0.000381,-0.021857,0.064546,-0.000183
1765229361.555819,-0.000381,-0.021857,0.012360,-0.000183
1765229361.556314,-0.000381,-0.021857,-0.060883,-0.016297
1765229361.556767,-0.000381,-0.021857,-0.005951,-0.000916
1765229361.557227,-0.000381,-0.021857,0.052644,-0.000183
1765229361.557686,-0.000381,-0.021857,0.017853,-0.022156
1765229361.558198,-0.000381,-0.021857,-0.018769,-0.000183
1765229361.558662,-0.000381,-0.021857,0.023346,-0.000183
1765229361.559255,-0.000381,-0.021857,0.054475,-0.000183
1765229361.560113,-0.000381,-0.021857,-0.031586,-0.035706
1765229361.560695,-0.000381,-0.021857,0.022431,-0.000183
1765229361.561220,-0.000381,-0.021857,0.044404,-0.000183
1765229361.561675,-0.000381,-0.021857,0.003204,-0.000183
1765229361.562127,-0.000381,-0.021857,0.010529,-0.000183
1765229361.562569,0.000000,0.000000,0.058137,-0.002014
1765229361.563037,-0.000381,-0.021857,-0.002289,-0.000183
1765229361.563516,-0.000381,-0.021857,-0.017853,-0.033875
1765229361.564057,-0.000381,-0.021857,-0.035248,-0.000183
1765229361.564571,-0.000381,-0.021857,-0.022431,-0.000183
1765229361.565071,-0.000381,-0.021857,0.013275,-0.000183
1765229361.565561,-0.000381,-0.021857,0.009613,-0.000183
1765229361.566070,-0.000381,-0.021857,-0.011444,-0.000183
1765229361.566565,-0.000381,-0.021857,-0.016938,-0.000183
1765229361.567039,-0.000381,-0.021857,-0.026093,-0.000183
1765229361.567472,-0.000381,-0.021857,-0.066377,-0.000183
1765229361.568137,-0.000381,-0.021857,0.005951,-0.000183
1765229361.568629,-0.000381,-0.021857,0.031586,-0.000183
1765229361.569078,-0.000381,-0.021857,0.041657,-0.000183
1765229361.569639,0.000000,0.000000,0.046235,-0.037171
1765229361.570066,-0.000381,-0.021857,-0.016022,-0.000183
1765229361.570543,-0.000381,-0.021857,-0.034333,-0.035340
1765229361.571038,-0.000381,-0.021857,-0.050813,-0.000183
1765229361.571473,-0.000381,-0.021857,-0.040742,-0.000183
1765229361.572023,-0.000381,-0.021857,-0.009613,-0.000183
1765229361.572487,-0.000381,-0.021857,-0.008698,-0.000183
1765229361.573045,-0.000381,-0.021857,0.073701,-0.000183
1765229361.573597,-0.000381,-0.021857,0.029755,-0.000183
1765229361.574088,-0.000381,-0.021857,0.005951,-0.000183
1765229361.574543,-0.000381,-0.021857,-0.020600,-0.000183
1765229361.575017,-0.000381,-0.021857,0.001373,-0.000183
1765229361.575498,-0.000381,-0.021857,-0.036164,-0.052186
1765229361.576145,-0.000381,-0.021857,-0.063630,-0.000183
