timestamp,home1_rad,target1_rad,abs_angle1_rad,rel_angle1_rad,deg_angle1,velocity1_rad_s,torque1_Nm,home2_rad,target2_rad,abs_angle2_rad,rel_angle2_rad,deg_angle2,velocity2_rad_s,torque2_Nm,home3_rad,target3_rad,abs_angle3_rad,rel_angle3_rad,deg_angle3,velocity3_rad_s,torque3_Nm,home4_rad,target4_rad,abs_angle4_rad,rel_angle4_rad,deg_angle4,velocity4_rad_s,torque4_Nm
1765420882.589995,0.776493,0.340161,0.776112,-0.000381,-0.021857,0.124056,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.002289,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.005035,0.082582,-2.294385,-3.167049,-2.294385,0.000000,0.000000,0.024262,-0.000183
1765420882.594085,0.776493,0.340161,0.776112,-0.000381,-0.021857,-0.057221,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.070954,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,0.061799,0.098695,-2.294385,-3.167049,-2.294385,0.000000,0.000000,-0.050813,-0.000183
1765420882.596980,0.776493,0.340161,0.776112,-0.000381,-0.021857,-0.012360,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.011444,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.036164,-0.000183,-2.294385,-3.167049,-2.294385,0.000000,0.000000,-0.100252,-0.000183
1765420882.599263,0.776493,0.340161,0.776112,-0.000381,-0.021857,-0.082856,-0.017029,0.237087,1.109752,0.237469,0.000381,0.021857,-0.035248,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,0.036164,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.015106,-0.000183
1765420882.601441,0.776493,0.340161,0.776112,-0.000381,-0.021857,0.027924,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.016938,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.006867,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,-0.065461,-0.059510
1765420882.603625,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.092012,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,0.025177,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.129549,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,-0.054475,-0.000183
1765420882.605879,0.776493,0.340161,0.775731,-0.000763,-0.043714,0.006867,-0.008972,0.237087,1.109752,0.237469,0.000381,0.021857,-0.037079,-0.000183,0.398833,0.835165,0.400359,0.001526,0.087428,-0.011444,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.000458,-0.004211
1765420882.608339,0.776493,0.340161,0.775731,-0.000763,-0.043714,0.004120,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.010529,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,0.005951,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.017853,-0.000183
1765420882.610624,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.034333,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,0.049897,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,0.055390,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.032502,-0.000183
1765420882.612831,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.005035,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,-0.111238,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.063630,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.021515,-0.000183
1765420882.615060,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.042573,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,0.063630,-0.000183,0.398833,0.835165,0.400740,0.001907,0.109285,-0.016022,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.003204,-0.000183
1765420882.617065,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.004120,-0.000183,0.237087,1.109752,0.237469,0.000381,0.021857,0.016938,-0.000183,0.398833,0.835165,0.401122,0.002289,0.131142,-0.015106,-0.000183,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,0.000458,-0.000183
1765420882.619095,0.776493,0.340161,0.775731,-0.000763,-0.043714,-0.003204,-0.039734,0.237087,1.109752,0.237469,0.000381,0.021857,-0.036164,-0.000183,0.398833,0.835165,0.401122,0.002289,0.131142,0.026093,0.072694,-2.294385,-3.167049,-2.294766,-0.000381,-0.021857,-0.064546,-0.016297
