Subset,Recording,Sensor,NumberOfTimeGaps,MeanGap_ms,MedianGap_ms,StdGap_ms,MinGap_ms,MaxGap_ms,MeanOverMedianRatio
quasi_static,static_bend_x_180,ATI force/torque,5996,5.00124816181979,0.239849090576172,7.02514032228836,0.0569820404052734,16.2079334259033,20.8516452983235
quasi_static,static_bend_x_180,FBG shape sensor,2997,10.0105572510529,8.45193862915039,9.05000832497707,0.0140666961669922,49.7229099273682,1.18440960000904
quasi_static,static_bend_x_180,OptiTrack motion capture,3772,8.33323550502417,8.32593441009521,0.52664657278228,6.68883323669434,9.80210304260254,1.00087690997422
quasi_static,static_bend_x_180,Motor encoders,5443,4.75402608111394,1.99413299560547,18.1925708053014,1.72781944274902,127.526044845581,2.38400652894793
quasi_static,static_bend_x_180,Mark-10 (dataMark10_+x.csv),9621,3.05116638771995,2.97689437866211,0.396157579064798,2.52389907836914,18.3889865875244,1.02494949420786
quasi_static,static_bend_x_180,Mark-10 (dataMark10_+y.csv),11403,2.57197430413365,2.48193740844727,0.329160652138305,2.25591659545898,17.6010131835938,1.03627685991594
quasi_static,static_bend_x_180,Mark-10 (dataMark10_-x.csv),9872,2.97836345926869,2.8839111328125,0.37023257330961,2.54702568054199,18.2211399078369,1.03275146913562
quasi_static,static_bend_x_180,Mark-10 (dataMark10_-y.csv),11176,2.63344157825817,2.54607200622559,0.297929665380693,2.31289863586426,5.10406494140625,1.03431543641301
quasi_static,static_bend_x_200,ATI force/torque,5998,5.00092565238217,0.216960906982422,7.04649470999879,0.0588893890380859,16.2811279296875,23.0498928214167
quasi_static,static_bend_x_200,FBG shape sensor,2999,10.0029896560928,8.78095626831055,8.93373101792709,0.0140666961669922,51.1629581451416,1.13916859968799
quasi_static,static_bend_x_200,OptiTrack motion capture,3772,8.33315971926692,8.33249092102051,0.528642000661194,6.43253326416016,10.2884769439697,1.00008026390341
quasi_static,static_bend_x_200,Motor encoders,6058,4.28195210642923,2.00009346008301,16.5426535180904,1.74713134765625,127.403020858765,2.14087600998981
quasi_static,static_bend_x_200,Mark-10 (dataMark10_+x.csv),9733,3.01769496749585,2.94303894042969,0.365903138556094,2.52294540405273,5.65695762634277,1.02536698581884
quasi_static,static_bend_x_200,Mark-10 (dataMark10_+y.csv),11446,2.56399258062512,2.47406959533691,0.297653466656263,2.30002403259277,4.87399101257324,1.03634618260444
quasi_static,static_bend_x_200,Mark-10 (dataMark10_-x.csv),9956,2.95551556475721,2.85506248474121,0.334647034822587,2.57015228271484,5.54203987121582,1.03518419668672
quasi_static,static_bend_x_200,Mark-10 (dataMark10_-y.csv),11251,2.61778170750328,2.532958984375,0.297324085696044,2.31003761291504,4.84800338745117,1.03348760230684
