Subset,Recording,Sensor,NumberOfTimeGaps,MeanGap_ms,MedianGap_ms,StdGap_ms,MinGap_ms,MaxGap_ms,MeanOverMedianRatio
dynamic_motion,plane_x_slow,Mark-10 (dataMark10_+y.csv),15822,2.48576545667112,2.41804122924805,0.311479367995193,2.15792655944824,17.9719924926758,1.02800788779112
dynamic_motion,plane_x_slow,Mark-10 (dataMark10_-x.csv),13175,2.99096281207264,2.88581848144531,0.381951537276192,2.35700607299805,18.071174621582,1.03643483860935
dynamic_motion,plane_x_slow,Mark-10 (dataMark10_-y.csv),15230,2.58895724679167,2.50792503356934,0.314202498619572,2.26402282714844,18.3231830596924,1.03231046069467
dynamic_motion,plane_y_fast,ATI force/torque,7997,5.00077618141837,0.171899795532227,7.09636075088986,0.0579357147216797,16.0558223724365,29.0912282119664
dynamic_motion,plane_y_fast,FBG shape sensor,3999,10.0011748056109,8.84294509887695,8.87387130512335,0.0219345092773438,51.9280433654785,1.13097782399226
dynamic_motion,plane_y_fast,OptiTrack motion capture,4969,8.33336273941098,8.32986831665039,0.524693071989921,6.92868232727051,9.93180274963379,1.00041950516236
dynamic_motion,plane_y_fast,Motor encoders,16693,2.14786107634538,1.99294090270996,4.15721281023561,1.72686576843262,137.555837631226,1.07773445435575
dynamic_motion,plane_y_fast,Mark-10 (dataMark10_+x.csv),15644,2.51627536845372,2.43711471557617,0.306907084843046,2.23588943481445,17.8430080413818,1.03248129945284
dynamic_motion,plane_y_fast,Mark-10 (dataMark10_+y.csv),13284,2.96146935707329,2.84385681152344,0.38155149616476,2.38704681396484,17.982006072998,1.04135670441398
dynamic_motion,plane_y_fast,Mark-10 (dataMark10_-x.csv),15303,2.57582494046091,2.49099731445312,0.315560684927841,2.31790542602539,18.3568000793457,1.03405368023305
dynamic_motion,plane_y_fast,Mark-10 (dataMark10_-y.csv),13026,3.02835175578502,2.92396545410156,0.369559091301651,2.27689743041992,18.7079906463623,1.03570025136139
dynamic_motion,plane_y_slow,ATI force/torque,7997,5.00135888632378,0.167131423950195,7.10565170147114,0.0569820404052734,16.2301063537598,29.9247069648265
dynamic_motion,plane_y_slow,FBG shape sensor,3999,10.0048597111169,8.83388519287109,8.94741843873881,0.0188350677490234,47.511100769043,1.1325548716878
dynamic_motion,plane_y_slow,OptiTrack motion capture,4980,8.33356169811693,8.32319259643555,0.514117251696258,6.66522979736328,10.04958152771,1.00124580821136
dynamic_motion,plane_y_slow,Motor encoders,17339,2.05612399873866,1.99389457702637,2.39994537877724,1.73783302307129,137.535810470581,1.03120998593873
dynamic_motion,plane_y_slow,Mark-10 (dataMark10_+x.csv),15587,2.51423531731319,2.43711471557617,0.309254076333575,2.24184989929199,18.2499885559082,1.03164422308237
dynamic_motion,plane_y_slow,Mark-10 (dataMark10_+y.csv),13478,2.9041040967915,2.81596183776855,0.351473649965247,2.26593017578125,18.1128978729248,1.03130094230708
dynamic_motion,plane_y_slow,Mark-10 (dataMark10_-x.csv),15243,2.57457041688802,2.49290466308594,0.31401011388852,2.2740364074707,18.6998844146729,1.03275927676311
dynamic_motion,plane_y_slow,Mark-10 (dataMark10_-y.csv),13179,2.97876341099243,2.88987159729004,0.377734404117382,2.29787826538086,18.9869403839111,1.03075977970293
dynamic_motion,star_fast,ATI force/torque,17997,5.00032739744734,0.162839889526367,7.11007495934525,0.0569820404052734,16.3002014160156,30.7070178688477
dynamic_motion,star_fast,FBG shape sensor,8997,10.0026732221423,8.95309448242188,8.78746844363651,0.0209808349609375,48.6679077148438,1.11723083474447
dynamic_motion,star_fast,OptiTrack motion capture,10977,8.33336282017518,8.32462310791016,0.522603423777852,6.83116912841797,9.99617576599121,1.00104986281682
dynamic_motion,star_fast,Motor encoders,39446,2.17898171964538,1.99699401855469,4.55253774273879,1.72209739685059,140.156030654907,1.09113081932133
dynamic_motion,star_fast,Mark-10 (dataMark10_+x.csv),30895,2.89243321373232,2.80117988586426,0.363784755945234,2.22110748291016,17.8060531616211,1.03257674679465
dynamic_motion,star_fast,Mark-10 (dataMark10_+y.csv),30807,2.90006679890663,2.8080940246582,0.363527944250634,2.24590301513672,18.9268589019775,1.0327527402718
dynamic_motion,star_fast,Mark-10 (dataMark10_-x.csv),29733,3.00729310432757,2.88796424865723,0.365656044938246,2.53200531005859,18.510103225708,1.04131936734529
dynamic_motion,star_fast,Mark-10 (dataMark10_-y.csv),30022,2.97931361012595,2.89177894592285,0.365169516018956,2.24995613098145,18.5821056365967,1.03027017826743
dynamic_motion,star_slow,ATI force/torque,17995,5.00074026484594,0.207901000976562,7.04929886721062,0.0569820404052734,16.3981914520264,24.0534689172069
dynamic_motion,star_slow,FBG shape sensor,8995,10.0038402540409,8.93497467041016,9.02072524146635,0.0128746032714844,65.3491020202637,1.11962715318831
dynamic_motion,star_slow,OptiTrack motion capture,10978,8.33341647071859,8.32271575927734,0.52132059748079,6.75463676452637,10.0188255310059,1.00128572352472
dynamic_motion,star_slow,Motor encoders,37389,2.29063828977515,2.0301342010498,3.08190669933118,1.73497200012207,138.535022735596,1.12831865429913
dynamic_motion,star_slow,Mark-10 (dataMark10_+x.csv),30611,2.91116869845669,2.81810760498047,0.353696650951922,2.23088264465332,18.6760425567627,1.03302254793669
dynamic_motion,star_slow,Mark-10 (dataMark10_+y.csv),30532,2.9177663133542,2.82597541809082,0.351933336351819,2.25996971130371,18.6989307403564,1.03248113719453
dynamic_motion,star_slow,Mark-10 (dataMark10_-x.csv),29523,3.02098363741899,2.9141902923584,0.353047651458994,2.42495536804199,18.8429355621338,1.03664597515839
dynamic_motion,star_slow,Mark-10 (dataMark10_-y.csv),29820,2.99126783686944,2.90989875793457,0.356726900735195,2.2430419921875,18.9690589904785,1.02796285565365
contact_motion,plane_y_contact_midway,ATI force/torque,7997,5.00115794331726,0.158071517944336,7.12519607888063,0.0579357147216797,16.200065612793,31.638577324717
contact_motion,plane_y_contact_midway,FBG shape sensor,3999,10.0029624978075,15.1669979095459,7.41897193816845,0.0178813934326172,19.8600292205811,0.659521584789815
contact_motion,plane_y_contact_midway,OptiTrack motion capture,4979,8.3334948265258,8.32557678222656,0.575665186355166,0.774860382080078,22.6526260375977,1.00095105054056
contact_motion,plane_y_contact_midway,Motor encoders,17127,2.08968505652236,2.03180313110352,2.20224167645129,1.74522399902344,134.413003921509,1.02848795955315
contact_motion,plane_y_contact_midway,Mark-10 (dataMark10_+x.csv),14724,2.66920618310113,2.57992744445801,0.317955350323118,2.44903564453125,5.21397590637207,1.03460513544088
contact_motion,plane_y_contact_midway,Mark-10 (dataMark10_+y.csv),13360,2.93972485079737,2.8228759765625,0.363566223115243,2.53391265869141,18.0411338806152,1.04139355579382
contact_motion,plane_y_contact_midway,Mark-10 (dataMark10_-x.csv),15349,2.56449045890457,2.48599052429199,0.283892225256157,2.33197212219238,4.88996505737305,1.03157692430663
contact_motion,plane_y_contact_midway,Mark-10 (dataMark10_-y.csv),13141,2.99780177032283,2.88510322570801,0.347805549936864,2.35390663146973,5.63287734985352,1.03906222266524
contact_motion,plane_y_contact_midway,Resense/HEX12 (contact),4059,9.85478215336242,10.0047588348389,1.22236972871341,0.0131130218505859,10.1909637451172,0.985009465600091
contact_motion,plane_y_poke_x,ATI force/torque,7996,5.00185967326582,0.145912170410156,7.15575975540634,0.0557899475097656,16.4420604705811,34.279934697741
contact_motion,plane_y_poke_x,FBG shape sensor,3998,10.0051710878747,15.1745080947876,7.42590579161867,0.0188350677490234,20.4651355743408,0.659340719671267
contact_motion,plane_y_poke_x,OptiTrack motion capture,4978,8.33326566166646,8.32509994506836,0.521956912425418,6.84213638305664,9.86218452453613,1.00098085508306
contact_motion,plane_y_poke_x,Motor encoders,17078,2.08855814475312,2.02703475952148,2.20807026743242,1.7540454864502,138.206005096436,1.03035142093279
contact_motion,plane_y_poke_x,Mark-10 (dataMark10_+x.csv),14681,2.66962971871478,2.57992744445801,0.33968276114987,2.37488746643066,18.6901092529297,1.03476930114816
contact_motion,plane_y_poke_x,Mark-10 (dataMark10_+y.csv),13328,2.93715267765279,2.8228759765625,0.369542546671014,2.45094299316406,18.7158584594727,1.04048236693326
contact_motion,plane_y_poke_x,Mark-10 (dataMark10_-x.csv),15302,2.5646532459082,2.4869441986084,0.281371622114626,2.32195854187012,4.94885444641113,1.03124679972445
contact_motion,plane_y_poke_x,Mark-10 (dataMark10_-y.csv),13057,3.00594417700279,2.89011001586914,0.349658427990924,2.33197212219238,5.82218170166016,1.04007949887638
contact_motion,plane_y_poke_x,Resense/HEX12 (contact),4058,9.85896158476896,10.0057125091553,1.20690356013122,0.0374317169189453,10.326623916626,0.985333285935206
contact_motion,plane_y_poke_y,ATI force/torque,7996,5.00169159353465,0.159025192260742,7.1294186587002,0.0569820404052734,16.1168575286865,31.4521964880491
contact_motion,plane_y_poke_y,FBG shape sensor,3998,10.0054164240514,15.1710510253906,7.41782860542526,0.0162124633789062,18.8310146331787,0.659507136803252
contact_motion,plane_y_poke_y,OptiTrack motion capture,4978,8.33324640809699,8.33094120025635,0.523353475316787,6.80065155029297,9.83643531799316,1.00027670437052
contact_motion,plane_y_poke_y,Motor encoders,17011,2.10133220326591,2.04205513000488,2.22942699618963,1.77311897277832,136.893033981323,1.02902814541588
contact_motion,plane_y_poke_y,Mark-10 (dataMark10_+x.csv),14707,2.66965962513271,2.57992744445801,0.339812287114132,2.3949146270752,17.704963684082,1.03478089310901
contact_motion,plane_y_poke_y,Mark-10 (dataMark10_+y.csv),13419,2.92364960589524,2.81620025634766,0.332184319606403,2.52795219421387,5.46908378601074,1.03815401596722
contact_motion,plane_y_poke_y,Mark-10 (dataMark10_-x.csv),15333,2.56460418768345,2.48599052429199,0.305034590451819,2.32100486755371,17.5731182098389,1.03162267217967
contact_motion,plane_y_poke_y,Mark-10 (dataMark10_-y.csv),13155,2.99106354679005,2.87818908691406,0.371407687197916,2.32505798339844,17.9281234741211,1.03921718013218
contact_motion,plane_y_poke_y,Resense/HEX12 (contact),4062,9.84774775718715,10.004997253418,1.24991167533882,0.0126361846923828,10.4343891143799,0.984282904607785
contact_motion,push_retract,ATI force/torque,5997,5.002167416907,0.144004821777344,7.16612971951886,0.0560283660888672,16.2191390991211,34.7361106049714
contact_motion,push_retract,FBG shape sensor,2999,10.0042548088997,15.131950378418,7.42646254269642,0.0159740447998047,19.3500518798828,0.661134523885853
contact_motion,push_retract,OptiTrack motion capture,3774,8.33335539368517,8.32164287567139,0.502981401693223,6.78038597106934,9.91678237915039,1.00140747664719
contact_motion,push_retract,Resense/HEX12 (contact),3061,9.80319333442556,10.0028514862061,1.41143432527134,0.0157356262207031,10.368824005127,0.980039876423655
