Subset,Recording,Pairing,Label,Lag_ms,CorrelationR
dynamic_motion,plane_y_fast,Mocap->FBG,py,-11.9952843019795,0.999521542732648
dynamic_motion,plane_y_fast,Mocap->FBG,pz,-4.14850615973443,0.997386545603123
dynamic_motion,plane_y_slow,Motor->Mocap,M+x vs px,0.0322085761031264,-0.269647270420813
dynamic_motion,plane_y_slow,Motor->FBG,M+x vs px,-0.0321048444147313,0.230974948529793
dynamic_motion,plane_y_slow,Motor->Mocap,M+x vs py,0.0319027503441553,0.267252588631752
dynamic_motion,plane_y_slow,Motor->FBG,M+x vs py,-0.0365505225627357,-0.231166017496078
dynamic_motion,plane_y_slow,Motor->Mocap,M+x vs pz,0.0321131829522611,-0.270088631609938
dynamic_motion,plane_y_slow,Motor->FBG,M+x vs pz,-0.0370019841056866,-0.230819511829044
dynamic_motion,plane_y_slow,Motor->Mocap,M+y vs px,-199.103355407715,0.683379926589501
dynamic_motion,plane_y_slow,Motor->FBG,M+y vs px,-199.103355407715,-0.485212257641373
dynamic_motion,plane_y_slow,Motor->Mocap,M+y vs py,-199.103355407715,-0.676051401471492
dynamic_motion,plane_y_slow,Motor->FBG,M+y vs py,-199.103355407715,0.483148657629196
dynamic_motion,plane_y_slow,Motor->Mocap,M+y vs pz,-199.103355407715,0.684748068694498
dynamic_motion,plane_y_slow,Motor->FBG,M+y vs pz,-199.103355407715,0.481829290060965
dynamic_motion,plane_y_slow,Mocap->FBG,px,-0.604576064776764,0.988129286414358
dynamic_motion,plane_y_slow,Mocap->FBG,py,-0.142266871344437,0.999550442517873
dynamic_motion,plane_y_slow,Mocap->FBG,pz,-0.565913527366803,0.999688228506631
dynamic_motion,star_fast,Motor->Mocap,M+x vs px,-199.189424514771,0.662901234387095
dynamic_motion,star_fast,Motor->FBG,M+x vs px,-199.189424514771,0.506271471694348
dynamic_motion,star_fast,Motor->Mocap,M+x vs py,-199.189424514771,-0.682058748533709
dynamic_motion,star_fast,Motor->FBG,M+x vs py,-199.189424514771,0.50772106868164
dynamic_motion,star_fast,Motor->Mocap,M+x vs pz,-199.189424514771,0.684723614879437
dynamic_motion,star_fast,Motor->FBG,M+x vs pz,-199.189424514771,0.509710732017384
dynamic_motion,star_fast,Motor->Mocap,M+y vs px,0.22700543430614,-0.250083020806068
dynamic_motion,star_fast,Motor->FBG,M+y vs px,0.143931876989393,-0.248206204287586
dynamic_motion,star_fast,Motor->Mocap,M+y vs py,0.221909557026679,0.254947058860622
dynamic_motion,star_fast,Motor->FBG,M+y vs py,0.143631136008372,-0.248700923435419
dynamic_motion,star_fast,Motor->Mocap,M+y vs pz,0.221866696960976,-0.25575863306736
dynamic_motion,star_fast,Motor->FBG,M+y vs pz,0.145518303487877,-0.249308007089128
dynamic_motion,star_fast,Mocap->FBG,px,-0.174732780781017,0.99963845357317
dynamic_motion,star_fast,Mocap->FBG,py,-1.11476846890829,0.973463581504728
dynamic_motion,star_fast,Mocap->FBG,pz,-0.611105338769136,0.999647827783773
dynamic_motion,star_slow,Motor->Mocap,M+x vs px,-200.271606445312,0.677784379775121
dynamic_motion,star_slow,Motor->FBG,M+x vs px,-200.271606445312,0.47657130270895
dynamic_motion,star_slow,Motor->Mocap,M+x vs py,-200.271606445312,-0.682938480638963
dynamic_motion,star_slow,Motor->FBG,M+x vs py,-200.271606445312,-0.476571358344439
dynamic_motion,star_slow,Motor->Mocap,M+x vs pz,-200.271606445312,0.679890334140379
dynamic_motion,star_slow,Motor->FBG,M+x vs pz,-200.271606445312,0.476571353153768
dynamic_motion,star_slow,Motor->Mocap,M+y vs px,-13.8613421844138,-0.197406312786113
dynamic_motion,star_slow,Motor->FBG,M+y vs px,-28.4035439119398,-0.154952499024992
dynamic_motion,star_slow,Motor->Mocap,M+y vs py,-13.863505506849,0.199199380762055
dynamic_motion,star_slow,Motor->FBG,M+y vs py,-28.403543912018,0.154952521373902
dynamic_motion,star_slow,Motor->Mocap,M+y vs pz,-13.8623001653306,-0.198192304593521
dynamic_motion,star_slow,Motor->FBG,M+y vs pz,-28.4035439081001,-0.154952520730049
dynamic_motion,star_slow,Mocap->FBG,px,-0.182378858278416,0.999656186917233
dynamic_motion,star_slow,Mocap->FBG,py,-1.34344989685191,0.977477490075204
dynamic_motion,star_slow,Mocap->FBG,pz,-0.623916042306016,0.999641833521299
contact_motion,plane_y_contact_midway,Motor->Mocap,M+x vs px,-133.392230055628,0.108761115933262
contact_motion,plane_y_contact_midway,Motor->FBG,M+x vs px,-133.444561509985,-0.105532308696076
contact_motion,plane_y_contact_midway,Motor->Mocap,M+x vs py,-133.39026299665,-0.107886382676895
contact_motion,plane_y_contact_midway,Motor->FBG,M+x vs py,-133.444578983927,0.105540136625971
contact_motion,plane_y_contact_midway,Motor->Mocap,M+x vs pz,-133.391952935156,0.10893514450066
contact_motion,plane_y_contact_midway,Motor->FBG,M+x vs pz,-133.442593054733,0.105439771063572
contact_motion,plane_y_contact_midway,Motor->Mocap,M+y vs px,-0.656878614163331,0.756972200370982
contact_motion,plane_y_contact_midway,Motor->FBG,M+y vs px,-0.823067133745627,-0.607852311699312
contact_motion,plane_y_contact_midway,Motor->Mocap,M+y vs py,-0.670303143075441,-0.746528082924332
contact_motion,plane_y_contact_midway,Motor->FBG,M+y vs py,-0.823010989620721,0.607950684078946
contact_motion,plane_y_contact_midway,Motor->Mocap,M+y vs pz,-0.653910431810325,0.75883236939531
contact_motion,plane_y_contact_midway,Motor->FBG,M+y vs pz,-0.821737116726725,0.608933584603855
contact_motion,plane_y_contact_midway,Mocap->FBG,px,2.61854453162804,0.700874308541845
contact_motion,plane_y_contact_midway,Mocap->FBG,py,-0.0961416215953807,0.999752733136392
contact_motion,plane_y_contact_midway,Mocap->FBG,pz,-0.347631700771519,0.999757700196324
contact_motion,plane_y_poke_x,Motor->Mocap,M+x vs px,-200.582027435303,-0.0308883059717023
contact_motion,plane_y_poke_x,Motor->FBG,M+x vs px,-200.582027435303,-0.0484796991850179
contact_motion,plane_y_poke_x,Motor->Mocap,M+x vs py,-200.582027435303,0.0410628128116407
contact_motion,plane_y_poke_x,Motor->FBG,M+x vs py,-200.582027435303,0.0471094009950611
contact_motion,plane_y_poke_x,Motor->Mocap,M+x vs pz,-200.582027435303,-0.0389432493354553
contact_motion,plane_y_poke_x,Motor->FBG,M+x vs pz,-200.582027435303,0.0499893545207275
contact_motion,plane_y_poke_x,Motor->Mocap,M+y vs px,-0.680161630594529,0.714266287692461
contact_motion,plane_y_poke_x,Motor->FBG,M+y vs px,-0.848863719726936,0.567569246972515
contact_motion,plane_y_poke_x,Motor->Mocap,M+y vs py,-0.665962492588847,-0.750538145894996
contact_motion,plane_y_poke_x,Motor->FBG,M+y vs py,-0.855947047516444,-0.554461252876775
contact_motion,plane_y_poke_x,Motor->Mocap,M+y vs pz,-0.669072488665304,0.744263013899879
contact_motion,plane_y_poke_x,Motor->FBG,M+y vs pz,-0.848883267144953,-0.569453410190774
contact_motion,plane_y_poke_x,Mocap->FBG,px,1.9564748582268,0.724855964906194
contact_motion,plane_y_poke_x,Mocap->FBG,py,-0.117541642723748,0.999788315657541
contact_motion,plane_y_poke_x,Mocap->FBG,pz,-0.287262014974358,0.999728072890073
contact_motion,plane_y_poke_y,Motor->Mocap,M+x vs px,-199.911117553711,0.201998910001928
contact_motion,plane_y_poke_y,Motor->FBG,M+x vs px,-199.911117553711,0.148366511446457
contact_motion,plane_y_poke_y,Motor->Mocap,M+x vs py,-199.911117553711,-0.20180802313204
contact_motion,plane_y_poke_y,Motor->FBG,M+x vs py,-199.911117553711,-0.148366509797771
contact_motion,plane_y_poke_y,Motor->Mocap,M+x vs pz,-199.911117553711,0.201981353860116
contact_motion,plane_y_poke_y,Motor->FBG,M+x vs pz,-199.911117553711,-0.148366510057561
contact_motion,plane_y_poke_y,Motor->Mocap,M+y vs px,-0.646635418087999,0.757515330311319
contact_motion,plane_y_poke_y,Motor->FBG,M+y vs px,-0.818379424442727,0.607654468026885
contact_motion,plane_y_poke_y,Motor->Mocap,M+y vs py,-0.647653993994209,-0.756756703152366
contact_motion,plane_y_poke_y,Motor->FBG,M+y vs py,-0.818378365406375,-0.60765446424232
contact_motion,plane_y_poke_y,Motor->Mocap,M+y vs pz,-0.646833407909567,0.757262491070709
contact_motion,plane_y_poke_y,Motor->FBG,M+y vs pz,-0.818378362854132,-0.607654467906762
contact_motion,plane_y_poke_y,Mocap->FBG,px,17.5331493850913,0.0855960841842519
contact_motion,plane_y_poke_y,Mocap->FBG,py,3.24806564378894,0.936079700192871
contact_motion,plane_y_poke_y,Mocap->FBG,pz,-10.256851943707,0.994036816170476
