0,0,0,0.988685996664259
0.01,6.95239522628562e-18,-3.2082785552939e-17,0.988685996664259
0.02,0.012203050550319,-0.00102021794459986,0.988589142312925
0.03,0.0243760569738248,-0.00204299707076801,0.988299431298546
0.04,0.0364960571429078,-0.00306385428602884,0.987819114924721
0.05,0.0485409295167372,-0.00407824053261924,0.987151688486549
0.06,0.0604898177553811,-0.00508154515830708,0.986301790323952
0.07,0.0723234569453239,-0.0060691150855267,0.985275069790112
0.08,0.0840244340442675,-0.00703627314090996,0.984078032120148
0.09,0.0955773778052256,-0.00797833488564762,0.982717868741908
0.1,0.106969078349842,-0.008890623408507,0.981202281367365
0.11,0.118188540846063,-0.00976848164474803,0.979539307334599
0.12,0.129226981084473,-0.0106072818525561,0.977737152323609
0.13,0.140077773006209,-0.0114024319026008,0.975804034951626
0.14,0.15073635944445,-0.0121493780095833,0.973748046056442
0.15,0.161200137659722,-0.0128436034541703,0.971577023848344
0.16,0.171468330910397,-0.0134806227077226,0.969298444646582
0.17,0.1815418565716,-0.0140559701767134,0.966919327651054
0.18,0.191423200466829,-0.0145651825191453,0.96444615111752
0.19,0.20111630636554,-0.0150037731319227,0.961884776340651
0.2,0.210626489280874,-0.0153671969301313,0.95924037489451
0.21,0.219960381550269,-0.0156508028755049,0.956517353474156
0.22,0.229125922053751,-0.0158497707602976,0.953719269191396
0.23,0.238132401847466,-0.0159590273457037,0.950848725947499
0.24,0.246990584845224,-0.0159731348053282,0.947907238960019
0.25,0.255712931533867,-0.0158861410378276,0.944895048665991
0.26,0.264313969990894,-0.0156913758909248,0.941810855240085
0.27,0.264041735268822,-0.0157520634830789,0.941931818736587
0.28,0.263243109217939,-0.0159302858632261,0.942283536357865
0.29,0.262024382198615,-0.0162036498165621,0.942816039162992
0.3,0.260499281597272,-0.0165470842733925,0.943469508477097
0.31,0.258625700711348,-0.0169641450671155,0.944223376963728
0.32,0.256404124233491,-0.0174462164117622,0.945033508925922
0.33,0.253933324956599,-0.017969336957563,0.945852608416704
0.34,0.251394040331391,-0.0185002603956382,0.946625755086422
0.35,0.248865540558009,-0.0190320844095083,0.947329347241025
0.36,0.246062921084762,-0.0196341457474384,0.948078057001209
0.37,0.242668801767297,-0.0203760257591789,0.949007710360912
0.38,0.23872185782796,-0.0212514255279508,0.950119991713257
0.39,0.234349005046021,-0.0222446785578507,0.951382699823726
0.4,0.229471327507002,-0.0233834560738066,0.952818379442131
0.41,0.223962673096822,-0.0246905959715894,0.954432482306165
0.42,0.217847560152902,-0.0261470070123334,0.956172115920387
0.43,0.211346483459439,-0.0276984030081364,0.957938328226625
0.44,0.204777127318749,-0.0292860872402571,0.959615227248169
0.45,0.198235032179887,-0.0309051314656684,0.961158371774886
0.46,0.191540682853503,-0.0325966443542814,0.96260947330661
0.47,0.184624497815135,-0.034370163892222,0.963989508832201
0.48,0.177616755040943,-0.036207258649849,0.965278220112224
0.49,0.170507889679286,-0.0381331429186878,0.966493783040106
0.5,0.163052166568677,-0.0402123210347711,0.967693925862657
0.51,0.155005917597479,-0.0424874335647505,0.968918024556432
0.52,0.14632446331331,-0.0449517211168305,0.970154980956825
0.53,0.137192006534597,-0.0475640653023444,0.971342345208247
0.54,0.127816124949537,-0.0502940210009196,0.972409275403621
0.55,0.118204734739463,-0.0531439162329849,0.973320205298202
0.56,0.108338308410686,-0.0561041035778535,0.974052815753536
0.57,0.0984344096382273,-0.059127165456297,0.974568700217923
0.58,0.0887650743007731,-0.0621816895884672,0.974841037641927
0.59,0.079337632374389,-0.065288523257846,0.974872858247759
0.6,0.0699321995478955,-0.0684842395028285,0.974678291792503
0.61,0.0603450082307512,-0.0717791142277346,0.974264774338741
0.62,0.0505347447191912,-0.0751529144681051,0.973623817073721
0.63,0.0405535781213557,-0.0785771446938578,0.972732752342515
0.64,0.0303412158757274,-0.0820292797535491,0.97156335241287
0.65,0.0197407538399816,-0.085466288648078,0.970087564364625
0.66,0.00879620662393431,-0.088795259137758,0.968284436892046
0.67,-0.00217590914279899,-0.0918985320590356,0.966152299069034
0.68,-0.0128873745319231,-0.094669930724644,0.96370934429613
0.69,-0.0232738005874262,-0.0970017263688498,0.960985066286348
0.7,-0.0333759975941067,-0.0987582629996073,0.958026299395235
0.71,-0.0431666283569984,-0.0997825410848718,0.95490345047986
0.72,-0.0525509408746259,-0.0999236007285278,0.95170061420992
0.73,-0.0615463966101127,-0.0990553652357876,0.948491734492564
0.74,-0.0703893693785229,-0.0970880892706339,0.94532589542613
0.75,-0.0793323912475642,-0.093995467319571,0.942241201732297
0.76,-0.0883840208162545,-0.0898363171782617,0.939274338002715
0.77,-0.0973779086840594,-0.0847224513869981,0.936443843625129
0.78,-0.10621050678489,-0.0787571992825826,0.933736425121106
0.79,-0.114868818004044,-0.0720083167142332,0.931127517883442
0.8,-0.123270880476737,-0.0645144898508656,0.928617789425281
0.81,-0.131189562340397,-0.0562856707818837,0.926248945884417
0.82,-0.138391382262415,-0.0472928676302255,0.924084687767294
