timestamp,home1_rad,target1_rad,abs_angle1_rad,rel_angle1_rad,deg_angle1,velocity1_rad_s,torque1_Nm,home2_rad,target2_rad,abs_angle2_rad,rel_angle2_rad,deg_angle2,velocity2_rad_s,torque2_Nm,home3_rad,target3_rad,abs_angle3_rad,rel_angle3_rad,deg_angle3,velocity3_rad_s,torque3_Nm,home4_rad,target4_rad,abs_angle4_rad,rel_angle4_rad,deg_angle4,velocity4_rad_s,torque4_Nm
1765420687.336584,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.086519,-0.000183,0.247387,0.683719,0.250057,0.002670,0.152999,0.063630,0.056580,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.014191,0.044495,-1.161402,-1.597735,-1.161784,-0.000381,-0.021857,-0.052644,-0.075257
1765420687.340312,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.094759,-0.053651,0.247387,0.683719,0.249676,0.002289,0.131142,-0.095674,-0.000183,-1.347181,-0.474516,-1.346799,0.000381,0.021857,-0.048066,-0.000183,-1.161402,-1.597735,-1.161784,-0.000381,-0.021857,0.031586,-0.000183
1765420687.342664,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.024262,-0.073060,0.247387,0.683719,0.250057,0.002670,0.152999,0.030671,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.054475,-0.015198,-1.161402,-1.597735,-1.161784,-0.000381,-0.021857,-0.062715,-0.000183
1765420687.345151,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.032502,-0.000183,0.247387,0.683719,0.250057,0.002670,0.152999,0.025177,-0.019226,-1.347181,-0.474516,-1.346799,0.000381,0.021857,-0.068208,-0.000183,-1.161402,-1.597735,-1.161784,-0.000381,-0.021857,0.016022,-0.000183
1765420687.347274,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.067292,-0.000183,0.247387,0.683719,0.250439,0.003052,0.174856,0.189975,-0.012634,-1.347181,-0.474516,-1.346799,0.000381,0.021857,-0.010529,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.037995,-0.000183
1765420687.349313,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.002289,-0.000183,0.247387,0.683719,0.250820,0.003433,0.196712,0.132296,-0.000183,-1.347181,-0.474516,-1.346799,0.000381,0.021857,0.048981,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.048981,-0.011536
1765420687.351468,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.090181,-0.000183,0.247387,0.683719,0.250820,0.003433,0.196712,0.107576,0.035340,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.113985,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.003204,-0.000183
1765420687.353561,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.051728,-0.000183,0.247387,0.683719,0.250820,0.003433,0.196712,0.012360,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.057221,0.040467,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,0.016938,-0.000183
1765420687.355789,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.032502,-0.000183,0.247387,0.683719,0.250820,0.003433,0.196712,0.005035,0.035340,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.065461,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,0.054475,-0.000183
1765420687.357887,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.102998,-0.000183,0.247387,0.683719,0.250820,0.003433,0.196712,0.066377,0.096864,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.005035,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.104829,-0.000183
1765420687.360031,0.755894,-0.116771,0.752842,-0.003052,-0.174856,0.058137,-0.045228,0.247387,0.683719,0.251202,0.003815,0.218569,0.046235,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.012360,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,0.106661,-0.000183
1765420687.362248,0.755894,-0.116771,0.752842,-0.003052,-0.174856,0.060883,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,-0.065461,-0.009339,-1.347181,-0.474516,-1.346036,0.001144,0.065571,0.030671,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.054475,-0.000183
1765420687.364352,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.025177,-0.024353,0.247387,0.683719,0.250820,0.003433,0.196712,-0.010529,0.034974,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.006867,0.063539,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,0.015106,-0.000183
1765420687.366465,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.080110,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.009613,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.037079,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.073701,-0.000183
1765420687.368619,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.094759,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.018769,-0.000183,-1.347181,-0.474516,-1.346036,0.001144,0.065571,0.055390,0.063539,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.043488,-0.000183
1765420687.370860,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.104829,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.005035,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.021515,-0.000183,-1.161402,-1.597735,-1.162165,-0.000763,-0.043714,-0.000458,-0.045594
1765420687.372884,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.092012,-0.096132,0.247387,0.683719,0.251202,0.003815,0.218569,0.003204,0.028382,-1.347181,-0.474516,-1.346036,0.001144,0.065571,0.031586,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.040742,-0.000183
1765420687.374860,0.755894,-0.116771,0.752842,-0.003052,-0.174856,0.001373,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,-0.016022,0.074525,-1.347181,-0.474516,-1.346036,0.001144,0.065571,0.039826,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.042573,-0.000183
1765420687.377158,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.059968,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,-0.052644,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.032502,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.093843,-0.000183
1765420687.379312,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.004120,-0.041199,0.247387,0.683719,0.251202,0.003815,0.218569,-0.041657,0.136049,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.025177,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,0.021515,-0.000183
1765420687.381391,0.755894,-0.116771,0.753223,-0.002670,-0.152999,0.026093,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,-0.002289,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.066377,0.117006,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.000458,-0.000183
1765420687.383682,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.045319,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,-0.004120,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,0.004120,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,0.039826,-0.110780
1765420687.385806,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.058137,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.051728,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.065461,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.008698,-0.000183
1765420687.387926,0.755894,-0.116771,0.753223,-0.002670,-0.152999,-0.083772,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.063630,-0.000183,-1.347181,-0.474516,-1.346418,0.000763,0.043714,-0.053559,-0.000183,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,-0.068208,-0.008606
1765420687.390003,0.755894,-0.116771,0.752842,-0.003052,-0.174856,-0.033417,-0.000183,0.247387,0.683719,0.251202,0.003815,0.218569,0.014191,-0.000183,-1.347181,-0.474516,-1.346036,0.001144,0.065571,0.108492,0.020325,-1.161402,-1.597735,-1.162547,-0.001144,-0.065571,0.072786,-0.014832
