time (us),x(mdps),y(mdps),z(mdps)
1765493940553327,910,-918.75,-288.75,
1765493940556638,385,-1111.25,-533.75,
1765493940560013,612.5,-875,-446.25,
1765493940563250,568.75,-1242.5,-481.25,
1765493940566806,157.5,-831.25,-393.75,
1765493940569931,332.5,-875,-910,
1765493940573345,533.75,-1155,-656.25,
1765493940576584,-26.25,-1006.25,-385,
1765493940579998,411.25,-840,-595,
1765493940583877,306.25,-1111.25,-420,
1765493940587533,26.25,-1093.75,-253.75,
1765493940591556,507.5,-735,-358.75,
1765493940594996,428.75,-1093.75,-148.75,
1765493940597887,367.5,-1058.75,-43.75,
1765493940600894,192.5,-840,-166.25,
1765493940603554,533.75,-971.25,-262.5,
1765493940606850,516.25,-586.25,-113.75,
1765493940610037,245,-630,-367.5,
1765493940613463,577.5,-1050,-210,
1765493940616718,253.75,-796.25,-210,
1765493940620049,192.5,-962.5,-245,
1765493940623389,647.5,-857.5,-481.25,
1765493940626972,446.25,-1015,-437.5,
1765493940629992,446.25,-1277.5,-533.75,
1765493940633360,411.25,-586.25,-446.25,
1765493940637055,175,-840,-962.5,
1765493940640096,411.25,-875,-612.5,
1765493940643347,367.5,-673.75,-350,
1765493940646889,87.5,-770,-428.75,
1765493940650059,218.75,-936.25,-463.75,
1765493940653418,70,-962.5,-358.75,
1765493940656726,183.75,-1146.25,-341.25,
1765493940660252,140,-770,-113.75,
1765493940663388,262.5,-1155,96.25,
1765493940666701,630,-665,-131.25,
1765493940670055,306.25,-910,-140,
1765493940673375,437.5,-603.75,-175,
1765493940676777,253.75,-927.5,-113.75,
1765493940680054,481.25,-778.75,43.75,
1765493940683393,367.5,-962.5,-26.25,
1765493940686726,656.25,-700,-105,
1765493940690054,192.5,-1076.25,-315,
1765493940693389,131.25,-840,-463.75,
1765493940696723,236.25,-770,-332.5,
1765493940700014,612.5,-1041.25,-463.75,
1765493940703555,446.25,-883.75,-463.75,
1765493940706713,446.25,-1207.5,-227.5,
1765493940710014,402.5,-875,-586.25,
1765493940713389,490,-1023.75,-175,
1765493940716641,227.5,-1435,-621.25,
1765493940720055,621.25,-787.5,-175,
1765493940723336,140,-1041.25,-358.75,
1765493940726971,498.75,-997.5,-201.25,
1765493940729987,411.25,-918.75,-183.75,
1765493940733516,218.75,-665,-52.5,
1765493940736697,700,-901.25,-218.75,
1765493940740850,402.5,-1041.25,-105,
1765493940743343,157.5,-656.25,-17.5,
1765493940746728,332.5,-595,-78.75,
1765493940750014,376.25,-875,-402.5,
1765493940753889,411.25,-778.75,-96.25,
1765493940756919,332.5,-621.25,-393.75,
1765493940760055,131.25,-1023.75,-367.5,
1765493940763389,350,-796.25,-393.75,
1765493940766770,131.25,-1111.25,-743.75,
1765493940770030,131.25,-752.5,-481.25,
1765493940773393,122.5,-962.5,-673.75,
1765493940776721,402.5,-840,-507.5,
1765493940780055,472.5,-892.5,-490,
1765493940783394,131.25,-621.25,-393.75,
1765493940786721,341.25,-953.75,-385,
1765493940790085,315,-708.75,-271.25,
1765493940793514,245,-656.25,-367.5,
1765493940796697,717.5,-953.75,-183.75,
1765493940800227,586.25,-735,-385,
1765493940803389,507.5,-752.5,-621.25,
1765493940806697,630,-1137.5,-78.75,
1765493940810055,525,-866.25,-428.75,
1765493940813377,437.5,-1128.75,-350,
1765493940816639,358.75,-918.75,-227.5,
1765493940820028,253.75,-700,-385,
1765493940823351,183.75,-726.25,-332.5,
1765493940826729,385,-1242.5,-393.75,
1765493940830036,682.5,-787.5,-175,
1765493940833561,350,-918.75,-385,
1765493940836726,595,-717.5,-463.75,
1765493940839977,542.5,-857.5,-656.25,
1765493940843399,140,-778.75,-420,
1765493940846986,131.25,-612.5,-525,
1765493940850078,323.75,-525,-612.5,
1765493940853643,306.25,-822.5,-603.75,
1765493940856590,227.5,-770,-481.25,
1765493940859945,490,-1041.25,-323.75,
1765493940863478,183.75,-988.75,-157.5,
1765493940867062,446.25,-761.25,-568.75,
1765493940870230,341.25,-980,-420,
1765493940873419,183.75,-796.25,-367.5,
1765493940876926,96.25,-568.75,-358.75,
1765493940880184,288.75,-770,-586.25,
1765493940883392,595,-621.25,-595,
1765493940886721,551.25,-866.25,-612.5,
1765493940890055,350,-840,-367.5,
1765493940893378,78.75,-638.75,-665,
1765493940896826,297.5,-962.5,-455,
1765493940900246,192.5,-971.25,-647.5,
1765493940903493,175,-1207.5,-437.5,
1765493940906847,253.75,-778.75,-481.25,
1765493940910245,428.75,-883.75,-87.5,
1765493940913531,455,-813.75,-525,
1765493940916816,612.5,-988.75,-437.5,
1765493940920245,332.5,-743.75,-157.5,
1765493940924562,638.75,-691.25,-323.75,
1765493940926724,516.25,-665,-437.5,
1765493940930015,280,-953.75,-542.5,
1765493940933349,481.25,-735,-428.75,
1765493940936724,507.5,-831.25,-315,
1765493940940868,761.25,-1041.25,-437.5,
1765493940956420,218.75,-831.25,-840,
1765493940966017,43.75,-638.75,-551.25,
1765493940971501,341.25,-770,-376.25,
1765493940978421,218.75,-857.5,-341.25,
1765493940980338,437.5,-796.25,0,
1765493940983367,577.5,-787.5,61.25,
1765493940986491,323.75,-700,-148.75,
1765493940997057,560,-901.25,-306.25,
1765493941000338,280,-813.75,-551.25,
1765493941003847,315,-665,-420,
1765493941006963,743.75,-822.5,-918.75,
1765493941010223,656.25,-770,-831.25,
1765493941013515,437.5,-997.5,-883.75,
1765493941016845,262.5,-980,-516.25,
1765493941020101,131.25,-901.25,-708.75,
1765493941023515,218.75,-875,-568.75,
1765493941026978,332.5,-936.25,-612.5,
1765493941030304,428.75,-726.25,-341.25,
1765493941034063,393.75,-988.75,-542.5,
1765493941036890,743.75,-743.75,-105,
1765493941040348,323.75,-883.75,-271.25,
1765493941043640,577.5,-831.25,-271.25,
1765493941046973,-26.25,-840,-315,
1765493941050329,595,-848.75,-411.25,
1765493941053765,420,-1128.75,-533.75,
1765493941056989,140,-665,-87.5,
1765493941060246,183.75,-883.75,-463.75,
1765493941063493,236.25,-717.5,-621.25,
1765493941066816,481.25,-787.5,-638.75,
1765493941070140,525,-708.75,-385,
1765493941073681,463.75,-988.75,-568.75,
1765493941076795,533.75,-603.75,-533.75,
1765493941080214,463.75,-612.5,-306.25,
1765493941083469,288.75,-665,-428.75,
1765493941086765,218.75,-910,-612.5,
1765493941090154,428.75,-1076.25,-498.75,
1765493941093420,586.25,-1041.25,-280,
1765493941098869,350,-805,-52.5,
1765493941104557,192.5,-901.25,-236.25,
1765493941110391,638.75,-918.75,-236.25,
1765493941113485,437.5,-621.25,-148.75,
1765493941125482,446.25,-770,-245,
1765493941137753,411.25,-1050,-455,
1765493941151642,245,-910,-350,
1765493941159251,236.25,-542.5,-402.5,
1765493941165341,595,-988.75,-157.5,
1765493941167236,577.5,-988.75,-236.25,
1765493941170180,367.5,-761.25,0,
1765493941173711,647.5,-778.75,-96.25,
1765493941176925,323.75,-1058.75,-262.5,
1765493941180159,367.5,-1067.5,-297.5,
1765493941183518,420,-971.25,-358.75,
1765493941186972,-105,-621.25,-420,
1765493941190170,393.75,-997.5,-297.5,
1765493941193556,323.75,-1085,-306.25,
1765493941196765,140,-883.75,-192.5,
1765493941200072,393.75,-656.25,-455,
1765493941203418,455,-787.5,-297.5,
1765493941207556,96.25,-1085,-183.75,
1765493941210654,533.75,-875,-350,
1765493941213286,560,-647.5,-358.75,
1765493941216756,262.5,-726.25,-463.75,
1765493941220026,393.75,-735,-428.75,
1765493941223346,218.75,-910,-323.75,
1765493941226890,43.75,-918.75,-367.5,
1765493941230144,402.5,-647.5,-577.5,
1765493941233522,472.5,-927.5,-472.5,
1765493941236890,140,-910,-420,
1765493941240188,210,-1058.75,-603.75,
1765493941243515,245,-708.75,-61.25,
1765493941246822,630,-708.75,-455,
1765493941250249,770,-831.25,-420,
1765493941254447,201.25,-945,-787.5,
1765493941256895,376.25,-848.75,-376.25,
1765493941260246,358.75,-726.25,-621.25,
1765493941263470,253.75,-980,-446.25,
1765493941267353,26.25,-787.5,-297.5,
1765493941270140,201.25,-875,-253.75,
1765493941273304,323.75,-726.25,-525,
1765493941277015,350,-796.25,43.75,
1765493941280197,376.25,-708.75,-227.5,
1765493941284141,385,-918.75,8.75,
1765493941286685,665,-822.5,-490,
1765493941290246,227.5,-936.25,-218.75,
1765493941293494,323.75,-717.5,-393.75,
1765493941296890,708.75,-848.75,-472.5,
1765493941300248,-43.75,-1041.25,-516.25,
1765493941303391,533.75,-1190,-673.75,
1765493941306890,201.25,-717.5,-105,
1765493941310248,411.25,-910,-638.75,
1765493941313683,350,-796.25,-726.25,
1765493941316794,140,-831.25,-533.75,
1765493941320056,551.25,-735,-796.25,
1765493941323349,446.25,-805,-411.25,
1765493941326723,341.25,-761.25,-490,
1765493941329943,700,-1050,-516.25,
1765493941333286,586.25,-988.75,-472.5,
1765493941336723,183.75,-875,-323.75,
1765493941339972,551.25,-787.5,-201.25,
1765493941343277,472.5,-1032.5,-70,
1765493941347174,192.5,-1085,-148.75,
1765493941349972,-17.5,-1058.75,-52.5,
1765493941353390,385,-761.25,-437.5,
1765493941356640,122.5,-848.75,-210,
1765493941359890,612.5,-778.75,-192.5,
1765493941363232,183.75,-1146.25,-210,
1765493941366651,498.75,-498.75,-315,
1765493941370002,227.5,-752.5,-341.25,
1765493941373390,393.75,-586.25,-420,
1765493941376847,393.75,-857.5,-236.25,
1765493941379946,393.75,-997.5,-656.25,
1765493941383277,-17.5,-831.25,-752.5,
1765493941386650,288.75,-805,-551.25,
1765493941389961,201.25,-665,-516.25,
1765493941393723,437.5,-708.75,-402.5,
1765493941396670,122.5,-901.25,-778.75,
1765493941399993,306.25,-560,-691.25,
1765493941403277,140,-875,-542.5,
1765493941406640,481.25,-796.25,-332.5,
1765493941409986,297.5,-638.75,-551.25,
1765493941413277,420,-883.75,-262.5,
1765493941416653,297.5,-726.25,-498.75,
1765493941419950,402.5,-945,-341.25,
1765493941423471,332.5,-988.75,-166.25,
1765493941426723,183.75,-901.25,-78.75,
1765493941429988,595,-682.5,-236.25,
1765493941433285,140,-621.25,-61.25,
1765493941436697,525,-770,-481.25,
1765493941440765,525,-857.5,-210,
1765493941443798,140,-778.75,-227.5,
1765493941446735,-8.75,-1050,-437.5,
1765493941449986,113.75,-787.5,-306.25,
1765493941453487,901.25,-621.25,-376.25,
1765493941457126,245,-1050,-323.75,
1765493941460610,271.25,-875,-192.5,
1765493941466002,516.25,-1050,-393.75,
1765493941467518,428.75,-1032.5,-271.25,
1765493941470850,455,-883.75,-682.5,
1765493941474557,280,-866.25,-288.75,
1765493941477305,358.75,-910,-463.75,
1765493941480641,262.5,-1067.5,-586.25,
1765493941483975,385,-1023.75,-656.25,
1765493941487349,113.75,-918.75,-568.75,
1765493941490655,306.25,-831.25,-621.25,
1765493941493990,148.75,-936.25,-507.5,
1765493941497339,122.5,-936.25,-367.5,
1765493941500665,52.5,-752.5,-490,
1765493941503973,358.75,-1181.25,-682.5,
1765493941507305,297.5,-1041.25,-341.25,
1765493941510684,288.75,-945,-402.5,
1765493941514004,638.75,-971.25,-481.25,
1765493941517329,560,-525,-551.25,
1765493941520660,411.25,-883.75,-297.5,
1765493941524016,166.25,-945,-175,
1765493941527305,673.75,-805,61.25,
1765493941530615,656.25,-796.25,-280,
1765493941534183,437.5,-962.5,-113.75,
1765493941537340,140,-770,-472.5,
1765493941540655,586.25,-805,-358.75,
1765493941544004,183.75,-840,-472.5,
1765493941547349,472.5,-805,-656.25,
1765493941550590,113.75,-1006.25,-533.75,
1765493941554012,542.5,-735,-525,
1765493941557462,568.75,-822.5,-551.25,
1765493941560557,393.75,-691.25,-236.25,
1765493941564105,420,-866.25,-568.75,
1765493941567420,262.5,-1163.75,-358.75,
1765493941570614,341.25,-1041.25,-516.25,
1765493941573975,271.25,-848.75,-455,
1765493941577340,463.75,-840,-113.75,
1765493941581739,490,-910,-236.25,
1765493941591517,367.5,-743.75,-323.75,
1765493941597908,367.5,-682.5,-288.75,
1765493941602977,682.5,-971.25,-367.5,
1765493941604365,691.25,-490,-481.25,
1765493941607642,262.5,-901.25,-560,
1765493941610977,507.5,-682.5,-577.5,
1765493941614517,288.75,-647.5,-358.75,
1765493941618002,192.5,-1242.5,-507.5,
1765493941620975,446.25,-726.25,-708.75,
1765493941624280,323.75,-1032.5,-691.25,
1765493941628015,603.75,-1058.75,-446.25,
1765493941630951,175,-936.25,-148.75,
1765493941634423,656.25,-892.5,-105,
1765493941637715,323.75,-936.25,-96.25,
1765493941641017,525,-927.5,-218.75,
1765493941644340,673.75,-971.25,-227.5,
1765493941647642,437.5,-1076.25,-288.75,
1765493941651018,288.75,-927.5,-262.5,
1765493941654390,210,-621.25,-70,
1765493941657713,568.75,-1067.5,43.75,
1765493941660974,586.25,-848.75,-183.75,
1765493941664340,236.25,-595,-210,
1765493941667730,455,-936.25,-726.25,
1765493941671062,262.5,-918.75,-603.75,
1765493941674288,280,-1181.25,-332.5,
1765493941677602,236.25,-1128.75,-288.75,
1765493941680965,210,-988.75,-770,
1765493941684309,201.25,-586.25,-595,
1765493941687639,630,-1023.75,-542.5,
1765493941691249,227.5,-1050,-481.25,
1765493941694531,0,-997.5,-735,
1765493941698561,577.5,-1225,-437.5,
1765493941701474,420,-936.25,-516.25,
1765493941705015,35,-910,-385,
1765493941707559,280,-1041.25,-402.5,
1765493941711020,323.75,-988.75,-481.25,
1765493941714352,402.5,-997.5,-385,
1765493941717569,113.75,-857.5,-218.75,
1765493941720997,402.5,-988.75,-253.75,
1765493941724253,17.5,-866.25,-437.5,
1765493941727683,507.5,-542.5,-306.25,
1765493941730949,542.5,-770,-96.25,
1765493941734395,113.75,-892.5,-166.25,
1765493941737614,621.25,-1023.75,-262.5,
1765493941741017,840,-1198.75,-358.75,
1765493941744393,367.5,-1120,-691.25,
1765493941747810,472.5,-831.25,-420,
1765493941751282,420,-971.25,-525,
1765493941754287,271.25,-700,-516.25,
1765493941757643,665,-770,-236.25,
1765493941761144,752.5,-945,-105,
1765493941764521,183.75,-901.25,-376.25,
1765493941767913,542.5,-796.25,-463.75,
1765493941771142,428.75,-1032.5,-428.75,
1765493941774248,341.25,-1225,-428.75,
1765493941777588,463.75,-848.75,-245,
1765493941780991,306.25,-1015,-516.25,
1765493941784341,367.5,-1015,-612.5,
1765493941787725,96.25,-866.25,-271.25,
1765493941791131,271.25,-901.25,-210,
1765493941794392,463.75,-638.75,-245,
1765493941798065,341.25,-936.25,-227.5,
1765493941801124,341.25,-857.5,-490,
1765493941804374,218.75,-831.25,-385,
1765493941807686,568.75,-665,-315,
1765493941810795,350,-726.25,-551.25,
1765493941814248,175,-796.25,-603.75,
1765493941817614,481.25,-1050,140,
1765493941821017,26.25,-787.5,-551.25,
1765493941824279,533.75,-953.75,-253.75,
1765493941827724,341.25,-875,-358.75,
1765493941830864,236.25,-673.75,-157.5,
1765493941834249,148.75,-647.5,-166.25,
1765493941837657,183.75,-962.5,-560,
1765493941840979,306.25,-997.5,-175,
1765493941844161,708.75,-936.25,-253.75,
1765493941847588,288.75,-761.25,-350,
1765493941850895,498.75,-892.5,-253.75,
1765493941854248,183.75,-1172.5,-236.25,
1765493941857403,192.5,-962.5,-586.25,
1765493941861093,306.25,-831.25,-603.75,
1765493941864306,376.25,-1102.5,-367.5,
1765493941867581,341.25,-708.75,-262.5,
1765493941871017,323.75,-857.5,-201.25,
1765493941874349,376.25,-735,-437.5,
1765493941878017,280,-1015,26.25,
1765493941880978,323.75,-717.5,-455,
1765493941884208,271.25,-1093.75,-420,
1765493941887558,245,-665,-341.25,
1765493941890974,210,-953.75,-262.5,
1765493941894517,603.75,-901.25,-192.5,
1765493941897560,323.75,-647.5,-78.75,
1765493941900964,131.25,-577.5,-166.25,
1765493941912309,533.75,-1050,-393.75,
1765493941916044,393.75,-656.25,-323.75,
1765493941918701,288.75,-586.25,-367.5,
1765493941921926,358.75,-831.25,-481.25,
1765493941924288,192.5,-918.75,-192.5,
1765493941928139,673.75,-866.25,-446.25,
1765493941943282,332.5,-1137.5,-183.75,
1765493941946491,148.75,-717.5,262.5,
1765493941948602,498.75,-822.5,131.25,
1765493941952153,323.75,-953.75,166.25,
1765493941955380,656.25,-507.5,-78.75,
1765493941958480,542.5,-840,-183.75,
1765493941961575,376.25,-770,-218.75,
1765493941964753,481.25,-1067.5,78.75,
1765493941968520,96.25,-1120,-131.25,
1765493941971422,420,-866.25,96.25,
1765493941974724,463.75,-918.75,-192.5,
1765493941978250,472.5,-1041.25,-507.5,
1765493941981392,910,-927.5,-455,
1765493941984768,166.25,-691.25,-560,
1765493941988157,70,-1006.25,-507.5,
1765493941991444,665,-1093.75,-472.5,
1765493941994698,656.25,-840,-665,
1765493941998248,218.75,-507.5,-175,
1765493942001857,288.75,-997.5,-323.75,
1765493942004888,358.75,-875,-411.25,
1765493942008185,595,-936.25,-96.25,
1765493942011393,490,-1233.75,-402.5,
1765493942014893,245,-962.5,-341.25,
1765493942019148,525,-778.75,-87.5,
1765493942029725,245,-1067.5,-218.75,
1765493942033758,341.25,-866.25,-446.25,
1765493942050141,393.75,-997.5,-411.25,
1765493942061294,595,-1120,-525,
1765493942066855,271.25,-971.25,-446.25,
1765493942072464,726.25,-953.75,-516.25,
1765493942076596,516.25,-1050,-638.75,
1765493942081521,691.25,-831.25,-560,
1765493942086616,350,-971.25,-446.25,
1765493942090536,551.25,-1041.25,-236.25,
1765493942093993,332.5,-533.75,-280,
1765493942097222,393.75,-918.75,-367.5,
1765493942101928,262.5,-927.5,-472.5,
1765493942110356,446.25,-892.5,-341.25,
1765493942113094,367.5,-665,-210,
1765493942121368,350,-831.25,-166.25,
1765493942123577,437.5,-726.25,-210,
1765493942127098,481.25,-1023.75,-236.25,
1765493942129850,420,-700,0,
1765493942133006,262.5,-910,-113.75,
1765493942136161,533.75,-385,-262.5,
1765493942139423,533.75,-1032.5,35,
1765493942142690,411.25,-883.75,-280,
1765493942146156,288.75,-1006.25,-131.25,
1765493942149393,-43.75,-1067.5,-393.75,
1765493942152700,428.75,-848.75,-210,
1765493942156063,472.5,-953.75,-358.75,
1765493942159393,253.75,-778.75,-227.5,
1765493942162729,446.25,-1032.5,-393.75,
1765493942166065,253.75,-1006.25,-525,
1765493942169350,131.25,-708.75,-332.5,
1765493942172725,455,-822.5,-315,
1765493942184616,455,-953.75,-140,
1765493942186158,245,-630,-385,
1765493942189308,463.75,-822.5,-245,
1765493942192380,271.25,-822.5,-227.5,
1765493942196018,315,-428.75,-227.5,
1765493942199350,192.5,-857.5,-332.5,
1765493942202619,481.25,-883.75,-105,
1765493942205898,201.25,-787.5,-481.25,
1765493942209380,376.25,-822.5,-140,
1765493942212589,586.25,-691.25,-376.25,
1765493942215975,393.75,-1067.5,-437.5,
1765493942219281,262.5,-1102.5,-306.25,
1765493942222898,315,-910,-446.25,
1765493942225893,455,-927.5,-472.5,
1765493942229249,638.75,-848.75,-490,
1765493942232559,122.5,-770,-498.75,
1765493942235990,262.5,-857.5,-332.5,
1765493942239177,358.75,-1023.75,-691.25,
1765493942242496,376.25,-1251.25,-253.75,
1765493942246417,323.75,-708.75,-411.25,
1765493942249247,490,-1067.5,-630,
1765493942252645,420,-988.75,-446.25,
1765493942255953,87.5,-945,-236.25,
1765493942259437,428.75,-752.5,-288.75,
1765493942262685,568.75,-840,-306.25,
1765493942265958,0,-735,-8.75,
1765493942269247,455,-962.5,-166.25,
1765493942272898,638.75,-1023.75,-175,
1765493942275980,656.25,-1058.75,-52.5,
1765493942279352,411.25,-770,-498.75,
1765493942283728,507.5,-936.25,-463.75,
1765493942285935,175,-936.25,-612.5,
1765493942289342,236.25,-1032.5,-437.5,
1765493942292618,262.5,-1093.75,-271.25,
1765493942296018,472.5,-1006.25,-306.25,
1765493942299249,52.5,-936.25,-437.5,
1765493942302591,568.75,-1198.75,-297.5,
1765493942305872,341.25,-560,-297.5,
1765493942309351,201.25,-1032.5,-350,
1765493942312590,665,-901.25,-446.25,
1765493942315898,472.5,-997.5,-323.75,
1765493942319308,306.25,-1023.75,-323.75,
1765493942322617,385,-805,-358.75,
1765493942326019,787.5,-770,-78.75,
1765493942329250,612.5,-743.75,-245,
1765493942332649,358.75,-953.75,-367.5,
1765493942336020,236.25,-918.75,-271.25,
1765493942339205,420,-1050,-437.5,
1765493942342560,393.75,-971.25,-227.5,
1765493942345898,280,-595,-393.75,
1765493942349201,402.5,-918.75,-612.5,
1765493942352590,621.25,-813.75,-227.5,
1765493942355866,341.25,-875,-498.75,
1765493942359649,507.5,-875,-455,
1765493942369866,96.25,-1085,-630,
1765493942372983,428.75,-411.25,-533.75,
1765493942376811,560,-1102.5,-735,
1765493942379726,306.25,-1023.75,-201.25,
1765493942383019,446.25,-918.75,-201.25,
1765493942386431,376.25,-1120,-420,
1765493942389727,463.75,-551.25,-446.25,
1765493942393102,262.5,-866.25,-61.25,
1765493942396648,586.25,-621.25,-472.5,
1765493942399872,367.5,-1286.25,-96.25,
1765493942403352,498.75,-1137.5,-481.25,
1765493942406894,323.75,-1111.25,-113.75,
1765493942409728,262.5,-1085,-341.25,
1765493942413144,437.5,-1006.25,-376.25,
1765493942416474,385,-1190,-472.5,
1765493942419883,542.5,-630,-236.25,
1765493942423487,122.5,-1032.5,-323.75,
1765493942426427,411.25,-778.75,-280,
1765493942429781,332.5,-866.25,-358.75,
1765493942433145,332.5,-761.25,-157.5,
1765493942436426,271.25,-892.5,-420,
1765493942439816,481.25,-726.25,-122.5,
1765493942443203,595,-630,35,
1765493942446424,280,-822.5,-70,
1765493942449756,490,-1076.25,-26.25,
1765493942453499,358.75,-927.5,-8.75,
1765493942456560,210,-717.5,-262.5,
1765493942459810,402.5,-700,-306.25,
1765493942463001,323.75,-848.75,-70,
1765493942466424,551.25,-866.25,-61.25,
1765493942470251,350,-1181.25,-175,
1765493942473251,621.25,-621.25,-315,
1765493942476438,271.25,-726.25,-253.75,
1765493942479810,612.5,-1251.25,-437.5,
1765493942483187,481.25,-787.5,-647.5,
1765493942486399,210,-918.75,-437.5,
1765493942489757,420,-1085,-525,
1765493942493062,420,-988.75,-481.25,
1765493942496425,358.75,-665,-551.25,
1765493942500342,603.75,-936.25,-262.5,
1765493942503020,323.75,-883.75,-455,
1765493942506352,61.25,-822.5,-26.25,
1765493942509700,262.5,-813.75,-358.75,
1765493942513062,201.25,-892.5,-8.75,
1765493942516394,210,-875,-315,
1765493942519731,210,-901.25,-166.25,
1765493942523101,665,-962.5,-201.25,
1765493942526325,411.25,-831.25,-253.75,
1765493942529777,490,-717.5,-455,
1765493942533065,630,-866.25,-472.5,
1765493942536395,358.75,-953.75,-682.5,
1765493942539718,61.25,-936.25,-498.75,
1765493942543035,813.75,-1128.75,-560,
1765493942546455,743.75,-988.75,-280,
1765493942549726,428.75,-673.75,-848.75,
1765493942553061,-78.75,-857.5,-358.75,
1765493942556395,595,-822.5,-376.25,
1765493942559498,376.25,-840,-315,
1765493942563686,612.5,-1128.75,-218.75,
1765493942566424,446.25,-752.5,-437.5,
1765493942569725,542.5,-1181.25,-385,
1765493942573102,358.75,-463.75,-332.5,
1765493942576394,288.75,-962.5,-420,
1765493942579726,533.75,-962.5,-262.5,
1765493942583034,157.5,-1032.5,-393.75,
1765493942586395,332.5,-813.75,-367.5,
1765493942589726,472.5,-901.25,-420,
1765493942593214,498.75,-971.25,-420,
1765493942596342,297.5,-857.5,-568.75,
1765493942599700,105,-1058.75,-665,
1765493942603076,297.5,-805,-560,
1765493942606474,35,-752.5,-822.5,
1765493942609665,-52.5,-927.5,-463.75,
1765493942613020,323.75,-901.25,-288.75,
1765493942616326,577.5,-831.25,-560,
1765493942619785,568.75,-918.75,-770,
1765493942623186,166.25,-822.5,-61.25,
1765493942626399,542.5,-831.25,-507.5,
1765493942629731,201.25,-1102.5,-227.5,
1765493942633020,577.5,-1050,26.25,
1765493942636499,612.5,-988.75,-297.5,
1765493942639895,323.75,-822.5,-70,
1765493942643019,411.25,-883.75,192.5,
1765493942646394,437.5,-857.5,43.75,
1765493942649729,568.75,-735,-175,
1765493942653115,507.5,-848.75,-175,
1765493942656473,393.75,-918.75,-210,
1765493942659645,735,-542.5,-568.75,
1765493942663033,498.75,-1102.5,-437.5,
1765493942666477,638.75,-953.75,-525,
1765493942669758,437.5,-621.25,-490,
1765493942673061,-8.75,-901.25,-595,
1765493942676373,271.25,-726.25,-420,
1765493942679705,61.25,-1242.5,-568.75,
1765493942683020,358.75,-691.25,-638.75,
1765493942686395,341.25,-787.5,-551.25,
1765493942689727,455,-953.75,-507.5,
1765493942693061,542.5,-770,-218.75,
1765493942696395,516.25,-752.5,-113.75,
1765493942699701,105,-708.75,-350,
1765493942703285,376.25,-1067.5,-166.25,
1765493942706356,463.75,-831.25,-122.5,
1765493942709727,420,-936.25,-332.5,
1765493942713062,551.25,-743.75,122.5,
1765493942716426,192.5,-945,-227.5,
1765493942719925,516.25,-1023.75,-131.25,
1765493942723020,350,-717.5,-87.5,
1765493942726365,673.75,-857.5,-105,
1765493942729811,717.5,-980,-323.75,
1765493942733061,367.5,-577.5,-385,
1765493942736449,778.75,-787.5,-227.5,
1765493942739763,551.25,-735,-288.75,
1765493942743061,472.5,-621.25,-455,
1765493942746395,428.75,-778.75,-166.25,
1765493942749812,280,-892.5,-428.75,
1765493942753262,446.25,-1146.25,-52.5,
1765493942756538,411.25,-1120,-533.75,
1765493942760870,350,-945,-385,
1765493942763979,341.25,-901.25,-43.75,
1765493942766692,437.5,-1146.25,-175,
1765493942769754,26.25,-638.75,-297.5,
1765493942773025,437.5,-700,-437.5,
1765493942776398,227.5,-1128.75,-192.5,
1765493942779746,516.25,-1190,-463.75,
1765493942783106,175,-910,-472.5,
1765493942786771,105,-752.5,-288.75,
1765493942789828,157.5,-752.5,-428.75,
1765493942793149,323.75,-822.5,-201.25,
1765493942796395,-122.5,-866.25,-350,
1765493942799874,691.25,-1085,-271.25,
1765493942803354,175,-971.25,-218.75,
1765493942806551,516.25,-1111.25,-358.75,
1765493942809757,568.75,-1111.25,43.75,
1765493942813106,796.25,-700,-140,
1765493942816646,472.5,-927.5,-70,
1765493942820035,455,-866.25,-166.25,
1765493942823204,245,-962.5,-437.5,
1765493942826396,271.25,-927.5,-455,
1765493942830021,183.75,-910,-341.25,
1765493942834311,315,-936.25,-516.25,
1765493942838021,735,-752.5,-560,
1765493942843731,297.5,-910,-280,
1765493942845968,306.25,-1190,-280,
1765493942856814,673.75,-971.25,-367.5,
1765493942859983,306.25,-927.5,-490,
1765493942861568,367.5,-805,-393.75,
1765493942868728,367.5,-875,-201.25,
1765493942873871,481.25,-1032.5,-288.75,
1765493942876354,148.75,-1023.75,-393.75,
1765493942879125,656.25,-1006.25,-402.5,
1765493942881896,638.75,-1146.25,-490,
1765493942885396,376.25,-770,-455,
1765493942888729,446.25,-1006.25,-218.75,
1765493942891849,630,-980,-455,
1765493942895344,78.75,-822.5,-568.75,
1765493942898562,280,-918.75,-516.25,
1765493942901875,87.5,-848.75,-603.75,
1765493942905284,210,-840,-726.25,
1765493942909397,35,-1102.5,-507.5,
1765493942911875,113.75,-936.25,-393.75,
1765493942915146,157.5,-735,-455,
1765493942918689,253.75,-787.5,-393.75,
1765493942922323,463.75,-1015,-323.75,
1765493942925252,262.5,-936.25,-603.75,
1765493942928565,568.75,-1120,-455,
1765493942932002,323.75,-910,-113.75,
1765493942935159,402.5,-743.75,-96.25,
1765493942939253,595,-840,-253.75,
1765493942941940,455,-848.75,-525,
1765493942945177,560,-743.75,-463.75,
1765493942948534,498.75,-507.5,-402.5,
1765493942951816,743.75,-918.75,-437.5,
1765493942955253,516.25,-708.75,-481.25,
1765493942958489,393.75,-997.5,-411.25,
1765493942961905,297.5,-918.75,-358.75,
1765493942965187,358.75,-945,-420,
