time (us),x(mdps),y(mdps),z(mdps)
1765493948825495,490,-936.25,-288.75,
1765493948828831,157.5,-1032.5,-411.25,
1765493948832611,323.75,-787.5,-297.5,
1765493948835446,367.5,-962.5,-253.75,
1765493948838777,516.25,-1015,-192.5,
1765493948842347,516.25,-1076.25,-61.25,
1765493948845495,472.5,-1102.5,-201.25,
1765493948848831,358.75,-1172.5,-455,
1765493948852165,402.5,-848.75,-157.5,
1765493948855470,131.25,-1093.75,-262.5,
1765493948858791,525,-988.75,-402.5,
1765493948862558,332.5,-778.75,-455,
1765493948865524,113.75,-1163.75,-463.75,
1765493948868779,236.25,-787.5,-595,
1765493948872208,577.5,-822.5,-568.75,
1765493948875588,402.5,-945,-288.75,
1765493948878820,166.25,-953.75,-428.75,
1765493948882181,507.5,-708.75,-271.25,
1765493948886081,612.5,-691.25,-157.5,
1765493948888832,271.25,-1058.75,-481.25,
1765493948892272,288.75,-770,-402.5,
1765493948896041,323.75,-1277.5,-323.75,
1765493948898831,288.75,-805,-350,
1765493948902166,245,-1058.75,-402.5,
1765493948906206,498.75,-866.25,-542.5,
1765493948909054,87.5,-805,-481.25,
1765493948912330,437.5,-813.75,-726.25,
1765493948915748,297.5,-1023.75,-245,
1765493948919040,516.25,-875,-481.25,
1765493948922521,612.5,-1102.5,-376.25,
1765493948925709,402.5,-568.75,-297.5,
1765493948928999,463.75,-665,-35,
1765493948932147,533.75,-936.25,-183.75,
1765493948935547,638.75,-936.25,-516.25,
1765493948938795,236.25,-831.25,-542.5,
1765493948942166,393.75,-805,-131.25,
1765493948945470,201.25,-1023.75,-323.75,
1765493948948779,227.5,-927.5,-297.5,
1765493948952166,315,-498.75,-192.5,
1765493948956000,218.75,-743.75,-8.75,
1765493948958853,551.25,-735,-385,
1765493948962209,271.25,-1015,-236.25,
1765493948965542,411.25,-918.75,-280,
1765493948968833,393.75,-910,-288.75,
1765493948972167,341.25,-1041.25,-271.25,
1765493948975498,376.25,-682.5,-288.75,
1765493948978837,61.25,-1058.75,-402.5,
1765493948982209,402.5,-1067.5,-490,
1765493948985477,271.25,-1015,-490,
1765493948988833,393.75,-1172.5,-341.25,
1765493948992171,201.25,-752.5,-385,
1765493948995556,525,-1058.75,-192.5,
1765493948998998,253.75,-735,-210,
1765493949002666,26.25,-1032.5,-297.5,
1765493949005582,420,-918.75,-393.75,
1765493949008957,446.25,-831.25,-87.5,
1765493949012230,148.75,-1032.5,-376.25,
1765493949015497,437.5,-980,-210,
1765493949018916,341.25,-980,17.5,
1765493949022274,402.5,-691.25,-192.5,
1765493949025711,647.5,-1058.75,-17.5,
1765493949029042,262.5,-910,-253.75,
1765493949032150,236.25,-822.5,-271.25,
1765493949035667,280,-1190,-315,
1765493949038807,8.75,-936.25,-43.75,
1765493949042312,210,-805,-253.75,
1765493949045588,358.75,-892.5,-157.5,
1765493949048832,516.25,-883.75,-306.25,
1765493949052082,385,-1102.5,-288.75,
1765493949055445,551.25,-936.25,-621.25,
1765493949058855,542.5,-901.25,-778.75,
1765493949062219,148.75,-1093.75,-376.25,
1765493949065489,332.5,-927.5,-472.5,
1765493949068694,315,-971.25,-481.25,
1765493949072057,638.75,-953.75,-306.25,
1765493949075541,332.5,-980,-332.5,
1765493949078917,630,-857.5,-262.5,
1765493949082083,87.5,-953.75,-157.5,
1765493949085352,96.25,-848.75,-402.5,
1765493949088699,402.5,-971.25,-140,
1765493949092251,446.25,-717.5,-323.75,
1765493949096418,175,-577.5,-35,
1765493949098727,236.25,-1076.25,-210,
1765493949102034,542.5,-1023.75,-175,
1765493949105446,78.75,-822.5,-385,
1765493949108918,271.25,-708.75,-358.75,
1765493949111972,323.75,-883.75,-498.75,
1765493949115582,455,-700,-376.25,
1765493949118889,472.5,-787.5,-700,
1765493949122202,402.5,-638.75,-603.75,
1765493949125687,420,-988.75,-402.5,
1765493949128917,393.75,-910,-376.25,
1765493949132223,157.5,-770,-778.75,
1765493949135613,455,-971.25,-367.5,
1765493949138805,96.25,-630,-577.5,
1765493949142406,350,-778.75,-612.5,
1765493949145583,481.25,-883.75,-428.75,
1765493949148917,157.5,-1128.75,-122.5,
1765493949152274,551.25,-743.75,-227.5,
1765493949155582,542.5,-1041.25,-306.25,
1765493949158916,341.25,-883.75,-385,
1765493949162208,376.25,-971.25,-113.75,
1765493949165613,78.75,-726.25,-393.75,
1765493949168890,498.75,-875,148.75,
1765493949172167,148.75,-901.25,-122.5,
1765493949175583,332.5,-770,-341.25,
1765493949182828,341.25,-647.5,-490,
1765493949186208,210,-638.75,-385,
1765493949189545,560,-1032.5,-341.25,
1765493949192853,-17.5,-848.75,-420,
1765493949196228,595,-848.75,-455,
1765493949199542,367.5,-945,-735,
1765493949202955,525,-1041.25,-560,
1765493949206181,218.75,-735,-647.5,
1765493949209542,516.25,-796.25,-717.5,
1765493949212874,262.5,-673.75,-568.75,
1765493949216087,297.5,-857.5,-490,
1765493949219418,551.25,-1120,-341.25,
1765493949222750,446.25,-1102.5,-210,
1765493949226154,402.5,-1120,-402.5,
1765493949229454,350,-1163.75,-26.25,
1765493949232804,857.5,-1120,-262.5,
1765493949236393,498.75,-673.75,-288.75,
1765493949239877,96.25,-726.25,-420,
1765493949243464,455,-1085,78.75,
1765493949246816,350,-866.25,-288.75,
1765493949250365,26.25,-927.5,-253.75,
1765493949253210,52.5,-1067.5,-52.5,
1765493949256273,595,-787.5,-105,
1765493949260172,253.75,-848.75,-420,
1765493949262918,385,-962.5,-533.75,
1765493949267366,297.5,-638.75,-288.75,
1765493949269583,70,-866.25,-586.25,
1765493949272875,157.5,-945,-236.25,
1765493949276273,516.25,-883.75,-647.5,
1765493949279623,402.5,-822.5,-656.25,
1765493949282853,446.25,-927.5,-647.5,
1765493949286273,533.75,-936.25,-752.5,
1765493949289708,367.5,-883.75,-472.5,
1765493949292918,446.25,-743.75,-525,
1765493949296273,498.75,-726.25,-393.75,
1765493949299583,516.25,-901.25,-131.25,
1765493949303084,656.25,-761.25,-245,
1765493949306417,551.25,-1015,-8.75,
1765493949309448,463.75,-831.25,-113.75,
1765493949312896,778.75,-962.5,-227.5,
1765493949316542,26.25,-918.75,-341.25,
1765493949319804,700,-848.75,-245,
1765493949323100,455,-752.5,-385,
1765493949326273,551.25,-822.5,-516.25,
1765493949329672,271.25,-533.75,-358.75,
1765493949333048,560,-761.25,-376.25,
1765493949336367,323.75,-840,-411.25,
1765493949339672,507.5,-936.25,-350,
1765493949343021,262.5,-822.5,-437.5,
1765493949346417,-26.25,-1050,-131.25,
1765493949349683,385,-936.25,-192.5,
1765493949352975,297.5,-918.75,-507.5,
1765493949356228,420,-708.75,-350,
1765493949359632,43.75,-962.5,-253.75,
1765493949362855,621.25,-892.5,8.75,
1765493949366269,621.25,-805,-603.75,
1765493949369543,726.25,-1085,-288.75,
1765493949372896,175,-1137.5,-306.25,
1765493949376209,306.25,-743.75,-542.5,
1765493949379573,306.25,-875,-656.25,
1765493949382918,778.75,-1067.5,-411.25,
1765493949386273,446.25,-813.75,-280,
1765493949389546,603.75,-980,-577.5,
1765493949392993,35,-1146.25,-507.5,
1765493949396280,201.25,-752.5,-455,
1765493949399497,17.5,-953.75,-166.25,
1765493949403043,323.75,-1181.25,-428.75,
1765493949406604,350,-997.5,-61.25,
1765493949409584,455,-796.25,-306.25,
1765493949412917,323.75,-673.75,-210,
1765493949416273,113.75,-1172.5,-26.25,
1765493949419479,621.25,-901.25,-140,
1765493949422970,323.75,-892.5,-43.75,
1765493949426225,472.5,-980,-262.5,
1765493949429583,393.75,-892.5,-227.5,
1765493949432849,262.5,-822.5,-735,
1765493949436350,358.75,-936.25,-647.5,
1765493949439542,542.5,-936.25,-420,
1765493949442891,288.75,-910,-332.5,
1765493949446231,595,-778.75,-901.25,
1765493949449655,341.25,-848.75,-717.5,
1765493949453011,516.25,-997.5,-717.5,
1765493949456169,166.25,-577.5,-682.5,
1765493949459503,420,-665,-586.25,
1765493949462915,201.25,-612.5,-490,
1765493949466273,192.5,-988.75,-612.5,
1765493949470280,183.75,-1373.75,-428.75,
1765493949472918,437.5,-822.5,-411.25,
1765493949476276,61.25,-1163.75,-455,
1765493949479584,288.75,-1050,-175,
1765493949483174,446.25,-603.75,96.25,
1765493949486198,595,-770,-236.25,
1765493949489614,385,-560,-236.25,
1765493949492896,525,-927.5,-175,
1765493949496274,201.25,-1023.75,-253.75,
1765493949499705,245,-463.75,-551.25,
1765493949502877,227.5,-857.5,-393.75,
1765493949506274,498.75,-813.75,-428.75,
1765493949509584,507.5,-901.25,-420,
1765493949512918,201.25,-892.5,-437.5,
1765493949516992,105,-813.75,-840,
1765493949519480,61.25,-1207.5,-647.5,
1765493949522919,271.25,-726.25,-586.25,
1765493949526274,113.75,-813.75,-367.5,
1765493949529557,-43.75,-997.5,-420,
1765493949532918,236.25,-1006.25,-428.75,
1765493949536209,297.5,-962.5,-367.5,
1765493949539584,332.5,-770,-315,
1765493949542877,201.25,-778.75,-192.5,
1765493949546168,411.25,-603.75,-420,
1765493949549543,455,-1102.5,96.25,
1765493949552834,428.75,-1032.5,-280,
1765493949556209,192.5,-1006.25,-157.5,
1765493949559543,297.5,-761.25,-140,
1765493949563100,463.75,-831.25,-227.5,
1765493949566181,385,-892.5,-393.75,
1765493949569574,175,-735,-323.75,
1765493949572875,787.5,-997.5,-402.5,
1765493949576156,323.75,-691.25,-227.5,
1765493949579918,481.25,-1128.75,-262.5,
1765493949582875,210,-831.25,-402.5,
1765493949586176,516.25,-848.75,-385,
1765493949589494,437.5,-1032.5,-525,
1765493949592887,297.5,-726.25,-323.75,
1765493949596553,481.25,-1015,-236.25,
1765493949600309,350,-971.25,-43.75,
1765493949603043,638.75,-647.5,288.75,
1765493949606175,253.75,-831.25,17.5,
1765493949609562,516.25,-796.25,17.5,
1765493949612825,542.5,-1216.25,-61.25,
1765493949616201,516.25,-901.25,-140,
1765493949619543,367.5,-1058.75,-192.5,
1765493949622891,280,-1076.25,8.75,
1765493949626401,481.25,-568.75,-253.75,
1765493949629615,350,-700,-481.25,
1765493949632927,770,-682.5,-306.25,
1765493949636224,708.75,-1041.25,-525,
1765493949639522,201.25,-752.5,-516.25,
1765493949643419,306.25,-805,-402.5,
1765493949646281,472.5,-700,-376.25,
1765493949649543,542.5,-918.75,-481.25,
1765493949652919,682.5,-962.5,-446.25,
1765493949656281,402.5,-1067.5,-411.25,
1765493949659668,157.5,-962.5,-498.75,
1765493949662897,393.75,-805,-358.75,
1765493949666275,253.75,-726.25,-551.25,
1765493949669584,245,-1015,-61.25,
1765493949672916,551.25,-787.5,-175,
1765493949676274,297.5,-1067.5,-201.25,
1765493949679543,577.5,-726.25,-70,
1765493949682875,647.5,-953.75,-183.75,
1765493949686307,420,-866.25,-297.5,
1765493949689709,437.5,-910,-350,
1765493949692809,367.5,-752.5,-367.5,
1765493949696308,402.5,-1023.75,-122.5,
1765493949699615,210,-1032.5,-490,
1765493949703897,113.75,-953.75,-463.75,
1765493949706271,297.5,-962.5,-446.25,
1765493949709875,472.5,-1015,-341.25,
1765493949713102,315,-708.75,-455,
1765493949716297,201.25,-1120,-428.75,
1765493949719586,393.75,-717.5,-507.5,
1765493949722919,542.5,-910,-192.5,
1765493949726274,367.5,-971.25,-210,
1765493949729584,455,-1190,-411.25,
1765493949733043,350,-708.75,-358.75,
1765493949736275,-157.5,-988.75,-525,
1765493949739584,525,-866.25,-411.25,
1765493949742877,507.5,-1058.75,-542.5,
1765493949746275,332.5,-761.25,-656.25,
1765493949749544,280,-962.5,-280,
1765493949752978,122.5,-1207.5,-271.25,
1765493949756275,253.75,-1093.75,-350,
1765493949759517,148.75,-988.75,-665,
1765493949763050,385,-840,-778.75,
1765493949766751,358.75,-1058.75,-367.5,
1765493949769558,595,-700,-603.75,
1765493949772919,350,-752.5,-393.75,
1765493949776252,787.5,-953.75,-271.25,
1765493949779585,175,-831.25,-568.75,
1765493949782837,350,-402.5,-420,
1765493949786275,682.5,-735,-455,
1765493949789585,192.5,-962.5,-498.75,
1765493949792877,201.25,-726.25,-236.25,
1765493949796419,411.25,-848.75,-315,
1765493949799548,455,-927.5,-455,
1765493949802835,428.75,-857.5,-78.75,
1765493949806075,-157.5,-481.25,-446.25,
1765493949809704,455,-1050,-183.75,
1765493949813116,306.25,-1295,-542.5,
1765493949816275,770,-743.75,-507.5,
1765493949819585,288.75,-848.75,-498.75,
1765493949822919,253.75,-1041.25,-411.25,
1765493949826272,498.75,-945,-743.75,
1765493949829585,367.5,-1050,-560,
1765493949832919,603.75,-1470,-516.25,
1765493949836272,393.75,-927.5,-568.75,
1765493949839616,700,-945,-455,
1765493949843088,376.25,-682.5,-253.75,
1765493949859717,323.75,-813.75,-306.25,
1765493949861859,350,-1058.75,-52.5,
1765493949864840,210,-1015,-253.75,
1765493949868670,393.75,-770,-70,
1765493949873418,551.25,-918.75,-551.25,
1765493949875883,595,-883.75,-323.75,
1765493949891774,848.75,-1015,-271.25,
1765493949896277,341.25,-1050,-367.5,
1765493949903045,437.5,-586.25,-332.5,
1765493949904421,463.75,-770,-78.75,
1765493949907746,253.75,-866.25,-78.75,
1765493949911212,621.25,-945,-315,
1765493949914303,673.75,-1067.5,17.5,
1765493949917755,621.25,-945,-341.25,
1765493949920989,367.5,-831.25,-157.5,
1765493949924547,455,-1120,-148.75,
1765493949927729,376.25,-1058.75,-183.75,
1765493949931008,210,-927.5,-516.25,
1765493949934334,411.25,-1163.75,0,
1765493949938023,52.5,-840,-376.25,
1765493949941152,253.75,-857.5,-271.25,
1765493949944451,140,-717.5,-341.25,
1765493949948045,393.75,-910,-463.75,
1765493949951046,8.75,-673.75,-306.25,
1765493949954684,70,-822.5,-166.25,
1765493949957671,472.5,-813.75,-323.75,
1765493949961282,428.75,-866.25,-262.5,
1765493949964334,17.5,-595,-315,
1765493949967754,393.75,-1067.5,-315,
1765493949971024,490,-892.5,-437.5,
1765493949974545,507.5,-980,-341.25,
1765493949977671,420,-595,-52.5,
1765493949981024,253.75,-595,-87.5,
1765493949984308,-8.75,-1015,-131.25,
1765493949987711,166.25,-665,-402.5,
1765493949991211,446.25,-682.5,-420,
1765493949994334,428.75,-971.25,-236.25,
1765493949997751,437.5,-700,-525,
1765493950001044,183.75,-1006.25,-533.75,
1765493950004368,113.75,-367.5,-455,
1765493950007995,367.5,-822.5,-210,
1765493950011002,402.5,-962.5,-376.25,
1765493950014306,332.5,-1032.5,-428.75,
1765493950017675,560,-953.75,-437.5,
1765493950021023,437.5,-717.5,-376.25,
1765493950024370,175,-1085,-472.5,
1765493950027727,472.5,-778.75,-428.75,
1765493950031045,708.75,-997.5,-455,
1765493950034352,516.25,-796.25,-665,
1765493950037843,595,-805,-577.5,
1765493950041172,551.25,-892.5,-481.25,
1765493950044378,665,-848.75,-280,
1765493950047710,288.75,-770,-682.5,
1765493950051148,210,-988.75,-332.5,
1765493950054392,288.75,-770,-516.25,
1765493950057765,603.75,-1015,-525,
1765493950061059,665,-778.75,-743.75,
1765493950065509,245,-945,-437.5,
1765493950067711,210,-901.25,-673.75,
1765493950071148,245,-1050,-271.25,
1765493950074759,105,-752.5,-630,
1765493950078639,481.25,-953.75,-236.25,
1765493950092433,271.25,-971.25,-131.25,
1765493950094276,393.75,-1198.75,-507.5,
1765493950097045,271.25,-638.75,-358.75,
1765493950100545,52.5,-813.75,-306.25,
1765493950103925,0,-910,-393.75,
1765493950107231,393.75,-953.75,-306.25,
1765493950110616,463.75,-997.5,-122.5,
1765493950113731,166.25,-910,-525,
1765493950117086,218.75,-1041.25,-472.5,
1765493950120420,306.25,-883.75,-140,
1765493950123783,-17.5,-796.25,-393.75,
1765493950127046,533.75,-761.25,-385,
1765493950130618,262.5,-848.75,-516.25,
1765493950133836,341.25,-752.5,-376.25,
1765493950137276,43.75,-805,-350,
1765493950141160,577.5,-1111.25,-411.25,
1765493950143752,236.25,-831.25,-157.5,
1765493950147186,271.25,-1085,-61.25,
1765493950150331,437.5,-813.75,-306.25,
1765493950153836,446.25,-1277.5,-358.75,
1765493950157211,507.5,-936.25,-113.75,
1765493950160420,358.75,-997.5,-148.75,
1765493950163813,367.5,-1093.75,166.25,
1765493950167064,472.5,-875,70,
1765493950170430,17.5,-805,-288.75,
1765493950173758,490,-778.75,26.25,
1765493950177086,306.25,-1102.5,-105,
1765493950180921,822.5,-1102.5,-157.5,
1765493950183756,551.25,-1041.25,-175,
1765493950187368,446.25,-612.5,-367.5,
1765493950190920,420,-857.5,-245,
1765493950193756,463.75,-901.25,-201.25,
1765493950197045,17.5,-665,-446.25,
1765493950200382,201.25,-918.75,-280,
1765493950203670,472.5,-1155,-315,
1765493950207045,358.75,-866.25,-341.25,
1765493950210377,323.75,-717.5,-43.75,
1765493950213726,481.25,-918.75,-218.75,
1765493950217277,455,-927.5,-350,
1765493950220616,140,-796.25,-262.5,
1765493950223744,210,-918.75,-43.75,
1765493950227420,437.5,-778.75,-306.25,
1765493950230766,280,-761.25,-227.5,
1765493950233752,420,-971.25,-472.5,
1765493950237090,446.25,-1015,-52.5,
1765493950240357,280,-848.75,-262.5,
1765493950243752,577.5,-761.25,-122.5,
1765493950247212,122.5,-778.75,0,
1765493950250378,516.25,-840,-218.75,
1765493950253711,621.25,-892.5,-218.75,
1765493950257090,175,-752.5,-113.75,
1765493950260407,297.5,-918.75,-78.75,
1765493950263866,140,-1032.5,-411.25,
1765493950267119,148.75,-875,-367.5,
1765493950270545,332.5,-1190,-542.5,
1765493950273867,498.75,-901.25,0,
1765493950277045,245,-822.5,-428.75,
1765493950280713,612.5,-918.75,-463.75,
1765493950283795,516.25,-962.5,-385,
1765493950287086,350,-875,-280,
1765493950290358,481.25,-743.75,-507.5,
1765493950294274,376.25,-1050,-341.25,
1765493950297046,498.75,-971.25,-603.75,
1765493950300918,131.25,-612.5,-735,
1765493950303882,498.75,-665,-577.5,
1765493950307190,490,-787.5,-367.5,
1765493950310385,656.25,-953.75,-568.75,
1765493950313795,437.5,-822.5,-455,
1765493950317168,498.75,-1058.75,-420,
1765493950320418,516.25,-901.25,-507.5,
1765493950323808,455,-953.75,-463.75,
1765493950327526,533.75,-761.25,-428.75,
1765493950330454,551.25,-883.75,-463.75,
1765493950333858,297.5,-726.25,-218.75,
1765493950337175,183.75,-1015,-341.25,
1765493950340420,402.5,-1032.5,-288.75,
1765493950343753,420,-875,-472.5,
1765493950347087,70,-918.75,-297.5,
1765493950350378,665,-831.25,-288.75,
1765493950353754,0,-796.25,-218.75,
1765493950357189,358.75,-805,-647.5,
1765493950360420,315,-901.25,-402.5,
1765493950363752,227.5,-831.25,-560,
1765493950367060,516.25,-752.5,-367.5,
1765493950370343,498.75,-1128.75,-490,
1765493950373752,122.5,-752.5,-577.5,
1765493950377045,323.75,-1006.25,-603.75,
1765493950380420,393.75,-1006.25,-288.75,
1765493950383670,472.5,-1146.25,-700,
1765493950387060,376.25,-796.25,-507.5,
1765493950390351,367.5,-927.5,-490,
1765493950393711,288.75,-883.75,-323.75,
1765493950397086,341.25,-1111.25,-105,
1765493950400381,122.5,-638.75,-96.25,
1765493950403752,227.5,-840,-166.25,
1765493950407116,455,-673.75,-507.5,
1765493950410408,516.25,-883.75,-113.75,
1765493950413713,551.25,-1225,-227.5,
1765493950417060,183.75,-717.5,-113.75,
1765493950420351,533.75,-717.5,-218.75,
1765493950423712,717.5,-708.75,-157.5,
1765493950427087,577.5,-1023.75,-236.25,
1765493950430367,595,-778.75,-472.5,
1765493950433727,393.75,-910,-350,
1765493950437335,157.5,-1155,-350,
1765493950440560,472.5,-1023.75,-236.25,
1765493950443758,551.25,-1041.25,-393.75,
1765493950447067,297.5,-848.75,-35,
1765493950450580,323.75,-831.25,-271.25,
1765493950453753,437.5,-848.75,-218.75,
1765493950457070,568.75,-892.5,-507.5,
1765493950460378,183.75,-988.75,-140,
1765493950463770,87.5,-787.5,-376.25,
1765493950467336,113.75,-778.75,-358.75,
1765493950470528,463.75,-761.25,-87.5,
1765493950473758,498.75,-857.5,-166.25,
1765493950477022,183.75,-918.75,-201.25,
1765493950480577,568.75,-647.5,-516.25,
1765493950483728,525,-735,-560,
1765493950487206,463.75,-787.5,-297.5,
1765493950490418,350,-945,-367.5,
1765493950493878,341.25,-700,-131.25,
1765493950497216,350,-936.25,-385,
1765493950500520,245,-708.75,-455,
1765493950503878,498.75,-1041.25,-498.75,
1765493950507149,288.75,-805,-323.75,
1765493950510421,691.25,-892.5,-376.25,
1765493950514524,638.75,-1032.5,-656.25,
1765493950517046,297.5,-1128.75,-367.5,
1765493950520421,490,-638.75,-341.25,
1765493950523755,288.75,-673.75,-306.25,
1765493950527092,463.75,-857.5,-271.25,
1765493950530429,332.5,-1067.5,-236.25,
1765493950538587,288.75,-778.75,-332.5,
1765493950541817,551.25,-953.75,-525,
1765493950545589,393.75,-883.75,-472.5,
1765493950548463,848.75,-726.25,-455,
1765493950551714,638.75,-892.5,-568.75,
1765493950555277,297.5,-980,-586.25,
1765493950558872,288.75,-1032.5,-560,
1765493950561813,568.75,-848.75,-498.75,
1765493950565187,332.5,-805,-446.25,
1765493950568501,411.25,-778.75,-586.25,
1765493950571812,253.75,-656.25,-586.25,
1765493950575309,595,-910,-901.25,
1765493950578344,455,-586.25,-525,
1765493950581757,218.75,-988.75,-507.5,
1765493950585046,673.75,-726.25,-420,
1765493950588335,350,-778.75,-656.25,
1765493950592214,157.5,-848.75,-568.75,
1765493950595277,420,-805,-446.25,
1765493950598617,288.75,-1067.5,-358.75,
1765493950601809,323.75,-840,-595,
1765493950605208,350,-1076.25,-341.25,
1765493950609755,542.5,-945,-472.5,
1765493950611896,393.75,-770,-533.75,
1765493950615232,385,-621.25,-402.5,
1765493950618587,192.5,-840,-516.25,
1765493950622208,376.25,-1137.5,-411.25,
1765493950625280,428.75,-927.5,-507.5,
1765493950628588,166.25,-638.75,-463.75,
1765493950631922,638.75,-848.75,-682.5,
1765493950635277,621.25,-787.5,-385,
1765493950638547,665,-1015,-568.75,
1765493950642199,245,-1076.25,-647.5,
1765493950645133,472.5,-910,-507.5,
1765493950648370,358.75,-735,-358.75,
1765493950651548,446.25,-840,-612.5,
1765493950654992,612.5,-1067.5,-393.75,
1765493950658370,350,-962.5,-437.5,
1765493950661671,280,-700,-376.25,
1765493950664925,8.75,-840,-490,
1765493950668421,735,-980,-288.75,
1765493950671591,490,-910,-516.25,
1765493950675024,498.75,-1041.25,-315,
1765493950678352,472.5,-980,-262.5,
1765493950681671,315,-848.75,-428.75,
1765493950685336,621.25,-945,-70,
1765493950688277,752.5,-918.75,-437.5,
1765493950691717,568.75,-962.5,-551.25,
1765493950695047,420,-770,-315,
1765493950698345,638.75,-857.5,-490,
1765493950701617,341.25,-857.5,-455,
1765493950704951,525,-726.25,-437.5,
1765493950708594,358.75,-743.75,-621.25,
1765493950711672,586.25,-1032.5,-481.25,
1765493950715004,315,-1181.25,-560,
1765493950718336,140,-752.5,-306.25,
1765493950721717,560,-840,-306.25,
1765493950725049,472.5,-612.5,-35,
1765493950728453,472.5,-945,-140,
1765493950731477,603.75,-1190,-52.5,
1765493950735088,271.25,-700,-192.5,
1765493950738309,647.5,-682.5,17.5,
1765493950741526,306.25,-682.5,-61.25,
1765493950745088,428.75,-918.75,-253.75,
1765493950748380,437.5,-875,-236.25,
1765493950751512,218.75,-962.5,-315,
1765493950755025,402.5,-831.25,-551.25,
1765493950758310,533.75,-673.75,-262.5,
1765493950761760,472.5,-1172.5,-402.5,
1765493950765092,262.5,-1155,-507.5,
1765493950768370,612.5,-1032.5,-726.25,
1765493950771642,367.5,-787.5,-901.25,
1765493950775047,183.75,-1198.75,-595,
1765493950778429,236.25,-997.5,-481.25,
1765493950781755,341.25,-805,-393.75,
1765493950785004,350,-822.5,-262.5,
1765493950788339,525,-726.25,-402.5,
1765493950791745,472.5,-682.5,-192.5,
1765493950795218,175,-822.5,-70,
1765493950798370,306.25,-752.5,-201.25,
1765493950801629,402.5,-647.5,-78.75,
1765493950805034,367.5,-892.5,-315,
1765493950808383,498.75,-656.25,-52.5,
1765493950811717,595,-700,288.75,
1765493950814979,498.75,-822.5,-148.75,
1765493950818354,131.25,-778.75,-568.75,
1765493950821516,507.5,-796.25,-358.75,
1765493950826862,393.75,-831.25,-595,
1765493950841181,166.25,-708.75,-306.25,
1765493950843887,551.25,-1023.75,-175,
1765493950845962,52.5,-866.25,-358.75,
1765493950853680,595,-953.75,-227.5,
1765493950855047,113.75,-953.75,-52.5,
1765493950859279,376.25,-831.25,-227.5,
1765493950862422,315,-997.5,-183.75,
1765493950865713,201.25,-927.5,-245,
1765493950869053,376.25,-980,-288.75,
1765493950872452,393.75,-761.25,-376.25,
1765493950875897,358.75,-971.25,-393.75,
1765493950879047,341.25,-997.5,-437.5,
1765493950882422,-26.25,-901.25,-96.25,
1765493950885713,411.25,-875,-577.5,
1765493950889006,568.75,-1111.25,-586.25,
1765493950892374,437.5,-988.75,-621.25,
1765493950895619,227.5,-1093.75,-463.75,
1765493950898922,560,-1172.5,-560,
1765493950902278,166.25,-735,-402.5,
1765493950905785,245,-857.5,-166.25,
1765493950909048,262.5,-866.25,-61.25,
1765493950912280,665,-1058.75,-17.5,
1765493950915479,315,-918.75,-26.25,
1765493950918639,297.5,-1015,-297.5,
1765493950922722,385,-1146.25,-35,
1765493950925137,621.25,-936.25,52.5,
1765493950928548,516.25,-770,192.5,
1765493950931800,105,-901.25,26.25,
1765493950935310,901.25,-805,43.75,
1765493950938427,157.5,-971.25,-175,
1765493950941994,700,-962.5,-210,
1765493950945279,542.5,-1023.75,-245,
1765493950948337,393.75,-840,-166.25,
1765493950956049,516.25,-910,-761.25,
1765493950957548,332.5,-962.5,-1023.75,
1765493950960680,218.75,-1041.25,-682.5,
1765493950964048,682.5,-761.25,-647.5,
1765493950967514,752.5,-1111.25,-568.75,
1765493950970656,332.5,-630,-726.25,
1765493950974028,498.75,-682.5,-113.75,
1765493950977373,175,-822.5,-201.25,
1765493950980786,533.75,-1120,-236.25,
1765493950984009,717.5,-875,-17.5,
1765493950987387,700,-770,-35,
1765493950990717,253.75,-805,463.75,
1765493950994061,455,-595,183.75,
1765493950997386,516.25,-883.75,-148.75,
1765493951000942,393.75,-910,-183.75,
1765493951004048,-26.25,-560,-70,
1765493951007372,-52.5,-463.75,-245,
1765493951010721,376.25,-691.25,-323.75,
1765493951014068,516.25,-778.75,-288.75,
1765493951017928,612.5,-665,-568.75,
1765493951020652,131.25,-1015,-262.5,
1765493951024009,411.25,-665,-350,
1765493951027424,498.75,-1015,-402.5,
1765493951031026,35,-875,-245,
1765493951034093,743.75,-1146.25,-210,
1765493951037384,227.5,-875,-297.5,
1765493951040718,682.5,-936.25,-210,
1765493951044027,288.75,-936.25,-61.25,
1765493951047337,236.25,-997.5,96.25,
1765493951050673,148.75,-1286.25,-35,
1765493951054048,455,-1391.25,-140,
1765493951057385,577.5,-1006.25,-218.75,
1765493951060716,568.75,-1076.25,-96.25,
1765493951064081,420,-840,-516.25,
1765493951067460,498.75,-857.5,-210,
1765493951070803,376.25,-831.25,-621.25,
1765493951073879,393.75,-1015,-516.25,
1765493951077381,481.25,-595,-498.75,
1765493951080631,253.75,-691.25,-341.25,
1765493951083880,367.5,-866.25,-586.25,
1765493951087236,210,-752.5,-516.25,
1765493951090565,533.75,-927.5,-393.75,
1765493951094048,446.25,-796.25,-70,
1765493951097429,463.75,-988.75,43.75,
1765493951100640,385,-962.5,-70,
1765493951104279,175,-883.75,-70,
1765493951107552,315,-945,113.75,
1765493951110678,393.75,-735,-78.75,
1765493951113858,315,-700,-236.25,
1765493951117201,428.75,-717.5,-131.25,
1765493951120582,402.5,-980,35,
1765493951124423,472.5,-840,-210,
1765493951127403,288.75,-980,-61.25,
