timestamp,angle_rad,angle_deg,velocity_rad_s,torque_Nm
1765230220.332172,0.000000,0.000000,0.036164,-0.055848
1765230220.332670,,,,
1765230220.332817,0.000000,0.000000,-0.017853,-0.000183
1765230220.332959,0.000000,0.000000,0.005035,-0.000183
1765230220.333236,0.000000,0.000000,-0.012360,-0.000183
1765230220.333737,0.000000,0.000000,0.045319,-0.000183
1765230220.334255,0.000381,0.021857,0.084688,-0.000183
1765230220.334736,0.000381,0.021857,0.044404,-0.000183
1765230220.335271,0.000000,0.000000,0.043488,-0.000183
1765230220.335764,0.000000,0.000000,-0.023346,-0.077455
1765230220.336311,0.000000,0.000000,-0.062715,-0.071962
1765230220.336796,0.000000,0.000000,-0.084688,-0.000183
1765230220.337343,0.000000,0.000000,-0.072786,-0.004944
1765230220.337873,-0.000381,-0.021857,-0.158846,-0.066102
1765230220.338471,-0.000381,-0.021857,-0.124056,-0.000183
1765230220.339000,-0.000381,-0.021857,-0.085603,-0.000183
1765230220.339499,-0.000381,-0.021857,-0.052644,-0.000183
1765230220.340038,-0.000381,-0.021857,-0.025177,-0.000183
1765230220.340551,-0.000381,-0.021857,-0.134127,-0.010437
1765230220.341022,-0.000381,-0.021857,-0.057221,-0.000183
1765230220.341516,-0.000381,-0.021857,-0.060883,-0.000183
1765230220.342032,-0.000381,-0.021857,-0.081025,-0.000183
1765230220.342536,-0.000381,-0.021857,-0.047150,0.053285
1765230220.342994,-0.000381,-0.021857,-0.075532,-0.000183
1765230220.343450,-0.000381,-0.021857,-0.099336,-0.000183
1765230220.343982,-0.000763,-0.043714,-0.149691,-0.028382
1765230220.344503,-0.000763,-0.043714,-0.166171,-0.036439
1765230220.344974,-0.000763,-0.043714,-0.113069,-0.000183
1765230220.345516,-0.000763,-0.043714,-0.138705,-0.000183
1765230220.345962,-0.001144,-0.065571,-0.127718,-0.039368
1765230220.346444,-0.001144,-0.065571,-0.152438,-0.000183
1765230220.347128,-0.001144,-0.065571,-0.139620,-0.000183
1765230220.347930,-0.001144,-0.065571,-0.072786,-0.006775
1765230220.348509,-0.001526,-0.087428,-0.171664,-0.000183
1765230220.349102,-0.001526,-0.087428,-0.199130,0.046326
1765230220.349732,-0.001526,-0.087428,-0.161593,-0.000183
1765230220.350256,-0.001526,-0.087428,-0.085603,-0.042298
1765230220.350737,-0.001526,-0.087428,-0.129549,-0.000183
1765230220.351203,-0.001526,-0.087428,-0.170748,-0.000183
1765230220.351687,-0.001526,-0.087428,-0.148775,-0.000183
1765230220.352125,-0.001907,-0.109285,-0.177157,-0.000183
1765230220.352629,-0.001907,-0.109285,-0.178988,-0.000183
1765230220.353087,-0.001907,-0.109285,-0.115816,-0.000183
1765230220.353544,-0.001907,-0.109285,-0.090181,-0.000183
1765230220.354077,-0.001907,-0.109285,-0.150607,-0.000183
1765230220.354559,-0.002289,-0.131142,-0.157931,-0.000183
1765230220.355139,-0.002289,-0.131142,-0.147860,-0.000183
1765230220.355614,-0.002289,-0.131142,-0.239414,-0.034241
1765230220.356078,-0.002289,-0.131142,-0.243076,-0.008240
1765230220.356559,-0.002670,-0.152999,-0.164340,-0.000183
1765230220.357080,-0.002670,-0.152999,-0.189059,-0.000183
1765230220.357573,-0.002670,-0.152999,-0.241245,-0.049989
1765230220.358014,-0.003052,-0.174856,-0.209201,-0.000183
1765230220.358474,-0.003052,-0.174856,-0.231174,-0.000183
1765230220.358968,-0.003052,-0.174856,-0.153353,-0.000183
1765230220.359448,-0.003052,-0.174856,-0.152438,-0.173404
1765230220.359994,-0.003433,-0.196712,-0.174411,-0.060243
1765230220.360440,-0.003433,-0.196712,-0.200046,-0.000183
1765230220.360939,-0.003052,-0.174856,-0.113985,-0.087343
1765230220.361458,-0.003433,-0.196712,-0.081025,-0.000183
1765230220.361895,-0.003433,-0.196712,-0.115816,-0.000183
1765230220.362622,-0.003433,-0.196712,-0.070954,-0.000183
1765230220.363081,-0.003433,-0.196712,-0.055390,-0.000183
