timestamp,phase_index,target1_rad,angle1_rad,velocity1_rad_s,torque1_Nm,target2_rad,angle2_rad,velocity2_rad_s,torque2_Nm
1765332644.646532,0.000000,0.127604,-1.082246,0.106661,-0.000183,0.127985,-0.000763,-0.092927,-0.000183
1765332644.724477,0.000000,0.127604,-1.077287,0.080110,-0.000183,0.127985,nan,nan,nan
1765332644.802728,0.000000,0.127604,-1.070039,0.040742,-0.000183,0.127985,-0.000763,0.047150,-0.000183
1765332644.880645,0.000000,0.127604,-1.065461,0.211032,-0.000183,0.127985,-0.000381,0.034333,-0.000183
1765332644.959717,0.000000,0.127604,-1.057450,0.064546,-0.000183,0.127985,-0.001526,-0.027924,-0.000183
1765332645.036171,0.000000,0.127604,-1.049439,0.040742,-0.000183,0.127985,-0.001526,-0.086519,-0.000183
1765332645.114097,0.000000,0.127604,-1.049058,-0.018769,0.136782,0.127985,-0.001144,-0.006867,-0.000183
1765332645.191402,0.000000,0.127604,-0.000381,-0.018769,-0.000183,0.127985,-1.046006,0.097505,0.040467
1765332645.269686,0.000000,0.127604,-1.041047,-0.039826,0.090272,0.127985,-0.001144,-0.016938,-0.000183
1765332645.347662,0.000000,0.127604,-1.040284,-0.023346,0.133852,0.127985,-0.001526,-0.098421,-0.000183
1765332645.426239,0.000000,0.127604,-1.039139,-0.042573,0.221378,0.127985,-0.001526,-0.103914,-0.000183
1765332645.503078,0.000000,0.127604,-1.037613,0.014191,0.060243,0.127985,-0.001144,-0.087434,-0.000183
1765332645.581495,0.000000,0.127604,-1.028458,0.111238,0.119570,0.127985,-0.001144,-0.011444,-0.000183
1765332645.659035,0.000000,0.127604,-1.010910,0.157931,0.052186,0.127985,-0.001144,0.081941,0.069398
1765332645.737178,0.000000,0.127604,-0.996414,0.243076,-0.000183,0.127985,-0.001144,0.063630,-0.000183
1765332645.815897,0.000000,0.127604,-0.984588,0.146944,0.042298,0.127985,-0.000763,-0.075532,-0.035706
1765332645.894504,0.000000,0.127604,-0.972381,-0.023346,0.029480,0.127985,-0.000763,0.022431,-0.000183
1765332645.972576,0.000000,0.127604,-0.960555,0.187228,-0.000183,0.127985,-0.000763,-0.009613,-0.000183
1765332646.050620,0.000000,0.127604,-0.938811,0.304417,-0.000183,0.127985,-0.000381,0.014191,0.037537
1765332646.127058,0.000000,0.127604,-0.926604,0.059968,0.014466,0.127985,-0.000763,0.024262,-0.032776
1765332646.204561,0.000000,0.127604,-0.000763,0.006867,-0.000183,0.127985,-0.918593,0.200046,-0.000183
1765332646.282321,0.000000,0.127604,-0.903716,0.088350,0.107118,0.127985,-0.001144,-0.011444,-0.000183
1765332646.360951,0.000000,0.127604,-0.885023,0.208286,0.011902,0.127985,-0.000381,0.017853,-0.000183
1765332646.440104,0.000000,0.127604,-0.869764,0.092012,0.051453,0.127985,-0.000763,-0.011444,-0.000183
1765332646.518598,0.000000,0.127604,-0.865568,0.076448,0.245182,0.127985,-0.000763,0.016022,-0.000183
1765332646.595584,0.000000,0.127604,-0.855650,0.202792,-0.000183,0.127985,-0.000763,0.004120,-0.000183
1765332646.672451,0.000000,0.127604,-0.836194,0.121309,0.053651,0.127985,-0.000381,0.070039,-0.000183
1765332646.750249,0.000000,0.127604,-0.817121,0.144198,0.022156,0.127985,-0.000763,0.059968,-0.000183
1765332646.828491,0.000000,0.127604,-0.799191,0.269627,-0.000183,0.127985,-0.000763,0.048981,0.066835
1765332646.906515,0.000000,0.127604,-0.781643,0.186313,-0.000183,0.127985,-0.000763,-0.015106,-0.000183
1765332646.984320,0.000000,0.127604,-0.767529,0.146944,0.055848,0.127985,-0.000763,-0.022431,-0.000183
1765332647.061575,0.000000,0.127604,-0.751507,0.234836,0.143374,0.127985,-0.000381,0.081025,-0.007141
1765332647.139653,0.000000,0.127604,-0.738155,0.254978,-0.000183,0.127985,-0.000381,0.016022,-0.000183
1765332647.217552,0.000000,0.127604,-0.720226,0.224765,-0.000183,0.127985,-0.000381,0.074617,-0.000183
1765332647.295976,0.000000,0.127604,-0.702296,0.109407,0.002380,0.127985,-0.001144,0.048066,-0.000183
1765332647.374868,0.000000,0.127604,-0.691615,0.055390,-0.000183,0.127985,-0.000763,-0.028840,-0.000183
1765332647.451716,0.000000,0.127604,-0.675593,0.190890,-0.000183,0.127985,-0.000381,0.038911,-0.000183
1765332647.529577,0.000000,0.127604,-0.657282,0.267796,-0.000183,0.127985,-0.000381,0.011444,0.000916
1765332647.607366,0.000000,0.127604,-0.638209,0.350195,-0.000183,0.127985,-0.000381,0.017853,-0.000183
1765332647.685437,0.000000,0.127604,-0.628672,0.211948,-0.000183,0.127985,-0.000381,-0.029755,-0.000183
1765332647.763305,0.000000,0.127604,-0.611887,0.276036,0.004211,0.127985,nan,nan,nan
1765332647.841253,0.000000,0.127604,-0.594339,0.253147,-0.000183,0.127985,-0.001144,-0.080110,-0.000183
1765332647.919122,0.000000,0.127604,-0.577173,0.090181,0.206729,0.127985,-0.000381,0.102998,-0.000183
1765332647.996928,0.000000,0.127604,-0.563821,0.183566,0.089174,0.127985,-0.000381,-0.025177,-0.000183
1765332648.075347,0.000000,0.127604,-0.542458,0.243076,-0.000183,0.127985,-0.000763,0.031586,-0.000183
1765332648.152433,0.000000,0.127604,-0.526436,0.216526,0.004944,0.127985,-0.000381,0.048981,-0.000183
1765332648.230106,0.000000,0.127604,-0.517281,0.190890,0.044129,0.127985,-0.000381,-0.019684,-0.000183
1765332648.308007,0.000000,0.127604,-0.499351,0.184482,0.063172,0.127985,-0.000763,-0.070039,-0.000183
1765332648.385078,0.000000,0.127604,-0.483330,0.288853,-0.000183,0.127985,-0.000381,-0.101167,-0.003845
1765332648.462657,0.000000,0.127604,-0.465019,0.218357,0.000183,0.127985,-0.000381,-0.079194,0.072328
1765332648.540783,0.000000,0.127604,-0.460441,0.177157,0.080385,0.127985,-0.000381,0.024262,0.000549
1765332648.617975,0.000000,0.127604,-0.442130,0.325475,-0.000183,0.127985,-0.000381,-0.019684,0.082948
1765332648.695268,0.000000,0.127604,-0.424582,0.356603,0.004211,0.127985,-0.000381,0.063630,-0.000183
1765332648.774156,0.000000,0.127604,-0.000381,0.068208,-0.000183,0.127985,-0.410086,0.127718,0.064637
1765332648.851163,0.000000,0.127604,-0.395209,0.243076,-0.000183,0.127985,-0.000381,-0.035248,-0.000183
1765332648.928976,0.000000,0.127604,-0.377279,0.325475,-0.000183,0.127985,-0.000763,0.038911,-0.000183
1765332649.007153,0.000000,0.127604,-0.361639,0.223850,-0.000183,0.127985,-0.000763,0.027924,-0.046326
1765332649.084715,0.000000,0.127604,-0.350958,0.145113,0.148135,0.127985,-0.000763,0.040742,-0.000183
1765332649.163107,0.000000,0.127604,-0.335317,0.345617,-0.000183,0.127985,-0.000381,0.075532,-0.000183
1765332649.241472,0.000000,0.127604,-0.317388,0.231174,-0.000183,0.127985,-0.000381,-0.046235,-0.036439
1765332649.319339,0.000000,0.127604,-0.299458,0.313573,-0.000183,0.127985,-0.000381,0.140536,-0.058412
1765332649.395994,0.000000,0.127604,-0.288777,0.120394,0.229068,0.127985,-0.000381,-0.031586,0.030213
1765332649.473715,0.000000,0.127604,-0.279622,0.319982,0.080385,0.127985,-0.000381,0.050813,0.036805
1765332649.551646,0.000000,0.127604,-0.261692,0.162509,-0.000183,0.127985,-0.000381,0.023346,-0.000183
1765332649.628923,0.000000,0.127604,-0.247196,0.275120,0.160586,0.127985,0.000000,0.032502,-0.000183
1765332649.706664,1.000000,-0.308729,-0.230793,0.170748,0.041566,0.564317,-0.001526,-0.102083,-0.014099
1765332649.707410,1.000000,-0.308729,-0.001144,-0.071870,0.014466,0.564317,-0.230793,0.155184,0.113344
1765332649.708837,1.000000,-0.308729,-0.001526,-0.135042,-0.030579,0.564317,-0.230793,0.177157,0.013367
1765332649.710180,1.000000,-0.308729,-0.001526,-0.090181,-0.000183,0.564317,-0.230411,0.149691,0.017762
1765332649.711379,1.000000,-0.308729,-0.001526,-0.101167,-0.200137,0.564317,-0.230030,0.198215,-0.000183
1765332649.712478,1.000000,-0.308729,-0.001907,-0.148775,-0.000183,0.564317,-0.230030,0.136873,0.085512
1765332649.713584,1.000000,-0.308729,-0.001907,-0.023346,-0.000183,0.564317,-0.229648,0.200961,-0.000183
1765332649.714674,1.000000,-0.308729,-0.001907,0.038911,-0.000183,0.564317,-0.229648,0.100252,0.192447
1765332649.715759,1.000000,-0.308729,-0.001526,0.047150,-0.029480,0.564317,-0.229648,0.113069,-0.000183
1765332649.716817,1.000000,-0.308729,-0.001526,-0.021515,-0.000183,0.564317,-0.229648,0.097505,0.117006
1765332649.717862,1.000000,-0.308729,-0.001907,0.004120,-0.142641,0.564317,-0.229267,0.140536,0.095766
1765332649.718963,1.000000,-0.308729,-0.001907,-0.072786,-0.000183,0.564317,-0.229267,0.102083,0.178164
1765332649.719929,1.000000,-0.308729,-0.001907,-0.046235,-0.000183,0.564317,-0.229267,0.178988,0.132021
1765332649.720943,1.000000,-0.308729,-0.001907,-0.055390,-0.000183,0.564317,-0.228885,0.114900,-0.000183
1765332649.722013,1.000000,-0.308729,-0.001907,-0.062715,-0.000183,0.564317,-0.228885,0.083772,0.117006
1765332649.723163,1.000000,-0.308729,-0.002289,-0.080110,-0.000183,0.564317,-0.228504,0.124056,0.243351
1765332649.724788,1.000000,-0.308729,-0.002289,-0.097505,-0.000183,0.564317,-0.228504,0.067292,0.015930
1765332649.725796,1.000000,-0.308729,-0.002289,-0.113985,-0.281071,0.564317,-0.228504,0.151522,0.299748
1765332649.726799,1.000000,-0.308729,-0.002670,-0.087434,-0.000183,0.564317,-0.228504,0.005035,0.066835
1765332649.727854,1.000000,-0.308729,-0.002289,0.042573,-0.000183,0.564317,-0.228504,0.056306,0.197940
1765332649.728911,1.000000,-0.308729,-0.002289,-0.037995,-0.012268,0.564317,-0.228504,0.059968,0.064271
1765332649.729932,1.000000,-0.308729,-0.002670,-0.098421,-0.000183,0.564317,-0.228122,0.087434,0.153262
1765332649.730853,1.000000,-0.308729,-0.002670,-0.075532,-0.162783,0.564317,-0.228122,0.003204,0.210391
1765332649.731836,1.000000,-0.308729,-0.002670,0.015106,-0.085512,0.564317,-0.228122,0.039826,0.156558
1765332649.732854,1.000000,-0.308729,-0.002670,0.005035,-0.000183,0.564317,-0.228122,0.063630,0.298283
1765332649.733927,1.000000,-0.308729,-0.002670,-0.007782,-0.081117,0.564317,-0.228122,-0.061799,-0.000183
1765332649.735013,1.000000,-0.308729,-0.002670,-0.098421,-0.000183,0.564317,-0.228122,0.024262,0.115541
1765332649.736147,1.000000,-0.308729,-0.002670,-0.015106,-0.000183,0.564317,-0.228122,0.034333,0.119570
1765332649.737338,1.000000,-0.308729,-0.002670,-0.091096,-0.000183,0.564317,-0.228122,0.018769,0.189517
1765332649.738367,1.000000,-0.308729,-0.003052,-0.110323,-0.048524,0.564317,-0.228122,0.023346,0.040833
1765332649.739431,1.000000,-0.308729,-0.003052,-0.076448,-0.000183,0.564317,-0.227741,0.165255,0.041932
1765332649.740707,1.000000,-0.308729,-0.003052,-0.053559,-0.066835,0.564317,-0.227741,0.050813,0.162783
1765332649.742118,1.000000,-0.308729,-0.003052,-0.020600,-0.126162,0.564317,-0.227741,0.103914,0.011170
1765332649.743217,1.000000,-0.308729,-0.003052,-0.028840,-0.000183,0.564317,-0.227359,0.072786,0.293523
1765332649.744461,1.000000,-0.308729,-0.003052,-0.037995,-0.000183,0.564317,-0.227359,0.116732,0.223575
1765332649.745445,1.000000,-0.308729,-0.003052,0.024262,-0.000183,0.564317,-0.227741,-0.029755,0.186221
1765332649.746428,1.000000,-0.308729,-0.003433,-0.017853,-0.114443,0.564317,-0.227359,0.072786,0.054383
1765332649.747437,1.000000,-0.308729,-0.003433,-0.059052,-0.000183,0.564317,-0.227359,-0.025177,0.093568
1765332649.748430,1.000000,-0.308729,-0.003433,-0.039826,-0.000183,0.564317,-0.227359,-0.001373,0.075257
1765332649.749404,1.000000,-0.308729,-0.003433,-0.069123,0.007141,0.564317,-0.227359,0.146029,0.064637
1765332649.750494,1.000000,-0.308729,-0.003433,-0.052644,-0.009339,0.564317,-0.227359,0.079194,0.024720
1765332649.751611,1.000000,-0.308729,-0.003815,-0.168002,-0.000183,0.564317,-0.226978,0.107576,0.138613
1765332649.752607,1.000000,-0.308729,-0.003815,-0.035248,-0.000183,0.564317,-0.226978,0.143282,0.093935
1765332649.753791,1.000000,-0.308729,-0.003815,-0.132296,-0.000183,0.564317,-0.226978,0.145113,-0.000183
1765332649.755096,1.000000,-0.308729,-0.004196,-0.121309,-0.000183,0.564317,-0.226596,0.145113,-0.000183
1765332649.756144,1.000000,-0.308729,-0.004196,-0.168002,-0.146670,0.564317,-0.226596,0.144198,0.141543
1765332649.757148,1.000000,-0.308729,-0.004196,-0.090181,-0.000183,0.564317,-0.226215,0.209201,-0.000183
1765332649.758212,1.000000,-0.308729,-0.004578,-0.110323,-0.000183,0.564317,-0.225834,0.254063,-0.000183
1765332649.759282,1.000000,-0.308729,-0.004578,-0.092012,-0.000183,0.564317,-0.225452,0.286107,-0.000183
1765332649.760532,1.000000,-0.308729,-0.004578,-0.093843,-0.000183,0.564317,-0.225452,0.224765,0.010803
1765332649.761635,1.000000,-0.308729,-0.004578,-0.041657,-0.000183,0.564317,-0.225071,0.269627,-0.000183
1765332649.762713,1.000000,-0.308729,-0.004959,-0.091096,-0.000183,0.564317,-0.224689,0.290684,-0.000183
1765332649.763808,1.000000,-0.308729,-0.004959,-0.080110,-0.000183,0.564317,-0.224308,0.294347,0.015564
1765332649.764913,1.000000,-0.308729,-0.004959,-0.147860,-0.000183,0.564317,-0.224308,0.277867,-0.000183
