timestamp,angle_rad,angle_deg,velocity_rad_s,torque_Nm
1765230153.997280,0.000381,0.021857,-0.017853,-0.000183
1765230153.997821,,,,
1765230153.998024,0.000763,0.043714,0.043488,-0.000183
1765230153.998165,0.000381,0.021857,0.091096,-0.000183
1765230153.998578,,,,
1765230153.998698,0.000381,0.021857,-0.024262,-0.000183
1765230153.998908,0.000381,0.021857,-0.080110,-0.000183
1765230153.999240,,,,
1765230153.999364,0.000381,0.021857,-0.070954,-0.065736
1765230153.999432,0.000381,0.021857,-0.059052,-0.055848
1765230153.999888,,,,
1765230154.000011,0.000381,0.021857,-0.017853,-0.000183
1765230154.000160,0.000381,0.021857,-0.016022,-0.000183
1765230154.000508,,,,
1765230154.000607,0.000381,0.021857,-0.035248,-0.000183
1765230154.000708,0.000381,0.021857,-0.033417,-0.000183
1765230154.001172,,,,
1765230154.001284,0.000381,0.021857,-0.065461,-0.000183
1765230154.001408,0.000381,0.021857,-0.077363,-0.000183
1765230154.001760,,,,
1765230154.001886,0.000000,0.000000,-0.089265,-0.040101
1765230154.001995,0.000381,0.021857,-0.084688,-0.005310
1765230154.002357,,,,
1765230154.002448,0.000381,0.021857,-0.081941,-0.000183
1765230154.002532,0.000381,0.021857,-0.058137,-0.030579
1765230154.002955,,,,
1765230154.003072,0.000000,0.000000,-0.080110,-0.000183
1765230154.003177,0.000381,0.021857,-0.070039,-0.000183
1765230154.003556,,,,
1765230154.003686,0.000000,0.000000,-0.058137,-0.000183
1765230154.003840,0.000000,0.000000,-0.076448,-0.000183
1765230154.004158,,,,
1765230154.004283,0.000000,0.000000,-0.111238,-0.000183
1765230154.004384,0.000000,0.000000,-0.111238,-0.000183
1765230154.004769,,,,
1765230154.004864,0.000000,0.000000,-0.073701,-0.000183
1765230154.005005,0.000000,0.000000,-0.027008,-0.055848
1765230154.005371,,,,
1765230154.005503,0.000000,0.000000,-0.048981,-0.000183
1765230154.005654,0.000000,0.000000,-0.080110,-0.062074
1765230154.005958,,,,
1765230154.006326,0.000000,0.000000,-0.154269,-0.025452
1765230154.006415,0.000000,0.000000,-0.135042,-0.046326
1765230154.006539,0.000000,0.000000,-0.075532,-0.000183
1765230154.006879,,,,
1765230154.006970,0.000000,0.000000,0.024262,-0.000183
1765230154.007110,0.000000,0.000000,0.016938,-0.037903
1765230154.007393,0.000000,0.000000,-0.018769,-0.099428
1765230154.007871,0.000000,0.000000,-0.113069,-0.197574
1765230154.008374,0.000000,0.000000,-0.048066,-0.086244
1765230154.008914,0.000000,0.000000,0.034333,-0.031312
1765230154.009426,0.000000,0.000000,0.001373,-0.087709
1765230154.009906,0.000000,0.000000,-0.008698,-0.000183
1765230154.010377,0.000000,0.000000,0.013275,-0.014099
1765230154.010903,0.000000,0.000000,0.005035,-0.033509
1765230154.011450,0.000000,0.000000,-0.043488,-0.000183
1765230154.011951,0.000000,0.000000,-0.069123,-0.000183
1765230154.012477,0.000000,0.000000,-0.005951,-0.014832
1765230154.012982,0.000000,0.000000,-0.013275,-0.075990
1765230154.013447,0.000000,0.000000,-0.068208,-0.000183
1765230154.013932,0.000000,0.000000,-0.059968,-0.053651
1765230154.014476,-0.000381,-0.021857,-0.101167,-0.000183
1765230154.014949,-0.000381,-0.021857,-0.108492,-0.006409
1765230154.015429,-0.000381,-0.021857,-0.015106,-0.000183
1765230154.015919,-0.000381,-0.021857,-0.091096,-0.021790
1765230154.016391,-0.000381,-0.021857,-0.081941,-0.039734
1765230154.016881,-0.000381,-0.021857,-0.062715,-0.000183
1765230154.017380,-0.000381,-0.021857,-0.054475,-0.000183
1765230154.017891,-0.000763,-0.043714,-0.064546,-0.000183
1765230154.018369,-0.000763,-0.043714,-0.061799,-0.097597
1765230154.018864,-0.000763,-0.043714,-0.059968,-0.145205
1765230154.019453,-0.000763,-0.043714,-0.026093,-0.003845
1765230154.019884,-0.000763,-0.043714,-0.131380,-0.000183
1765230154.020378,-0.000763,-0.043714,-0.058137,-0.037537
1765230154.020922,-0.000763,-0.043714,-0.014191,-0.033875
1765230154.021405,-0.000763,-0.043714,0.009613,-0.033509
1765230154.021929,-0.000763,-0.043714,-0.037079,-0.000183
1765230154.022387,-0.000763,-0.043714,-0.038911,-0.002014
1765230154.023047,-0.000763,-0.043714,0.001373,-0.070863
1765230154.023632,-0.000763,-0.043714,0.033417,-0.222110
1765230154.024272,-0.000763,-0.043714,-0.079194,-0.037537
1765230154.024856,-0.000763,-0.043714,-0.021515,-0.082948
1765230154.025318,-0.000763,-0.043714,0.000458,-0.119936
1765230154.025779,-0.000763,-0.043714,-0.060883,-0.020691
1765230154.026255,-0.000763,-0.043714,-0.031586,-0.027649
1765230154.026778,-0.000763,-0.043714,-0.053559,-0.043763
1765230154.027291,-0.000763,-0.043714,-0.061799,-0.056947
1765230154.027858,-0.000763,-0.043714,-0.040742,-0.003845
1765230154.028318,-0.000763,-0.043714,0.036164,-0.000183
1765230154.028777,-0.000763,-0.043714,-0.028840,-0.020325
1765230154.029230,-0.000763,-0.043714,0.030671,-0.091005
1765230154.029668,-0.001144,-0.065571,-0.031586,-0.086610
1765230154.030158,-0.000763,-0.043714,-0.092927,-0.035340
1765230154.030660,-0.000763,-0.043714,-0.008698,-0.162051
1765230154.031143,-0.001144,-0.065571,-0.063630,-0.060243
1765230154.031665,-0.000763,-0.043714,-0.070039,-0.061707
1765230154.032146,-0.001144,-0.065571,-0.022431,-0.025818
1765230154.032653,-0.000763,-0.043714,-0.019684,-0.000183
1765230154.033140,-0.001144,-0.065571,0.046235,-0.071962
1765230154.033651,-0.001144,-0.065571,-0.043488,-0.080385
1765230154.034097,-0.000763,-0.043714,-0.027008,-0.079652
1765230154.034633,-0.001144,-0.065571,0.046235,-0.065736
1765230154.035122,-0.000763,-0.043714,0.027924,-0.054017
1765230154.035651,-0.001144,-0.065571,0.016938,-0.047425
1765230154.036097,-0.000763,-0.043714,-0.005035,-0.060609
1765230154.036650,-0.001144,-0.065571,-0.007782,-0.101259
1765230154.037115,-0.001144,-0.065571,-0.035248,-0.095766
1765230154.037649,-0.001144,-0.065571,-0.095674,-0.139712
1765230154.038110,-0.001144,-0.065571,-0.070954,-0.209659
1765230154.038650,-0.001144,-0.065571,-0.009613,-0.077089
1765230154.039169,-0.001144,-0.065571,-0.107576,-0.000183
1765230154.039649,-0.001144,-0.065571,-0.027924,-0.014832
1765230154.040187,-0.001144,-0.065571,0.064546,-0.049622
1765230154.040621,-0.001144,-0.065571,0.011444,-0.041566
1765230154.041131,-0.001144,-0.065571,-0.042573,-0.019226
1765230154.041725,-0.001144,-0.065571,-0.100252,-0.066835
1765230154.042251,-0.001144,-0.065571,-0.028840,-0.075257
1765230154.042748,-0.001144,-0.065571,-0.063630,-0.185122
1765230154.043480,-0.001144,-0.065571,-0.025177,-0.000183
1765230154.043970,-0.001144,-0.065571,-0.074617,-0.000183
1765230154.044478,-0.001144,-0.065571,-0.083772,-0.082582
1765230154.044999,-0.001526,-0.087428,-0.075532,-0.000183
1765230154.045470,-0.001144,-0.065571,-0.039826,-0.056214
1765230154.045903,-0.001144,-0.065571,0.009613,-0.015930
1765230154.046369,-0.001526,-0.087428,-0.029755,-0.139712
1765230154.046845,-0.001526,-0.087428,-0.073701,-0.059876
1765230154.047327,-0.001526,-0.087428,-0.089265,-0.176699
1765230154.047822,-0.001526,-0.087428,-0.020600,-0.079286
1765230154.048293,-0.001526,-0.087428,-0.072786,-0.136049
1765230154.048821,-0.001526,-0.087428,-0.038911,-0.033143
1765230154.049320,-0.001526,-0.087428,0.027924,-0.000183
1765230154.049845,-0.001526,-0.087428,-0.009613,-0.021424
1765230154.050316,-0.001144,-0.065571,0.017853,-0.148135
1765230154.050823,-0.001526,-0.087428,0.106661,-0.093202
1765230154.051326,-0.001526,-0.087428,-0.012360,-0.148867
1765230154.051819,-0.001526,-0.087428,-0.088350,-0.128359
1765230154.052309,-0.001526,-0.087428,-0.052644,-0.117739
1765230154.052803,-0.001526,-0.087428,-0.040742,-0.045960
1765230154.053226,-0.001526,-0.087428,-0.032502,-0.157656
1765230154.053701,-0.001907,-0.109285,-0.058137,-0.123232
1765230154.054160,-0.001907,-0.109285,-0.037995,-0.071595
1765230154.054630,-0.001526,-0.087428,0.005951,-0.000183
1765230154.055074,-0.001526,-0.087428,0.006867,-0.063539
1765230154.055572,-0.001907,-0.109285,-0.080110,-0.000183
1765230154.056035,-0.001907,-0.109285,-0.089265,-0.055116
1765230154.056519,-0.001526,-0.087428,0.006867,-0.107485
1765230154.057005,-0.001907,-0.109285,0.010529,-0.051820
1765230154.057480,-0.001907,-0.109285,-0.132296,-0.122133
1765230154.057946,-0.001526,-0.087428,-0.027924,-0.013733
1765230154.058495,-0.001907,-0.109285,0.064546,-0.116274
1765230154.059038,-0.001907,-0.109285,-0.043488,-0.082948
1765230154.059596,-0.001907,-0.109285,-0.022431,-0.079286
