0,-7.44286127285019e-06,0.000144328408169122,0.000282028348699959,4.00825640551165,-0.00093893577782786,-0.00108079397610985,0,0.00581026516773063,0.000337202537949803,-0.117941762708651,3.09974657772173,0.0246422629477736,-0.0144792362308144,0,0.0042219348250474,-0.00268886725328623,-0.239008593966758,3.130611707196,0.00706565240530493,-0.0235704438819619,0,0.0068777029825254,-0.00815502767612616,-0.358616162957685,-3.10041290188176,0.0143798851651371,-0.0207219695990322,0,0.0130730417169905,-0.0111573545790779,-0.477677708447351,3.12692603501849,0.0390135533500205,-0.063308678819254
0.01,1.35596084910776e-06,4.33965253230031e-05,0.000142094757643595,3.72228092004387,-0.00105866299188204,-0.0012015245035353,0.01,0.00580236981961525,0.000338622517028955,-0.117928910987408,3.10040582300581,0.0238723896065041,-0.0140496782938288,0.01,0.00418917601727644,-0.00271795079731335,-0.239160437196045,3.13075959250716,0.00705333107786172,-0.023437894518797,0.01,0.00687747223679913,-0.00829999322690228,-0.358762598082259,-3.10742297989513,0.0159422266140204,-0.0203474784873478,0.01,0.0133953578432313,-0.0115003535575153,-0.477824237289354,3.12646348787159,0.042943990491416,-0.0626502556538591
0.02,3.79451805595292e-06,-6.02408867231495e-05,-5.04001819959455e-05,1.80536089205665,-0.00049206662380049,-0.000831029079463098,0.02,0.00578898499103144,0.000306506970746127,-0.117938348812148,3.10070225951225,0.0226909918085774,-0.0138799040016221,0.02,0.00414294745174285,-0.00284005640092336,-0.23934681022829,3.13163059483106,0.00720019754933237,-0.023561622605233,0.02,0.00692322408186009,-0.00851993341564071,-0.3589078619264,-3.11445549616872,0.0180883054011356,-0.0202312206559401,0.02,0.0137988292332429,-0.0119316186478961,-0.477981095314225,3.12513872336352,0.0470410623234452,-0.0619284307666084
0.03,-6.68357068012192e-07,-0.000114707097130908,-0.000200292164259652,-0.893344222179219,0.000498124849521712,-7.25702650068725e-05,0.03,0.0057662872419795,0.000263640110273017,-0.117970999739148,3.10067741326205,0.0214840145737446,-0.0138998962453096,0.03,0.00408031373288086,-0.00299213090258324,-0.239474819961811,3.13255320593385,0.00766612391417422,-0.0237969116692323,0.03,0.00703775502954748,-0.00873601075640401,-0.358981236732013,-3.10977594234302,0.0206645843807067,-0.0203635004422763,0.03,0.0143184930457653,-0.0124011067950557,-0.478046914114308,3.12190713193863,0.051385629301085,-0.0612055074885243
0.04,-1.10079042917465e-05,-8.72905897797698e-05,-0.000226308607591853,-2.60837416219073,0.00127260873339167,0.000618253687563253,0.04,0.00573004551664366,0.000265481449108554,-0.118011159567196,3.10057547609021,0.0207039544062498,-0.0139331050402503,0.04,0.00401968952380044,-0.00306377595102446,-0.239481681774216,3.13284390408326,0.00847543093980378,-0.0238921332422347,0.04,0.00720847076115441,-0.00888486036011208,-0.358965282717168,-3.09289304365365,0.0232978817133382,-0.0207666083308307,0.04,0.0149378836099313,-0.0128299389091324,-0.477971450079671,3.11698173841104,0.05587265835359,-0.0608496937848829
0.05,-2.03774084017012e-05,6.25484940903867e-06,-0.000120798786890215,-2.14123111519167,0.00130172326845346,0.000719664302240614,0.05,0.00568088981033953,0.000341983988958933,-0.118036083784199,3.10060343381175,0.0206251005535018,-0.0139791706594201,0.05,0.00399817970423061,-0.00298923467633082,-0.239376810205611,3.13226722194269,0.00950656304273268,-0.0237692721570115,0.05,0.00742259315495476,-0.00896409367144673,-0.358895026273219,-3.09028412802488,0.0258034707624617,-0.0215952495033751,0.05,0.0156473963794689,-0.0131988472878688,-0.477786268419098,3.11153224456913,0.0604999563864301,-0.0609942080752318
0.06,-1.83231795793963e-05,0.000112717200018051,5.37273938140108e-05,-0.00404935094195402,0.00056406332388053,0.000116755812383355,0.06,0.00563860932570716,0.000458532261192716,-0.118030861202368,3.10076658163266,0.0213149876472851,-0.0142206618532556,0.06,0.00405423245426751,-0.00281323467022056,-0.239222198117127,3.13096863663816,0.0106235822426348,-0.0236429033615384,0.06,0.00770439617003636,-0.00899830228490176,-0.358798390239727,-3.12786076366615,0.0281274138200727,-0.022888330553155,0.06,0.0164253755295386,-0.0135648047916199,-0.477569625578877,3.10675294509068,0.0651050402040149,-0.0614936881536371
0.07,-3.88156990708471e-06,0.000178109182217049,0.000209974514306739,2.29189631095579,-0.000454842623788287,-0.000739670799247135,0.07,0.00563371554496839,0.000550978388100094,-0.117996298934273,3.10096561249658,0.0225689343679038,-0.0147329814633044,0.07,0.00419946709579308,-0.00265582969912978,-0.239089967933285,3.12928805434701,0.0118572441889371,-0.0237464940880682,0.07,0.00811322118767677,-0.00902999029715689,-0.358677478632903,-3.17645059357917,0.0304769882183227,-0.0244206696604301,0.07,0.0172774782487616,-0.0140598972639639,-0.477386774086484,3.10276698117358,0.0697409248801193,-0.062261216674633
0.08,9.45073492792933e-06,0.000167773086518163,0.000266935810263215,3.65114737994456,-0.001063614563013,-0.00115709809425999,0.08,0.00568768221752864,0.000569275055600351,-0.117946631263221,3.10111627999272,0.0238860939500265,-0.0153044917961808,0.08,0.00441040949409017,-0.00263863048965095,-0.239044188275976,3.12775798733308,0.0132770592301991,-0.0240442708954574,0.08,0.00863997391170323,-0.00916603124335843,-0.358573625970446,-3.15025068961556,0.0330098106578362,-0.0258104490646658,0.08,0.0181809070413662,-0.0147900157388855,-0.477279426372576,3.09920466206571,0.074370181953118,-0.0632998478183857
0.09,7.99431588982101e-06,9.24693448754609e-05,0.000195993197938698,3.96941042062252,-0.000842427960666504,-0.000801795435551705,0.09,0.00578895805215566,0.000509432807725307,-0.117906383377778,3.10113458498217,0.0247521083425634,-0.0156221574798096,0.09,0.0046473486868344,-0.00280176109708205,-0.239107204179298,3.12683372732683,0.0148993870927782,-0.0242854556579589,0.09,0.00915071934964617,-0.00958273395752606,-0.358599998085521,-3.03053560942881,0.0356997749876434,-0.0269343143888804,0.09,0.0191079801467555,-0.015741584637126,-0.477248315958855,3.09576539742403,0.0788597026779236,-0.0643430582505162
