timestamp,angle_rad,angle_deg,velocity_rad_s,torque_Nm
1765229263.714418,0.000381,0.021857,-0.012360,-0.000183
1765229263.714733,0.000381,0.021857,-0.050813,-0.000183
1765229263.715091,0.000381,0.021857,0.005035,-0.000183
1765229263.715652,0.000000,0.000000,-0.039826,-0.000183
1765229263.716324,0.000381,0.021857,-0.038911,-0.000183
1765229263.716902,0.000000,0.000000,-0.001373,-0.000183
1765229263.717427,0.000000,0.000000,0.048066,-0.000183
1765229263.717999,0.000381,0.021857,0.030671,-0.000183
1765229263.718558,0.000381,0.021857,-0.027924,0.016663
1765229263.719168,0.000381,0.021857,0.064546,-0.000183
1765229263.719737,0.000381,0.021857,0.021515,-0.000183
1765229263.720260,0.000381,0.021857,0.010529,-0.000183
1765229263.720756,0.000381,0.021857,0.000458,-0.000183
1765229263.721268,0.000381,0.021857,0.049897,-0.000183
1765229263.721861,0.000381,0.021857,0.039826,-0.000183
1765229263.722434,0.000381,0.021857,0.000458,-0.000183
1765229263.722928,0.000381,0.021857,-0.042573,-0.000183
1765229263.723576,0.000381,0.021857,0.039826,-0.000183
1765229263.724119,0.000381,0.021857,0.079194,-0.000183
1765229263.724722,0.000381,0.021857,0.004120,-0.000183
1765229263.725267,0.000381,0.021857,0.027008,-0.000183
1765229263.726042,0.000381,0.021857,0.086519,-0.000183
1765229263.726532,0.000381,0.021857,0.033417,-0.000183
1765229263.727002,0.000381,0.021857,0.128634,-0.000183
1765229263.727659,0.000381,0.021857,-0.009613,-0.000183
1765229263.728240,0.000381,0.021857,0.007782,-0.000183
1765229263.728824,0.000381,0.021857,-0.009613,-0.000183
1765229263.729363,0.000381,0.021857,-0.018769,-0.000183
1765229263.729885,0.000381,0.021857,-0.023346,-0.000183
1765229263.730481,0.000381,0.021857,-0.009613,-0.000183
1765229263.731019,0.000381,0.021857,0.040742,0.008606
1765229263.731565,0.000763,0.043714,0.104829,-0.000183
1765229263.732065,0.000381,0.021857,0.046235,-0.000183
1765229263.732558,0.000381,0.021857,0.012360,-0.000183
1765229263.733101,0.000381,0.021857,0.044404,-0.000183
1765229263.733596,0.000381,0.021857,-0.023346,-0.000183
1765229263.734121,0.000763,0.043714,0.035248,-0.000183
1765229263.734670,0.000763,0.043714,0.106661,-0.000183
1765229263.735153,0.000763,0.043714,0.026093,-0.000183
1765229263.735611,0.000381,0.021857,-0.031586,-0.000183
1765229263.736109,0.000381,0.021857,-0.070039,-0.000183
1765229263.736578,0.000763,0.043714,-0.012360,-0.000183
1765229263.737113,0.000381,0.021857,0.075532,-0.000183
1765229263.737551,0.000381,0.021857,-0.059052,0.012268
1765229263.738077,0.000763,0.043714,0.037995,0.029114
1765229263.738575,0.000763,0.043714,0.082856,0.108583
1765229263.739073,0.000381,0.021857,-0.022431,-0.000183
1765229263.739576,0.000763,0.043714,0.016938,0.068299
1765229263.740011,0.000763,0.043714,0.058137,0.017395
1765229263.740470,0.000763,0.043714,-0.025177,0.009339
1765229263.740927,0.000763,0.043714,0.048981,-0.000183
1765229263.741396,0.000763,0.043714,0.035248,-0.000183
1765229263.741903,0.000763,0.043714,-0.021515,-0.000183
1765229263.742398,0.000763,0.043714,0.031586,-0.000183
1765229263.742881,0.000381,0.021857,-0.089265,-0.000183
