timestamp,disk index,disk_0 x (m),disk_0 y (m),disk_0 z (m),disk_0 rotX (rad),disk_0 rotY (rad),disk_0 rotZ (rad),disk index,disk_1 x (m),disk_1 y (m),disk_1 z (m),disk_1 rotX (rad),disk_1 rotY (rad),disk_1 rotZ (rad),disk index,disk_2 x (m),disk_2 y (m),disk_2 z (m),disk_2 rotX (rad),disk_2 rotY (rad),disk_2 rotZ (rad),disk index,disk_3 x (m),disk_3 y (m),disk_3 z (m),disk_3 rotX (rad),disk_3 rotY (rad),disk_3 rotZ (rad),disk index,disk_4 x (m),disk_4 y (m),disk_4 z (m),disk_4 rotX (rad),disk_4 rotY (rad),disk_4 rotZ (rad)
1765229263.4437666,0.0,0.24763827322897808,-0.3430893220079615,0.1463228371036756,-0.014572953619820498,-0.031931640140939896,-1.57689815292516,1.0,0.24673973186660175,-0.34496858800604,0.26595034813692875,0.0005718449561891842,0.0314725177570314,-1.554603950982889,2.0,0.24775594028427136,-0.34023903682181106,0.38641285459792624,-0.05310792082628038,0.017025646456545963,-1.5823414039474222,3.0,0.2507664474550621,-0.331908161205398,0.5049845981902112,-0.10754616375843323,-0.04943639944353207,-1.5859153830629997,4.0,0.25118443522505685,-0.3188778430758449,0.6234034128574714,-0.1592293478307254,0.00499339643655452,-1.6118971470985697
1765229263.453886,0.0,0.24772515809087192,-0.34303210691457175,0.14614195853704046,-0.017765970087964926,-0.03404030903991296,-1.578545212048368,1.0,0.24680095429492385,-0.3448681109388998,0.265752166288426,0.0005378612984900848,0.031564415616623265,-1.5548205990124389,2.0,0.2478443232667498,-0.3402517432691418,0.3861235087464048,-0.05279739430734632,0.01876239894789714,-1.583633886817717,3.0,0.2508573728262562,-0.331702963972997,0.5047812014732265,-0.10838118679333876,-0.048296886921527976,-1.5853238035480277,4.0,0.2512348311945514,-0.3187378675564707,0.6232824480562487,-0.15964607681846735,0.0044763670584043996,-1.6121958331247561
1765229263.4639473,0.0,0.24768015267413784,-0.3429720555183191,0.14610500992100045,-0.015237304113884494,-0.03190996335422625,-1.5774105623662327,1.0,0.24680152428855634,-0.34486178804096557,0.26570886012536077,0.0003065668491153444,0.032468377331383955,-1.5547069539003566,2.0,0.24779447462011853,-0.34024531935297647,0.38602752148707414,-0.05351708834034181,0.018069126204310296,-1.5836649845830448,3.0,0.2508649515912323,-0.3316620428516962,0.5047485007110378,-0.10812130964442353,-0.048239373718791306,-1.5852959227354508,4.0,0.2512535367951253,-0.3186358185154364,0.6232356381892364,-0.15957598847752474,0.004554992623814007,-1.612218065044971
1765229263.4737191,0.0,0.24753868612497054,-0.34302904285037383,0.14608906529925003,-0.013048700428780022,-0.02918529538866127,-1.5757290213344481,1.0,0.24675537287293822,-0.34491003862226965,0.26587362795799246,0.0010911891180669403,0.03357557480875692,-1.5548954686955,2.0,0.24756425912312865,-0.34028036676636825,0.3861822848043904,-0.053648352669032826,0.016706898784830882,-1.5824632739218711,3.0,0.25080888217350095,-0.3317526707036048,0.5048676036130588,-0.1078705003914319,-0.04840551320132449,-1.5854415324021933,4.0,0.25126196106341686,-0.31872921716401637,0.6233171131760562,-0.1599172188198868,0.005032484733091091,-1.6117870727627253
1765229263.4837172,0.0,0.2474887809563124,-0.34295361528421997,0.14616183472803437,-0.011644227113298765,-0.02751719631724351,-1.5754552410952969,1.0,0.24677709482294907,-0.34492256673680505,0.2660143338668303,0.0006786106761339527,0.03358553522232401,-1.5545194040459454,2.0,0.24743786376028445,-0.340383999682596,0.3862937894779238,-0.05218914635688945,0.017746061208627293,-1.5831600432379067,3.0,0.25076086482704724,-0.3318545284737899,0.5049563534429901,-0.10777794520580906,-0.04860790329262463,-1.5855344620665992,4.0,0.2511993051735273,-0.3188003621989661,0.6234156324629195,-0.1599838519661762,0.005964414888795502,-1.6118001341435555
1765229263.493626,0.0,0.24745878262086318,-0.3429628628702286,0.1461901602288177,-0.010874967341929635,-0.027118811513665464,-1.5756432423683444,1.0,0.24679014230117144,-0.3449263976142818,0.2660684225015683,0.00041849411827851306,0.0341014405357419,-1.5546512060204836,2.0,0.24743910921440684,-0.3403880662033201,0.3863323608817137,-0.05245516233403769,0.01736528470049353,-1.583329214590013,3.0,0.2507427191930089,-0.3318220919786874,0.5049548954361704,-0.10784149770937809,-0.0487535054648394,-1.585728435478136,4.0,0.25119612228240945,-0.3187863634166351,0.6234266578358709,-0.15999050855046854,0.006253474970437498,-1.611831443178651
1765229263.5037744,0.0,0.24753048231445834,-0.34297728303983666,0.14618863924870254,-0.012758597739543794,-0.029480726758301226,-1.575783313463901,1.0,0.24687753782897895,-0.3449026703243113,0.2659698673280243,0.0002502614803177578,0.033501841704341714,-1.554029915083007,2.0,0.2476605828638333,-0.3401956432236853,0.3863476850450407,-0.05327712764557724,0.016076437453702096,-1.582777242175049,3.0,0.2507937532074828,-0.3317536840873801,0.5049170572506413,-0.1077834752118483,-0.048123315192507087,-1.585530892025461,4.0,0.2512524642101498,-0.3187035062934685,0.6233663726383533,-0.16001551311742576,0.0059306690342848314,-1.6121605001886261
1765229263.5136585,0.0,0.24768377329191696,-0.3429382167414057,0.14617998436217422,-0.015658297047459625,-0.03225668972373541,-1.5775637324272749,1.0,0.24701392090136787,-0.3448618871317998,0.2659168278812219,-0.0002566155004191006,0.033396264223121384,-1.5541605757860593,2.0,0.24781963192833323,-0.3402454196019851,0.3862332447058836,-0.052791146495321434,0.016712358441094376,-1.585184820286561,3.0,0.25088232371275426,-0.3316305609193216,0.5048417241958264,-0.10828802948188768,-0.04803288114267657,-1.5859464543484068,4.0,0.2513057614013693,-0.3186144179029955,0.6232915772649426,-0.1603504119725105,0.005003579727044253,-1.6124229166679986
1765229263.52374,0.0,0.24770294835043663,-0.34294249045562375,0.14619674280411787,-0.01643110139793263,-0.03418761831177934,-1.5770000676043232,1.0,0.24708680215009476,-0.3448630216986338,0.26593645594417237,-0.0004639418330210947,0.033541119658520295,-1.5536797313950117,2.0,0.24783855253518333,-0.3402463339313055,0.38623335076475074,-0.05259861282611899,0.014057260698535598,-1.5854635763718798,3.0,0.250876831472772,-0.3316358178808137,0.5048123118114095,-0.10808764496300015,-0.048201948520770546,-1.586391330202042,4.0,0.25127903469248725,-0.3186357147436344,0.6232949029848112,-0.16024476361713236,0.004642491570629191,-1.612419579074052
1765229263.5337148,0.0,0.24764869880422952,-0.3431009657200008,0.14624262372011582,-0.014995968503802092,-0.03240256648487866,-1.5777971186822617,1.0,0.24706152189343863,-0.34493916587134543,0.2660235581831472,7.030950358786033e-05,0.03465746561948411,-1.5531756287306548,2.0,0.24770676582309298,-0.3403523590949517,0.3863794546211127,-0.05279664063511824,0.013366549085913865,-1.5859893737398378,3.0,0.25078565502624106,-0.3317246301669364,0.5048651602653073,-0.10823129013557735,-0.04822495531773372,-1.5853207810124803,4.0,0.2512133879740192,-0.3187151603025598,0.623343637895549,-0.16024706626356863,0.004868625458826021,-1.612330402687656
