timestamp,home1_rad,target1_rad,abs_angle1_rad,rel_angle1_rad,deg_angle1,velocity1_rad_s,torque1_Nm,home2_rad,target2_rad,abs_angle2_rad,rel_angle2_rad,deg_angle2,velocity2_rad_s,torque2_Nm,home3_rad,target3_rad,abs_angle3_rad,rel_angle3_rad,deg_angle3,velocity3_rad_s,torque3_Nm,home4_rad,target4_rad,abs_angle4_rad,rel_angle4_rad,deg_angle4,velocity4_rad_s,torque4_Nm
1765421240.245731,0.753223,0.578691,0.750172,-0.003052,-0.174856,-0.073701,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.016938,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.026093,-0.000183,-1.074044,-0.201380,-1.074044,0.000000,0.000000,0.001373,-0.000183
1765421240.249280,0.753223,0.578691,0.750172,-0.003052,-0.174856,-0.044404,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.130465,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.009613,0.025818,-1.074044,-0.201380,-1.073663,0.000381,0.021857,-0.037995,0.021790
1765421240.251496,0.753223,0.578691,0.750172,-0.003052,-0.174856,0.021515,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.035248,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.037995,0.010437,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.023346,-0.000183
1765421240.253645,0.753223,0.578691,0.749790,-0.003433,-0.196712,-0.060883,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.110323,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.031586,0.029847,-1.074044,-0.201380,-1.074044,0.000000,0.000000,-0.040742,-0.000183
1765421240.255838,0.753223,0.578691,0.749790,-0.003433,-0.196712,-0.017853,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.006867,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.011444,0.018860,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.030671,-0.000183
1765421240.258061,0.753223,0.578691,0.749790,-0.003433,-0.196712,-0.047150,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.066377,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.058137,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,-0.013275,-0.000183
1765421240.260463,0.753223,0.578691,0.749790,-0.003433,-0.196712,-0.012360,-0.000183,0.240139,-0.632526,0.239757,-0.000381,-0.021857,0.097505,-0.021790,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.005035,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.091096,-0.000183
1765421240.262675,0.753223,0.578691,0.749409,-0.003815,-0.218569,-0.079194,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.044404,-0.022156,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.001373,0.021790,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.010529,-0.000183
1765421240.264727,0.753223,0.578691,0.749409,-0.003815,-0.218569,0.037079,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.056306,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.023346,0.003479,-1.074044,-0.201380,-1.073663,0.000381,0.021857,-0.023346,-0.000183
1765421240.266762,0.753223,0.578691,0.749409,-0.003815,-0.218569,-0.135042,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.061799,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.034333,0.020691,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.008698,-0.000183
1765421240.268842,0.753223,0.578691,0.749027,-0.004196,-0.240426,-0.141451,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.002289,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.025177,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,-0.054475,-0.000183
1765421240.271049,0.753223,0.578691,0.749027,-0.004196,-0.240426,-0.010529,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.063630,-0.000183,-0.403792,-0.229259,-0.403029,0.000763,0.043714,0.070039,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.025177,-0.000183
1765421240.273095,0.753223,0.578691,0.748646,-0.004578,-0.262283,-0.018769,-0.000183,0.240139,-0.632526,0.238994,-0.001144,-0.065571,-0.053559,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.028840,-0.000183,-1.074044,-0.201380,-1.073281,0.000763,0.043714,0.074617,-0.000183
1765421240.275277,0.753223,0.578691,0.748646,-0.004578,-0.262283,-0.133211,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.038911,-0.041199,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.020600,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.000458,0.004578
1765421240.277483,0.753223,0.578691,0.748264,-0.004959,-0.284140,-0.087434,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.059968,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.032502,-0.000183,-1.074044,-0.201380,-1.073281,0.000763,0.043714,0.016938,-0.000183
1765421240.279473,0.753223,0.578691,0.748264,-0.004959,-0.284140,-0.079194,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.053559,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.000458,-0.000183,-1.074044,-0.201380,-1.073281,0.000763,0.043714,-0.058137,-0.000183
1765421240.281598,0.753223,0.578691,0.748264,-0.004959,-0.284140,-0.070954,-0.009705,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.050813,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.052644,-0.000183,-1.074044,-0.201380,-1.073663,0.000381,0.021857,0.002289,0.039734
1765421240.283643,0.753223,0.578691,0.748264,-0.004959,-0.284140,-0.090181,-0.057679,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.052644,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.023346,0.005676,-1.074044,-0.201380,-1.073281,0.000763,0.043714,0.042573,-0.000183
1765421240.285733,0.753223,0.578691,0.748264,-0.004959,-0.284140,0.085603,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,-0.012360,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.022431,-0.000183,-1.074044,-0.201380,-1.073281,0.000763,0.043714,0.077363,0.030945
1765421240.287833,0.753223,0.578691,0.748264,-0.004959,-0.284140,-0.056306,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.009613,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,0.012360,-0.000183,-1.074044,-0.201380,-1.072900,0.001144,0.065571,0.067292,-0.000183
1765421240.289948,0.753223,0.578691,0.747883,-0.005341,-0.305997,-0.148775,-0.000183,0.240139,-0.632526,0.239376,-0.000763,-0.043714,0.029755,-0.000183,-0.403792,-0.229259,-0.403410,0.000381,0.021857,-0.069123,-0.000183,-1.074044,-0.201380,-1.073281,0.000763,0.043714,0.009613,-0.000183
