timestamp,home1_rad,target1_rad,abs_angle1_rad,rel_angle1_rad,deg_angle1,velocity1_rad_s,torque1_Nm,home2_rad,target2_rad,abs_angle2_rad,rel_angle2_rad,deg_angle2,velocity2_rad_s,torque2_Nm,home3_rad,target3_rad,abs_angle3_rad,rel_angle3_rad,deg_angle3,velocity3_rad_s,torque3_Nm,home4_rad,target4_rad,abs_angle4_rad,rel_angle4_rad,deg_angle4,velocity4_rad_s,torque4_Nm
1765421621.679153,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.047150,-0.000183,0.274090,-0.424042,0.274472,0.000381,0.021857,0.010529,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,-0.004120,-0.000183,-1.084344,-0.386213,-1.083963,0.000381,0.021857,-0.051728,-0.000183
1765421621.682501,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.005035,-0.029114,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.046235,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.028840,-0.000183,-1.084344,-0.386213,-1.083963,0.000381,0.021857,0.025177,-0.000183
1765421621.684639,0.796712,0.098580,0.795567,-0.001144,-0.065571,-0.027924,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.003204,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.040742,-0.000183,-1.084344,-0.386213,-1.083963,0.000381,0.021857,-0.027008,-0.000183
1765421621.686875,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.024262,-0.000183,0.274090,-0.424042,0.273709,-0.000381,-0.021857,-0.060883,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.023346,-0.000183,-1.084344,-0.386213,-1.083963,0.000381,0.021857,0.036164,-0.000183
1765421621.688934,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.029755,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.005035,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.090181,0.099062,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.075532,-0.000183
1765421621.690951,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.000458,-0.007141,0.274090,-0.424042,0.273709,-0.000381,-0.021857,-0.083772,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.020600,-0.000183,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.044404,-0.000183
1765421621.692981,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.047150,-0.033875,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.037079,-0.027283,-1.270886,-0.572754,-1.270504,0.000381,0.021857,-0.051728,-0.000183,-1.084344,-0.386213,-1.083581,0.000763,0.043714,-0.009613,0.069398
1765421621.695118,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.055390,-0.231998,0.274090,-0.424042,0.274090,0.000000,0.000000,0.027924,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,-0.043488,0.008606,-1.084344,-0.386213,-1.083581,0.000763,0.043714,-0.064546,-0.000183
1765421621.697208,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.015106,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.046235,-0.017395,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.036164,0.019226,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.096590,0.018128
1765421621.699409,0.796712,0.098580,0.796330,-0.000381,-0.021857,-0.005035,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.010529,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.033417,-0.000183,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.014191,-0.000183
1765421621.701479,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.008698,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.000458,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.050813,0.052552,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.063630,0.020691
1765421621.703461,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.044404,-0.000183,0.274090,-0.424042,0.274472,0.000381,0.021857,0.104829,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.039826,-0.000183,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.075532,-0.000183
1765421621.705424,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.027924,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.042573,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.013275,0.055848,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.029755,-0.000183
1765421621.707455,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.003204,-0.143008,0.274090,-0.424042,0.274090,0.000000,0.000000,0.032502,-0.023987,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.010529,-0.000183,-1.084344,-0.386213,-1.083581,0.000763,0.043714,-0.014191,-0.000183
1765421621.709636,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.062715,-0.035706,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.042573,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.019684,0.044862,-1.084344,-0.386213,-1.083581,0.000763,0.043714,0.045319,-0.000183
1765421621.711572,0.796712,0.098580,0.796330,-0.000381,-0.021857,0.004120,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.146944,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.006867,-0.000183,-1.084344,-0.386213,-1.083200,0.001144,0.065571,0.081941,-0.000183
1765421621.713597,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.003204,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.041657,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.029755,-0.000183,-1.084344,-0.386213,-1.083200,0.001144,0.065571,0.072786,-0.000183
1765421621.716001,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.019684,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.031586,-0.000183,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.006867,-0.000183,-1.084344,-0.386213,-1.082818,0.001526,0.087428,-0.016938,0.041932
1765421621.718090,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.063630,-0.055482,0.274090,-0.424042,0.273709,-0.000381,-0.021857,-0.085603,-0.023987,-1.270886,-0.572754,-1.270886,0.000000,0.000000,0.041657,-0.000183,-1.084344,-0.386213,-1.083200,0.001144,0.065571,-0.017853,-0.000183
1765421621.720266,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.021515,-0.091737,0.274090,-0.424042,0.273709,-0.000381,-0.021857,0.053559,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.057221,-0.000183,-1.084344,-0.386213,-1.083200,0.001144,0.065571,0.025177,0.077089
1765421621.722380,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.061799,-0.000183,0.274090,-0.424042,0.273709,-0.000381,-0.021857,-0.048066,-0.098329,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.047150,-0.000183,-1.084344,-0.386213,-1.083200,0.001144,0.065571,-0.012360,-0.000183
1765421621.724515,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.029755,-0.000183,0.274090,-0.424042,0.273709,-0.000381,-0.021857,0.068208,-0.025452,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.035248,-0.000183,-1.084344,-0.386213,-1.082818,0.001526,0.087428,0.058137,-0.000183
1765421621.726584,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.005951,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.068208,-0.054383,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.022431,-0.000183,-1.084344,-0.386213,-1.082818,0.001526,0.087428,-0.017853,-0.000183
1765421621.728656,0.796712,0.098580,0.795949,-0.000763,-0.043714,-0.017853,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,0.051728,-0.000183,-1.270886,-0.572754,-1.270504,0.000381,0.021857,0.071870,0.071595,-1.084344,-0.386213,-1.083200,0.001144,0.065571,-0.051728,0.057679
1765421621.730619,0.796712,0.098580,0.795949,-0.000763,-0.043714,0.066377,-0.000183,0.274090,-0.424042,0.274090,0.000000,0.000000,-0.031586,-0.033143,-1.270886,-0.572754,-1.270886,0.000000,0.000000,-0.067292,0.032776,-1.084344,-0.386213,-1.082818,0.001526,0.087428,-0.022431,-0.000183
