timestamp,phase_index,target1_rad,angle1_rad,velocity1_rad_s,torque1_Nm,target2_rad,angle2_rad,velocity2_rad_s,torque2_Nm
1765240183.751565,1.000000,-8.299894,-0.001907,-0.102083,-0.000183,-0.814260,0.000000,-0.038911,-0.000183
1765240183.753294,1.000000,-8.299894,-0.002289,-0.159762,-0.000183,-0.814260,0.000000,-0.020600,-0.000183
1765240183.754942,1.000000,-8.299894,-0.002289,-0.067292,-0.150332,-0.814260,0.000000,-0.009613,-0.000183
1765240183.756460,1.000000,-8.299894,-0.002289,-0.035248,-0.015564,-0.814260,0.000000,-0.064546,-0.000183
1765240183.758154,1.000000,-8.299894,-0.002289,-0.008698,-0.000183,-0.814260,0.000000,0.002289,-0.000183
1765240183.759714,1.000000,-8.299894,-0.002289,-0.052644,-0.105653,-0.814260,-0.000381,-0.066377,-0.007874
1765240183.761044,1.000000,-8.299894,-0.002289,-0.122225,-0.000183,-0.814260,-0.000381,0.003204,-0.000183
1765240183.762371,1.000000,-8.299894,-0.002289,-0.116732,-0.000183,-0.814260,0.000000,-0.013275,-0.000183
1765240183.763621,1.000000,-8.299894,-0.002670,-0.146944,-0.000183,-0.814260,0.000000,-0.006867,-0.000183
1765240183.764919,1.000000,-8.299894,-0.002670,-0.132296,-0.000183,-0.814260,-0.000381,-0.039826,-0.000183
1765240183.766131,1.000000,-8.299894,-0.003052,-0.097505,-0.018128,-0.814260,0.000000,0.052644,-0.000183
1765240183.767390,1.000000,-8.299894,-0.003052,-0.089265,-0.101991,-0.814260,0.000000,0.002289,-0.000183
1765240183.768501,1.000000,-8.299894,-0.003052,-0.048066,-0.000183,-0.814260,0.000000,0.006867,-0.000183
1765240183.769612,1.000000,-8.299894,-0.003052,0.006867,-0.000183,-0.814260,0.000000,-0.013275,-0.000183
1765240183.770768,1.000000,-8.299894,-0.003052,-0.033417,-0.000183,-0.814260,0.000000,0.024262,-0.000183
1765240183.771858,1.000000,-8.299894,-0.003052,-0.092927,-0.044862,-0.814260,0.000000,-0.040742,-0.000183
1765240183.772985,1.000000,-8.299894,-0.003052,-0.091096,-0.000183,-0.814260,0.000000,0.018769,-0.000183
1765240183.774619,1.000000,-8.299894,-0.003433,-0.058137,-0.199771,-0.814260,0.000000,-0.066377,-0.000183
1765240183.775814,1.000000,-8.299894,-0.003433,-0.068208,-0.000183,-0.814260,0.000000,-0.044404,-0.000183
1765240183.776819,1.000000,-8.299894,-0.003433,0.014191,-0.000183,-0.814260,0.000000,-0.022431,-0.000183
1765240183.777836,1.000000,-8.299894,-0.003433,-0.001373,-0.000183,-0.814260,0.000000,0.037995,-0.000183
1765240183.778843,1.000000,-8.299894,-0.003433,-0.048066,-0.000183,-0.814260,-0.000381,-0.054475,-0.041199
1765240183.779844,1.000000,-8.299894,-0.003433,-0.097505,-0.053285,-0.814260,0.000000,0.033417,-0.000183
1765240183.780841,1.000000,-8.299894,-0.003815,-0.059968,-0.073426,-0.814260,0.000000,0.095674,-0.000183
1765240183.781818,1.000000,-8.299894,-0.003815,-0.044404,-0.000183,-0.814260,0.000000,-0.057221,-0.000183
