timestamp,disk index,disk_0 x (m),disk_0 y (m),disk_0 z (m),disk_0 rotX (rad),disk_0 rotY (rad),disk_0 rotZ (rad),disk index,disk_1 x (m),disk_1 y (m),disk_1 z (m),disk_1 rotX (rad),disk_1 rotY (rad),disk_1 rotZ (rad),disk index,disk_2 x (m),disk_2 y (m),disk_2 z (m),disk_2 rotX (rad),disk_2 rotY (rad),disk_2 rotZ (rad),disk index,disk_3 x (m),disk_3 y (m),disk_3 z (m),disk_3 rotX (rad),disk_3 rotY (rad),disk_3 rotZ (rad),disk index,disk_4 x (m),disk_4 y (m),disk_4 z (m),disk_4 rotX (rad),disk_4 rotY (rad),disk_4 rotZ (rad)
1763418070.773685,0.0,0.8552851543894061,-0.0006393387596530725,0.1478360653443444,0.023833722691800802,-0.0011283162883898269,0.0023353242492768055,1.0,0.836997206382449,0.0005219926638835437,0.26480996095056025,-0.05011804995431961,-0.3320519304421641,-0.001507861166653657,2.0,0.7742992950613281,0.0011322494217462153,0.36659927644148643,0.010407702485077283,-0.7575900174027662,0.008749144950656193,3.0,0.6791043556469293,0.0047669196703658155,0.4365441463492443,0.11783325781910778,-1.1536409329067825,0.10992245313265638,4.0,0.5629109295499308,0.004884112182929576,0.4607691327390472,-2.9977431817523272,-1.5205429633467118,-3.0084297051638598
1763418070.7838326,0.0,0.8552764305002154,-0.0006696850686463555,0.14782138556759383,0.023252978621954693,-4.4083910566735556e-05,0.001941524427849065,1.0,0.8369655241309303,0.0004963383530905161,0.2647892472688685,-0.050270940535062876,-0.33208150637520234,-0.0015233217855515643,2.0,0.7742453552802754,0.0010731614475737936,0.3665571234132474,0.010226097407699189,-0.7574209372960977,0.009177910359641635,3.0,0.6790784505279253,0.00471140442623958,0.4365189439799736,0.11883023860001792,-1.1532878410098482,0.11112482259421344,4.0,0.5628850988830962,0.004761425965527273,0.46073825474137886,-2.9983004016523425,-1.5208271936992088,-3.0092111917033773
1763418070.7938752,0.0,0.8552243198499963,-0.0007049446434069834,0.1478133785474139,0.02361650462812938,0.0007921426635240699,0.0018937660253380221,1.0,0.836921103233743,0.0004285264034223786,0.2647320160857599,-0.050303117760929286,-0.3321870127474805,-0.0013038591966994704,2.0,0.7742118191306193,0.001067734713680975,0.3665257979985512,0.00987718510617429,-0.7567584266122985,0.008958063730988034,3.0,0.6790753687520312,0.0046427038506148596,0.4364248787959402,0.11992832290491505,-1.1523637193831202,0.11239081566264889,4.0,0.5628525750686325,0.0046901768216886935,0.46070135109389493,-3.0062538046567733,-1.5209985791641056,-3.0166816134104595
1763418070.8041248,0.0,0.8552092318101039,-0.0007041442837362718,0.14782344274015374,0.02339030390884374,0.0006256738229798027,0.002073504415441848,1.0,0.83698037596952,0.00041042945345410626,0.2647797046807047,-0.050720809462314054,-0.33118967539460914,-0.0009038184522969254,2.0,0.7742241691582027,0.0010800949664786792,0.36651866086495166,0.009815958376082035,-0.756632380028432,0.009319544041610712,3.0,0.6788676972102456,0.004545515832103885,0.43647289333782363,0.15454979566326263,-1.1528346520034387,0.14345893901129694,4.0,0.5628431531949649,0.004671428055500271,0.46070564158150074,-3.0123143692610617,-1.5213402899066695,-3.0222436681165683
1763418070.8138442,0.0,0.855252809033371,-0.0006795490754542197,0.1478566617871656,0.02419736743867322,-0.0005152770666094183,0.0019235895884006332,1.0,0.8370201694210444,0.00048746214443673083,0.26484891225852314,-0.0507774681478728,-0.33145134381114805,-0.000716091782113742,2.0,0.7742389740945799,0.0011158556238552492,0.3665845552356982,0.009885154956506255,-0.7573328032997649,0.00992550245572128,3.0,0.6789025111059895,0.004627765772059966,0.4365592142119771,0.15228549035661246,-1.1535238564459296,0.1421482057635175,4.0,0.5628693264426841,0.0047296416968685894,0.4607644736030489,-3.0171779725672847,-1.5207775356821993,-3.027439608031686
1763418070.8238914,0.0,0.8553078859517659,-0.0006362222842386066,0.1479025467905347,0.024306691258614694,-0.0006114399532740028,0.002244514172955031,1.0,0.8370616321095522,0.0005292614785909228,0.2648932924904964,-0.050996507286283785,-0.3315278457298551,-0.00039721214266628306,2.0,0.7743047956547491,0.0012142170800087792,0.36666792702768675,0.010062402473551058,-0.7572198144009527,0.009981259498981107,3.0,0.6789258568323454,0.004697840108524558,0.4366419028830953,0.1493383775343509,-1.1536780052785174,0.13957550346364994,4.0,0.5629184808254841,0.004778470709893765,0.4608276077584109,-3.0171447216088505,-1.5205727169056755,-3.0269439499671056
1763418070.8337538,0.0,0.8553017108654639,-0.0006641099629080354,0.14786962817778823,0.024002644680177338,-0.0008836372221880738,0.0021264666114656993,1.0,0.8370686587915653,0.0005175515369753849,0.26488223561748253,-0.05111262318491467,-0.33155500383092834,-0.0005095186776148985,2.0,0.7742855812992372,0.0012027361801858624,0.3666572579692179,0.010809383840019546,-0.7576969538135345,0.01044788037943542,3.0,0.6789185099054273,0.004665385503049245,0.4366632182838354,0.15000782475188332,-1.154130936431279,0.13990894452243333,4.0,0.562919649531839,0.004781428524021389,0.4608435831410869,-3.0168444185176386,-1.520733740448005,-3.026519688282941
1763418070.843954,0.0,0.855269992139666,-0.0007028703732331221,0.14779700308738292,0.023787490782628318,-0.0005808856513574904,0.0020236609630656984,1.0,0.8370232068319529,0.00045604864472887827,0.26481803997808073,-0.050718361862162664,-0.33171735965357557,-0.0002695187403876005,2.0,0.7742440174750195,0.0011149331551309624,0.3665677691925535,0.01056081803115547,-0.7581457016944821,0.010276041019604335,3.0,0.678908543784178,0.004629681552938565,0.436576036693395,0.15297292879400884,-1.153433314345121,0.14279909383667783,4.0,0.5628946401660037,0.004755469988301089,0.4607837722644428,-3.0196658813893102,-1.5211767053317882,-3.029122433189261
1763418070.8536766,0.0,0.8552316431702403,-0.0007814934887737699,0.14773220152962907,0.023594148486035433,-0.0001788658845265641,0.002146053106732355,1.0,0.8369930711716351,0.00037164765716909276,0.2647521873231642,-0.05096919646220673,-0.33128941774515946,-0.0005303792672037868,2.0,0.774204032887152,0.0010345697737343667,0.3664905121833438,0.010363628703906919,-0.7570726401276047,0.010115557816401268,3.0,0.6788624645909067,0.004537503681619771,0.43646133147512317,0.15545749391781702,-1.1528280591421562,0.1452369186663543,4.0,0.5628578256171737,0.004693837833950217,0.46068809114805853,-3.0128228515341613,-1.5214551251500015,-3.0222348110501334
1763418070.863825,0.0,0.8552275352864539,-0.0007463846698848802,0.1477802829484652,0.02410555187994664,0.00018634202582462555,0.002332505743033855,1.0,0.8370152734332378,0.0004009984131360519,0.2647582190245153,-0.05105890068635369,-0.33101360115230216,-0.000716097698543796,2.0,0.7742127166632916,0.0010440865983474294,0.36651852313983313,0.010233190559707147,-0.7572158372106069,0.009745317668348744,3.0,0.6788713975670657,0.004563551234092629,0.43647479399056244,0.15380862930797712,-1.1531049927519161,0.14337406750674286,4.0,0.5628631656089378,0.004725741595654714,0.46069180413249233,-3.0105317633739537,-1.5211685113543836,-3.020186886583829
