timestamp,phase_index,target1_rad,angle1_rad,velocity1_rad_s,torque1_Nm,target2_rad,angle2_rad,velocity2_rad_s,torque2_Nm
1765240668.204658,1.000000,-1.933830,-0.003815,-0.181735,-0.004211,-1.151865,0.000000,0.096590,-0.000183
1765240668.206339,1.000000,-1.933830,-0.003815,-0.095674,-0.000183,-1.151865,0.000000,0.042573,-0.000183
1765240668.208033,1.000000,-1.933830,-0.003815,-0.093843,-0.000183,-1.151865,0.000000,0.027008,0.056947
1765240668.209505,1.000000,-1.933830,-0.004196,-0.167086,-0.000183,-1.151865,0.000000,-0.060883,-0.000183
1765240668.210899,1.000000,-1.933830,-0.004196,-0.088350,-0.000183,-1.151865,-0.000381,-0.078279,-0.000183
1765240668.212584,1.000000,-1.933830,-0.004578,-0.097505,-0.000183,-1.151865,0.000000,0.046235,-0.000183
1765240668.213999,1.000000,-1.933830,-0.004578,-0.159762,-0.000183,-1.151865,-0.000381,0.027008,-0.000183
1765240668.215463,1.000000,-1.933830,-0.004959,-0.190890,-0.023621,-1.151865,0.000000,0.079194,-0.000183
1765240668.216851,1.000000,-1.933830,-0.004959,-0.163424,-0.000183,-1.151865,0.000000,0.009613,-0.000183
1765240668.218156,1.000000,-1.933830,-0.005341,-0.143282,-0.000183,-1.151865,-0.000381,-0.075532,-0.044129
1765240668.219397,1.000000,-1.933830,-0.005341,-0.147860,-0.000183,-1.151865,0.000000,-0.007782,-0.000183
1765240668.220597,1.000000,-1.933830,-0.005722,-0.101167,-0.000183,-1.151865,0.000000,0.011444,-0.000183
1765240668.221775,1.000000,-1.933830,-0.006104,-0.214694,-0.017029,-1.151865,0.000000,0.012360,-0.000183
1765240668.222943,1.000000,-1.933830,-0.006104,-0.157931,-0.000183,-1.151865,0.000000,-0.034333,-0.000183
1765240668.224189,1.000000,-1.933830,-0.006104,-0.117647,-0.000183,-1.151865,0.000000,-0.023346,-0.025086
1765240668.225470,1.000000,-1.933830,-0.006104,-0.084688,-0.000183,-1.151865,0.000000,0.024262,-0.000183
1765240668.226708,1.000000,-1.933830,-0.006485,-0.180819,-0.000183,-1.151865,0.000000,0.021515,-0.000183
1765240668.227939,1.000000,-1.933830,-0.006485,-0.157931,-0.000183,-1.151865,0.000000,0.002289,-0.000183
1765240668.229670,1.000000,-1.933830,-0.006867,-0.173495,-0.000183,-1.151865,0.000000,0.113985,-0.059510
1765240668.230901,1.000000,-1.933830,-0.006867,-0.131380,-0.000183,-1.151865,0.000000,-0.027008,-0.000183
1765240668.232019,1.000000,-1.933830,-0.007248,-0.173495,-0.000183,-1.151865,0.000000,-0.026093,-0.000183
1765240668.233057,1.000000,-1.933830,-0.007248,-0.092927,-0.004211,-1.151865,0.000000,0.004120,-0.009705
1765240668.234272,1.000000,-1.933830,-0.007248,-0.092927,-0.067201,-1.151865,0.000000,-0.058137,-0.000183
1765240668.235650,1.000000,-1.933830,-0.007248,-0.046235,-0.026917,-1.151865,0.000381,0.001373,-0.000183
1765240668.236841,1.000000,-1.933830,-0.007248,-0.078279,-0.057313,-1.151865,0.000000,-0.001373,-0.000183
1765240668.237875,1.000000,-1.933830,-0.007630,-0.098421,-0.000183,-1.151865,0.000000,-0.000458,-0.000183
1765240668.238976,1.000000,-1.933830,-0.007630,-0.116732,-0.040467,-1.151865,0.000000,0.001373,-0.000183
1765240668.240124,1.000000,-1.933830,-0.007630,-0.008698,-0.000183,-1.151865,0.000381,0.047150,-0.000183
1765240668.241275,1.000000,-1.933830,-0.007630,-0.087434,-0.000183,-1.151865,0.000381,0.073701,-0.000183
1765240668.242415,1.000000,-1.933830,-0.007630,-0.075532,-0.085512,-1.151865,0.000381,0.044404,-0.000183
1765240668.243534,1.000000,-1.933830,-0.008011,-0.112154,-0.000183,-1.151865,0.000381,0.071870,-0.042664
1765240668.244575,1.000000,-1.933830,-0.008011,-0.111238,-0.000183,-1.151865,0.000381,-0.024262,-0.034241
1765240668.246305,1.000000,-1.933830,-0.008011,-0.084688,-0.050355,-1.151865,0.000381,-0.005951,-0.000183
1765240668.247437,1.000000,-1.933830,-0.008011,-0.146944,-0.010437,-1.151865,0.000000,-0.052644,-0.000183
1765240668.248429,1.000000,-1.933830,-0.008392,-0.095674,-0.000183,-1.151865,0.000381,0.016938,-0.000183
1765240668.249492,1.000000,-1.933830,-0.008392,-0.068208,-0.000183,-1.151865,0.000000,-0.057221,-0.000183
1765240668.250623,1.000000,-1.933830,-0.008392,-0.043488,-0.021057,-1.151865,0.000381,0.034333,-0.000183
1765240668.251694,1.000000,-1.933830,-0.008392,-0.014191,-0.094667,-1.151865,0.000000,-0.066377,-0.000183
1765240668.252701,1.000000,-1.933830,-0.008774,-0.058137,-0.000183,-1.151865,0.000000,-0.054475,-0.000183
1765240668.253779,1.000000,-1.933830,-0.008392,0.010529,-0.094667,-1.151865,0.000000,-0.027008,-0.000183
1765240668.255008,1.000000,-1.933830,-0.008774,0.007782,-0.134951,-1.151865,0.000000,-0.080110,-0.000183
