timestamp (s), Fx, Fy, Fz, Tx, Ty, Tz
1773948145.752548,0.14275597035884857,0.07544466853141785,-0.0690963864326477,-0.6461284160614014,0.2636439800262451,0.6310237050056458
1773948145.752575,0.14255556464195251,0.07486029714345932,-0.06948580592870712,-0.6489735841751099,0.2635945677757263,0.6316260695457458
1773948145.7526138,0.14241857826709747,0.07421080023050308,-0.06887052953243256,-0.6499396562576294,0.2609698176383972,0.6296963095664978
1773948145.7528143,0.14241556823253632,0.07423149049282074,-0.07010186463594437,-0.6515539884567261,0.265403687953949,0.6324874758720398
1773948145.752941,0.1420995146036148,0.07349822670221329,-0.0717678964138031,-0.6537426710128784,0.26716214418411255,0.631807804107666
1773948145.7529552,0.1422441303730011,0.0739520937204361,-0.07166636735200882,-0.650963306427002,0.26678964495658875,0.6302358508110046
1773948145.7529619,0.142751544713974,0.07490807771682739,-0.07263883948326111,-0.6476163864135742,0.26803159713745117,0.632787823677063
1773948145.752967,0.1426970213651657,0.07480582594871521,-0.07326322048902512,-0.6453381776809692,0.27131325006484985,0.6330307126045227
1773948145.7529726,0.14339999854564667,0.07543450593948364,-0.07376255840063095,-0.6422073245048523,0.27027902007102966,0.6349648833274841
1773948145.7529778,0.14324064552783966,0.07499197870492935,-0.07418745011091232,-0.6426798701286316,0.2734573185443878,0.6332727670669556
1773948145.7529833,0.14340762794017792,0.07476772367954254,-0.07354705035686493,-0.6418856382369995,0.27041274309158325,0.6309359669685364
1773948145.7532666,0.1433616578578949,0.07542895525693893,-0.07314864546060562,-0.6388739347457886,0.2707349359989166,0.6311084032058716
1773948145.7532723,0.1436229944229126,0.07513973861932755,-0.07347162812948227,-0.6398406028747559,0.2715796232223511,0.6299824714660645
1773948145.7532778,0.14333264529705048,0.07513421028852463,-0.07322940975427628,-0.6376270055770874,0.27128365635871887,0.6249382495880127
1773948145.753454,0.14394962787628174,0.07540169358253479,-0.07266699522733688,-0.6355563998222351,0.26974767446517944,0.6254196166992188
1773948145.7537022,0.14390113949775696,0.07442764937877655,-0.07399827241897583,-0.6372341513633728,0.27328231930732727,0.6261759996414185
1773948145.7537274,0.14358878135681152,0.07381365448236465,-0.07280420511960983,-0.6391491889953613,0.27260830998420715,0.6249244809150696
1773948145.7539153,0.14381998777389526,0.07409969717264175,-0.07299695163965225,-0.6413663625717163,0.2685100734233856,0.6244314312934875
1773948145.7539337,0.14337509870529175,0.0745043084025383,-0.07234448194503784,-0.6421524286270142,0.26948481798171997,0.6244714260101318
1773948145.7539449,0.14376644790172577,0.07521570473909378,-0.07237426191568375,-0.6407193541526794,0.26808539032936096,0.6273983716964722
1773948145.7539513,0.144176185131073,0.0758381113409996,-0.07243122905492783,-0.641456127166748,0.26621341705322266,0.6301961541175842
1773948145.7540798,0.14401859045028687,0.07557080686092377,-0.07303454726934433,-0.6415071487426758,0.2683422863483429,0.6288719177246094
1773948145.7541766,0.14410264790058136,0.07702706754207611,-0.07374278455972672,-0.6381310820579529,0.268804669380188,0.6314482688903809
