timestamp (s), Fx, Fy, Fz, Tx, Ty, Tz
1773948050.6632683,0.07762473076581955,0.04560829699039459,-0.024497760459780693,-0.4782477915287018,0.1955586075782776,0.5379122495651245
1773948050.6632864,0.07775405049324036,0.045856911689043045,-0.02418808825314045,-0.4775819480419159,0.19563134014606476,0.5392369031906128
1773948050.6633012,0.07720378041267395,0.045504044741392136,-0.02520681917667389,-0.4780341684818268,0.19857695698738098,0.5386998653411865
1773948050.663307,0.07700842618942261,0.04560444504022598,-0.026469001546502113,-0.47713592648506165,0.20033757388591766,0.540507435798645
1773948050.663313,0.07721753418445587,0.04552667960524559,-0.02508879452943802,-0.48056676983833313,0.19747234880924225,0.5419665575027466
1773948050.66338,0.07778828591108322,0.04587821289896965,-0.023659110069274902,-0.4810093641281128,0.191172793507576,0.542698860168457
1773948050.663527,0.07724714279174805,0.04567377641797066,-0.022949330508708954,-0.48110443353652954,0.19317923486232758,0.5417100191116333
1773948050.6635327,0.0773492231965065,0.04560468718409538,-0.022967392578721046,-0.4812663495540619,0.1951487511396408,0.5405563116073608
1773948050.6635385,0.07709809392690659,0.04510652646422386,-0.023256851360201836,-0.4815046787261963,0.19378551840782166,0.5378869771957397
1773948050.6635447,0.07632249593734741,0.0443856455385685,-0.02372722700238228,-0.48384031653404236,0.1972891390323639,0.5372499227523804
1773948050.6637158,0.07631266117095947,0.044585660099983215,-0.023184921592473984,-0.4829963147640228,0.1969025880098343,0.5362617373466492
1773948050.6637285,0.07647857069969177,0.04480978846549988,-0.023798175156116486,-0.481733113527298,0.19799426198005676,0.5376031994819641
1773948050.663734,0.07600564509630203,0.044730231165885925,-0.023168737068772316,-0.4810132384300232,0.19720704853534698,0.5356348156929016
1773948050.6638215,0.07679419219493866,0.04493606835603714,-0.022807348519563675,-0.4847968518733978,0.1936647742986679,0.5356519818305969
1773948050.6638272,0.07630731910467148,0.04462379962205887,-0.02421179600059986,-0.4841589629650116,0.196454256772995,0.5329217314720154
1773948050.6641078,0.07544293999671936,0.04457520693540573,-0.026085712015628815,-0.4822239875793457,0.20339402556419373,0.5349865555763245
1773948050.6641135,0.07547779381275177,0.044334281235933304,-0.026612339541316032,-0.4834985136985779,0.20324116945266724,0.5343385934829712
1773948050.6642187,0.07589656114578247,0.044811829924583435,-0.02606227807700634,-0.48271358013153076,0.19992634654045105,0.5331363677978516
1773948050.664229,0.07589255273342133,0.04452599212527275,-0.02655581198632717,-0.4833107888698578,0.2031726837158203,0.5333272814750671
1773948050.664235,0.07607501745223999,0.044997818768024445,-0.026619303971529007,-0.48253133893013,0.2016695886850357,0.5333994030952454
1773948050.664385,0.07599207758903503,0.044666290283203125,-0.025647204369306564,-0.4834197163581848,0.2020057588815689,0.5338797569274902
1773948050.6643937,0.0756290853023529,0.04477814957499504,-0.026312291622161865,-0.4823586940765381,0.20400874316692352,0.534806489944458
1773948050.6645966,0.07591985911130905,0.04478883370757103,-0.02692897617816925,-0.48246321082115173,0.2067350596189499,0.5361493229866028
1773948050.6646535,0.07566721737384796,0.04519479721784592,-0.02674807235598564,-0.48098140954971313,0.20814447104930878,0.5361500382423401
1773948050.664694,0.07614646106958389,0.045207034796476364,-0.026695597916841507,-0.4816219210624695,0.2054550051689148,0.5371612906455994
1773948050.6647203,0.0769125446677208,0.04527353122830391,-0.026186933740973473,-0.48190659284591675,0.2015766054391861,0.5361309051513672
1773948050.6647403,0.07708707451820374,0.045590080320835114,-0.02534862421452999,-0.48090898990631104,0.2004505693912506,0.5368598103523254
1773948050.664761,0.07685758918523788,0.04521970823407173,-0.026404742151498795,-0.47995737195014954,0.20383822917938232,0.5383690595626831
1773948050.6649106,0.07716082036495209,0.045670099556446075,-0.02555570751428604,-0.480383038520813,0.2004026621580124,0.5390279293060303
1773948050.6649559,0.07704593986272812,0.04532983899116516,-0.02643069252371788,-0.47849544882774353,0.20482300221920013,0.5393240451812744
1773948050.6651518,0.07666090130805969,0.04516224190592766,-0.027081958949565887,-0.47914135456085205,0.2068680226802826,0.536785900592804
1773948050.6651957,0.07690618932247162,0.04508989304304123,-0.025936946272850037,-0.48140478134155273,0.20298786461353302,0.535123884677887
1773948050.6652195,0.07743530720472336,0.045770805329084396,-0.026268860325217247,-0.4788241386413574,0.20088107883930206,0.535614013671875
1773948050.665241,0.07751043140888214,0.04608239606022835,-0.02687721885740757,-0.4752529561519623,0.2010192722082138,0.5375170707702637
1773948050.665274,0.07713986188173294,0.04601895436644554,-0.027399836108088493,-0.4733585715293884,0.20518961548805237,0.5378089547157288
1773948050.6652944,0.07732442021369934,0.046107299625873566,-0.0275264959782362,-0.47279566526412964,0.2039361298084259,0.5376784205436707
1773948050.6653817,0.07721070945262909,0.045668505132198334,-0.027759859338402748,-0.4749932885169983,0.20230211317539215,0.536954939365387
1773948050.6654024,0.07686187326908112,0.04538073390722275,-0.02711474895477295,-0.4776122570037842,0.20091687142848969,0.5360906720161438
1773948050.6654873,0.07691832631826401,0.04611094668507576,-0.027848538011312485,-0.4731600284576416,0.20242317020893097,0.5388872623443604
1773948050.6655335,0.07748217135667801,0.0466669499874115,-0.02622886374592781,-0.473378449678421,0.19650667905807495,0.5422054529190063
1773948050.665604,0.07816869020462036,0.04717913269996643,-0.02590331807732582,-0.47268396615982056,0.19248974323272705,0.5440636277198792
1773948050.6656353,0.0785408690571785,0.04749716445803642,-0.02554710954427719,-0.4718531370162964,0.1894315928220749,0.5444860458374023
1773948050.6658018,0.07800711691379547,0.04676399007439613,-0.02459309808909893,-0.4747233986854553,0.189659982919693,0.5444086790084839
1773948050.6658227,0.07840384542942047,0.0458938293159008,-0.024329103529453278,-0.4769003689289093,0.18923452496528625,0.5405139327049255
1773948050.6658423,0.07809373736381531,0.04557783529162407,-0.024302460253238678,-0.4788214862346649,0.18779978156089783,0.5398438572883606
1773948050.6661158,0.07807046175003052,0.04567406326532364,-0.024156294763088226,-0.4795074164867401,0.18866245448589325,0.5383655428886414
1773948050.6662571,0.07854308933019638,0.04610056430101395,-0.02474578656256199,-0.476569801568985,0.19056390225887299,0.5391760468482971
1773948050.6662707,0.0788969025015831,0.04655768722295761,-0.02622155100107193,-0.47444820404052734,0.19181635975837708,0.5409426689147949
1773948050.6662774,0.07908996194601059,0.04658060148358345,-0.024952920153737068,-0.47686541080474854,0.18844018876552582,0.540627658367157
1773948050.666283,0.07907234132289886,0.04678246006369591,-0.026085296645760536,-0.47318363189697266,0.19275374710559845,0.5379897952079773
1773948050.6664245,0.079006627202034,0.0470416434109211,-0.026327859610319138,-0.47195497155189514,0.19394296407699585,0.5410676598548889
1773948050.6664379,0.07835055142641068,0.045979052782058716,-0.026894720271229744,-0.4742497503757477,0.19842249155044556,0.5384144186973572
1773948050.6664448,0.07862773537635803,0.04651160165667534,-0.026127813383936882,-0.47374996542930603,0.196393221616745,0.5384002923965454
1773948050.6665988,0.0779883861541748,0.0466613844037056,-0.026103397831320763,-0.47373759746551514,0.19935116171836853,0.5403805375099182
1773948050.6666121,0.07824314385652542,0.047042954713106155,-0.02579457312822342,-0.4714401960372925,0.2010236531496048,0.5396956205368042
1773948050.6666188,0.07772376388311386,0.04719805717468262,-0.026391206309199333,-0.47005996108055115,0.20446211099624634,0.542880117893219
1773948050.6667106,0.07754568755626678,0.04772940278053284,-0.026323242112994194,-0.46700403094291687,0.20547066628932953,0.5442990064620972
1773948050.6667242,0.07716843485832214,0.0473867766559124,-0.025153016671538353,-0.4672619104385376,0.20661769807338715,0.5422341823577881
1773948050.6668298,0.0770774632692337,0.046879589557647705,-0.023968862369656563,-0.4685516059398651,0.20585213601589203,0.5418116450309753
1773948050.6668668,0.076327845454216,0.04635166749358177,-0.024019768461585045,-0.47318699955940247,0.20554490387439728,0.5419845581054688
1773948050.6671116,0.07620537281036377,0.045722175389528275,-0.02351604960858822,-0.47424986958503723,0.20463895797729492,0.5401008129119873
1773948050.667126,0.07630856335163116,0.0461343452334404,-0.023085281252861023,-0.474228173494339,0.20406536757946014,0.5416038632392883
1773948050.6672325,0.07590233534574509,0.045623186975717545,-0.023643674328923225,-0.47301390767097473,0.2062278687953949,0.5409809350967407
1773948050.6672459,0.07554043084383011,0.04554307088255882,-0.02386981062591076,-0.4726370573043823,0.20877531170845032,0.5394670963287354
1773948050.6672628,0.07544708251953125,0.04569750279188156,-0.02319229766726494,-0.4720638692378998,0.2062504142522812,0.5404071807861328
1773948050.6672688,0.0763864740729332,0.04584435746073723,-0.0229827668517828,-0.47113266587257385,0.20236238837242126,0.5388679504394531
1773948050.6673675,0.0762772336602211,0.04542818292975426,-0.02182566188275814,-0.4763093590736389,0.19647018611431122,0.5387545824050903
1773948050.667414,0.07683085650205612,0.045698486268520355,-0.021435216069221497,-0.4756523072719574,0.19449706375598907,0.5395495295524597
1773948050.6674845,0.07652610540390015,0.04599399492144585,-0.023066651076078415,-0.4742377698421478,0.1978442370891571,0.5394642353057861
1773948050.6674936,0.0764753445982933,0.045312002301216125,-0.02201436646282673,-0.4756453037261963,0.1959718018770218,0.5355110764503479
1773948050.6676104,0.07676888257265091,0.04571346938610077,-0.02265452779829502,-0.47341933846473694,0.19500474631786346,0.5337156057357788
1773948050.6676483,0.07661662250757217,0.045893266797065735,-0.02366870641708374,-0.4707348644733429,0.19806259870529175,0.5340347290039062
1773948050.6678126,0.07694122940301895,0.04499907046556473,-0.023439714685082436,-0.4747452139854431,0.1983611136674881,0.5311824679374695
1773948050.667827,0.07731296122074127,0.04526866599917412,-0.022805608808994293,-0.47508177161216736,0.19405224919319153,0.5334104895591736
1773948050.667839,0.07707662880420685,0.04509131982922554,-0.022966085001826286,-0.47656914591789246,0.19319000840187073,0.5324172377586365
1773948050.6680572,0.0762193500995636,0.0445382297039032,-0.022545993328094482,-0.47892025113105774,0.19597569108009338,0.5318126678466797
1773948050.668064,0.07635907828807831,0.044696636497974396,-0.023245004937052727,-0.47599995136260986,0.19938011467456818,0.531436026096344
1773948050.670325,0.07634180039167404,0.04483877867460251,-0.023711899295449257,-0.47551649808883667,0.19782710075378418,0.5320813655853271
1773948050.6803322,0.07645352929830551,0.044489242136478424,-0.022910088300704956,-0.4775254726409912,0.19544003903865814,0.5309394001960754
1773948050.690424,0.07681526243686676,0.04491186514496803,-0.022700635716319084,-0.4772476553916931,0.19548067450523376,0.5346735715866089
1773948050.7005367,0.07637331634759903,0.044410351663827896,-0.02276935614645481,-0.48023420572280884,0.1986805498600006,0.5338128805160522
1773948050.7106557,0.07663547247648239,0.04408147558569908,-0.02210656739771366,-0.4813346266746521,0.1955241560935974,0.5337859392166138
1773948050.7205498,0.07634110003709793,0.04459372162818909,-0.022461019456386566,-0.47811681032180786,0.1964113414287567,0.53523188829422
1773948050.7307777,0.07733800262212753,0.04533809795975685,-0.023175716400146484,-0.4758841097354889,0.1941622644662857,0.5375573635101318
1773948050.7406676,0.07785633951425552,0.04547509923577309,-0.022677768021821976,-0.47578543424606323,0.19445480406284332,0.5381283760070801
1773948050.750786,0.07807372510433197,0.04508554935455322,-0.022480433806777,-0.47601908445358276,0.19234001636505127,0.5376884937286377
1773948050.7609534,0.07828866690397263,0.045316945761442184,-0.022028615698218346,-0.47642582654953003,0.19002871215343475,0.53892582654953
1773948050.7706501,0.077613465487957,0.04439732804894447,-0.022335438057780266,-0.47909754514694214,0.1941838562488556,0.5386740565299988
1773948050.780537,0.07825399935245514,0.04482873156666756,-0.02210790105164051,-0.4767889678478241,0.19176603853702545,0.539018988609314
1773948050.790584,0.07824507355690002,0.044645894318819046,-0.021882304921746254,-0.47808706760406494,0.19038596749305725,0.5396843552589417
1773948050.80048,0.0785326212644577,0.04518700763583183,-0.020782344043254852,-0.4761006534099579,0.18907533586025238,0.5419952869415283
1773948050.810608,0.07837943732738495,0.04556269943714142,-0.020950136706233025,-0.47360536456108093,0.18865275382995605,0.5427802801132202
1773948050.820637,0.07813834398984909,0.045861829072237015,-0.02092491276562214,-0.47320836782455444,0.18836209177970886,0.543601930141449
1773948050.8306358,0.0769410952925682,0.04523712024092674,-0.020618708804249763,-0.4734589457511902,0.1921292245388031,0.5411583781242371
1773948050.840992,0.07662999629974365,0.04504445195198059,-0.02110036090016365,-0.4727414846420288,0.1934119313955307,0.5398080945014954
1773948050.8510087,0.07669959217309952,0.0455169677734375,-0.022090882062911987,-0.4710928797721863,0.19503429532051086,0.5403974056243896
1773948050.8610039,0.07679332047700882,0.045313961803913116,-0.022398516535758972,-0.47125330567359924,0.1985645592212677,0.5404687523841858
1773948050.8707993,0.07727999240159988,0.046151645481586456,-0.021643079817295074,-0.47045281529426575,0.19393867254257202,0.5416132211685181
1773948050.8808084,0.07681219279766083,0.04597889259457588,-0.021762153133749962,-0.47275447845458984,0.19384777545928955,0.5404975414276123
1773948050.890771,0.07698404788970947,0.046276841312646866,-0.02227795496582985,-0.4704853296279907,0.1947050392627716,0.539219081401825
1773948050.9007616,0.07679253071546555,0.04587717726826668,-0.022748060524463654,-0.4701962471008301,0.19339944422245026,0.5386644601821899
1773948050.9110577,0.07670830935239792,0.04567674547433853,-0.02267455868422985,-0.4709561765193939,0.19467493891716003,0.5376587510108948
1773948050.9210253,0.07719019800424576,0.046019360423088074,-0.02215210534632206,-0.4724299907684326,0.19183018803596497,0.5375297665596008
1773948050.9310627,0.07756141573190689,0.04539951682090759,-0.022302821278572083,-0.47525930404663086,0.1899043172597885,0.5369953513145447
1773948050.9410577,0.07768389582633972,0.045850157737731934,-0.022369125857949257,-0.47491776943206787,0.1897840052843094,0.5400170087814331
1773948050.9510818,0.07737898826599121,0.045389242470264435,-0.021906759589910507,-0.47793838381767273,0.18948519229888916,0.5386573076248169
1773948050.96109,0.07718104124069214,0.04499901831150055,-0.02122447080910206,-0.47918397188186646,0.18614907562732697,0.5366974472999573
1773948050.970942,0.07693546265363693,0.04456562548875809,-0.02137812040746212,-0.47848814725875854,0.18897156417369843,0.5350961089134216
1773948050.9809484,0.07668110728263855,0.044322434812784195,-0.021846741437911987,-0.47804147005081177,0.19277842342853546,0.5346729755401611
1773948050.9907405,0.07686157524585724,0.044781867414712906,-0.02107991836965084,-0.4786394238471985,0.18960455060005188,0.5364053249359131
1773948051.0008893,0.07707661390304565,0.04464666172862053,-0.021345552057027817,-0.481809139251709,0.1898839920759201,0.5351709127426147
1773948051.0108683,0.07685680687427521,0.044577158987522125,-0.02052011340856552,-0.48275887966156006,0.18962310254573822,0.5354260206222534
1773948051.0208135,0.0768246203660965,0.0445702038705349,-0.02091073803603649,-0.4809643626213074,0.19176524877548218,0.5356782078742981
1773948051.0307918,0.07705487310886383,0.04496381804347038,-0.020225463435053825,-0.47887927293777466,0.19162218272686005,0.5356324911117554
1773948051.04108,0.07709995657205582,0.0443812794983387,-0.019523441791534424,-0.48089271783828735,0.19083797931671143,0.5332822203636169
1773948051.0511105,0.07726579159498215,0.044716715812683105,-0.019076012074947357,-0.47796788811683655,0.18990539014339447,0.5339652299880981
1773948051.061035,0.07738275080919266,0.045142147690057755,-0.02004869468510151,-0.47536522150039673,0.19266989827156067,0.5351196527481079
1773948051.070969,0.07763078808784485,0.04528860002756119,-0.019254062324762344,-0.4779178202152252,0.18969357013702393,0.5361984968185425
1773948051.081195,0.07822772115468979,0.04563818499445915,-0.019519366323947906,-0.47623810172080994,0.18611036241054535,0.5361648797988892
1773948051.0909753,0.0772346630692482,0.044801417738199234,-0.020092323422431946,-0.47913479804992676,0.19059735536575317,0.5341918468475342
1773948051.1012232,0.07737988978624344,0.045516062527894974,-0.020536934956908226,-0.4758145809173584,0.19180746376514435,0.5378644466400146
1773948051.1110854,0.07760196179151535,0.04533126577734947,-0.020609725266695023,-0.477013498544693,0.18899790942668915,0.53600013256073
1773948051.1210861,0.07739536464214325,0.04503539204597473,-0.021255450323224068,-0.47705981135368347,0.1915254294872284,0.5344462394714355
1773948051.131169,0.07703161239624023,0.04488443583250046,-0.02169208973646164,-0.4794559180736542,0.19065295159816742,0.5356148481369019
1773948051.141102,0.0771016925573349,0.04558134078979492,-0.02307034283876419,-0.47565901279449463,0.19218303263187408,0.5375073552131653
1773948051.1510272,0.07778360694646835,0.04607775807380676,-0.02281314879655838,-0.47554123401641846,0.18912062048912048,0.5391753911972046
1773948051.1612434,0.07745838910341263,0.04520987719297409,-0.023558150976896286,-0.47833189368247986,0.19038796424865723,0.5364277362823486
1773948051.17125,0.07796797156333923,0.04534539952874184,-0.024263033643364906,-0.4776275157928467,0.18882344663143158,0.5361620187759399
1773948051.1810696,0.0775982216000557,0.0452984943985939,-0.023155514150857925,-0.4792478382587433,0.18940116465091705,0.5377321243286133
1773948051.19095,0.07791326940059662,0.045095041394233704,-0.024361032992601395,-0.4774966537952423,0.1913701891899109,0.5361788868904114
1773948051.2012932,0.07733085751533508,0.04418510943651199,-0.024190137162804604,-0.4800708293914795,0.19133371114730835,0.5315267443656921
