timestamp,angle_rad,angle_deg,velocity_rad_s,torque_Nm
1765331872.938721,0.000000,0.000000,0.038911,-0.000183
1765331872.939148,0.000000,0.000000,0.073701,-0.000183
1765331872.939462,0.000000,0.000000,0.053559,-0.000183
1765331872.939783,-0.000381,-0.021857,-0.000458,-0.026184
1765331872.940092,0.000000,0.000000,0.005035,-0.008240
1765331872.940384,-0.000381,-0.021857,-0.019684,-0.045228
1765331872.940613,-0.000381,-0.021857,-0.037995,-0.039368
1765331872.940993,-0.000381,-0.021857,-0.069123,-0.048890
1765331872.941417,-0.000381,-0.021857,-0.075532,-0.045960
1765331872.941669,-0.000381,-0.021857,-0.007782,-0.000183
1765331872.942067,-0.000381,-0.021857,-0.052644,-0.000183
1765331872.942355,-0.000381,-0.021857,-0.035248,-0.000183
1765331872.942676,-0.000381,-0.021857,-0.120394,-0.000183
1765331872.942933,-0.000381,-0.021857,-0.077363,-0.005676
1765331872.943193,-0.000381,-0.021857,-0.067292,-0.000183
1765331872.943441,-0.000381,-0.021857,-0.001373,-0.002014
1765331872.943690,-0.000381,-0.021857,-0.017853,-0.000183
1765331872.943970,-0.000381,-0.021857,-0.075532,-0.044495
1765331872.944220,-0.000381,-0.021857,-0.095674,-0.000183
1765331872.944503,-0.000381,-0.021857,-0.076448,-0.000183
1765331872.944792,-0.000381,-0.021857,-0.061799,-0.000183
1765331872.945027,-0.000381,-0.021857,-0.049897,-0.000183
1765331872.945312,-0.000381,-0.021857,-0.038911,-0.000183
1765331872.945546,-0.000381,-0.021857,-0.016938,-0.000183
1765331872.945868,-0.000381,-0.021857,-0.029755,-0.000183
1765331872.946104,-0.000763,-0.043714,-0.102998,-0.000183
1765331872.946455,-0.000381,-0.021857,-0.108492,-0.000183
1765331872.946731,-0.000381,-0.021857,-0.099336,-0.000183
1765331872.947033,-0.000763,-0.043714,-0.059968,-0.000183
1765331872.947295,-0.000763,-0.043714,-0.133211,-0.052552
1765331872.947618,-0.000763,-0.043714,-0.146944,-0.065003
1765331872.947828,-0.000763,-0.043714,-0.147860,-0.000183
1765331872.948125,-0.000763,-0.043714,-0.113069,-0.002380
1765331872.948322,-0.000763,-0.043714,-0.082856,-0.021790
1765331872.948624,-0.000763,-0.043714,-0.061799,-0.007507
1765331872.948930,-0.000763,-0.043714,-0.078279,-0.000183
1765331872.949182,-0.000763,-0.043714,-0.097505,-0.000183
1765331872.949492,-0.000763,-0.043714,-0.120394,-0.000183
1765331872.949832,-0.000763,-0.043714,-0.091096,-0.000183
1765331872.950078,-0.000763,-0.043714,-0.051728,-0.000183
1765331872.950457,-0.000763,-0.043714,-0.031586,-0.000183
1765331872.950738,-0.001144,-0.065571,-0.067292,-0.000183
1765331872.951014,-0.001144,-0.065571,-0.089265,-0.019226
1765331872.951323,-0.001144,-0.065571,-0.094759,-0.011170
1765331872.951593,-0.001144,-0.065571,-0.100252,-0.000183
1765331872.951849,-0.001144,-0.065571,-0.113985,-0.000183
1765331872.952197,-0.001144,-0.065571,-0.081941,-0.000183
1765331872.952405,-0.001144,-0.065571,-0.037995,-0.000183
1765331872.952745,-0.001144,-0.065571,-0.059052,-0.000183
1765331872.953018,-0.001144,-0.065571,-0.091096,-0.024720
1765331872.953615,-0.001144,-0.065571,-0.102083,-0.000183
1765331872.953852,-0.001144,-0.065571,-0.078279,-0.000183
1765331872.954196,-0.001144,-0.065571,0.000458,-0.000183
1765331872.954471,-0.001144,-0.065571,0.008698,-0.033143
1765331872.954730,-0.001144,-0.065571,-0.009613,-0.090272
1765331872.954970,-0.001526,-0.087428,-0.109407,-0.019959
1765331872.955299,-0.001144,-0.065571,-0.135042,-0.007141
1765331872.955561,-0.001526,-0.087428,-0.126802,-0.000183
1765331872.955833,-0.001144,-0.065571,-0.100252,-0.000183
1765331872.956119,-0.001526,-0.087428,-0.095674,-0.000183
1765331872.956445,-0.001526,-0.087428,-0.096590,-0.000183
1765331872.956734,-0.001526,-0.087428,-0.108492,-0.000183
1765331872.956972,-0.001526,-0.087428,-0.060883,-0.032776
1765331872.957287,-0.001526,-0.087428,-0.055390,-0.067201
1765331872.957566,-0.001526,-0.087428,-0.041657,-0.041199
1765331872.957805,-0.001526,-0.087428,-0.094759,-0.020325
1765331872.958099,-0.001526,-0.087428,-0.110323,-0.000183
1765331872.958359,-0.001526,-0.087428,-0.129549,-0.000183
1765331872.958625,-0.001907,-0.109285,-0.157015,-0.000183
1765331872.958929,-0.001907,-0.109285,-0.206455,-0.000183
1765331872.959105,-0.001526,-0.087428,-0.182650,-0.035706
1765331872.959442,-0.001526,-0.087428,-0.102083,-0.008606
1765331872.959741,-0.001907,-0.109285,-0.059968,-0.058412
1765331872.959978,-0.001907,-0.109285,-0.088350,-0.023255
