timestamp_s,disk_0_frame_number,disk_0_is_valid,disk_0_x,disk_0_y,disk_0_z,disk_0_qx,disk_0_qy,disk_0_qz,disk_0_qw,disk_1_frame_number,disk_1_is_valid,disk_1_x,disk_1_y,disk_1_z,disk_1_qx,disk_1_qy,disk_1_qz,disk_1_qw,disk_2_frame_number,disk_2_is_valid,disk_2_x,disk_2_y,disk_2_z,disk_2_qx,disk_2_qy,disk_2_qz,disk_2_qw,disk_3_frame_number,disk_3_is_valid,disk_3_x,disk_3_y,disk_3_z,disk_3_qx,disk_3_qy,disk_3_qz,disk_3_qw,disk_4_frame_number,disk_4_is_valid,disk_4_x,disk_4_y,disk_4_z,disk_4_qx,disk_4_qy,disk_4_qz,disk_4_qw
1772120317.969179,0,1,-0.17816613614559174,1.2403984069824219,0.1858026385307312,0.5142743587493896,0.5066481828689575,-0.4948672354221344,0.4836692810058594,1,1,-0.17683911323547363,1.0043998956680298,0.17524562776088715,0.5037705302238464,0.5172683596611023,-0.4860439598560333,0.4923514127731323,2,1,-0.17717444896697998,0.7661854028701782,0.16932463645935059,0.49879828095436096,0.5040022134780884,-0.503678560256958,0.49344706535339355,3,1,-0.17447684705257416,0.52703857421875,0.16370625793933868,0.5169453620910645,0.48964014649391174,-0.5122172832489014,0.48026394844055176,4,1,-0.17402206361293793,0.28864869475364685,0.1539500504732132,0.4771721661090851,0.5298763513565063,-0.5028428435325623,0.4885558784008026
1772120317.9765985,0,1,-0.17816105484962463,1.2403974533081055,0.18581630289554596,0.514270544052124,0.5066813826560974,-0.4948524832725525,0.4836536943912506,1,1,-0.17685231566429138,1.0044054985046387,0.17524801194667816,0.5037819147109985,0.517277717590332,-0.48601678013801575,0.49235689640045166,2,1,-0.17717738449573517,0.7661985158920288,0.16931505501270294,0.49877631664276123,0.503950297832489,-0.5036999583244324,0.4935004413127899,3,1,-0.1744973510503769,0.5270202159881592,0.16375406086444855,0.5171226263046265,0.4896434545516968,-0.5121304392814636,0.4801623523235321,4,1,-0.17405086755752563,0.288627952337265,0.15397009253501892,0.47738996148109436,0.5296869277954102,-0.5028209686279297,0.48857107758522034
1772120317.98553,0,1,-0.1781756728887558,1.2403942346572876,0.1858191192150116,0.5142667889595032,0.5067006945610046,-0.4948294162750244,0.48366087675094604,1,1,-0.17685680091381073,1.0043991804122925,0.1752685308456421,0.5038553476333618,0.5172126889228821,-0.48600852489471436,0.49235835671424866,2,1,-0.17718930542469025,0.7661930322647095,0.16932004690170288,0.49887382984161377,0.503868579864502,-0.5036810040473938,0.4935045838356018,3,1,-0.17451800405979156,0.5270165801048279,0.16376066207885742,0.5171817541122437,0.48957544565200806,-0.5120867490768433,0.48021459579467773,4,1,-0.1740824580192566,0.28862464427948,0.15396499633789062,0.4774739146232605,0.5296409726142883,-0.5027538537979126,0.48860785365104675
1772120317.9941525,0,1,-0.1781604290008545,1.240410327911377,0.18581271171569824,0.5142644643783569,0.5066563487052917,-0.4948880672454834,0.483649879693985,1,1,-0.17685791850090027,1.0044022798538208,0.17524820566177368,0.5038508176803589,0.5172279477119446,-0.4859980344772339,0.4923572540283203,2,1,-0.17719849944114685,0.7661912441253662,0.16931256651878357,0.4989659786224365,0.5038589835166931,-0.5035842061042786,0.4935200810432434,3,1,-0.17454583942890167,0.5270435810089111,0.16370807588100433,0.5171680450439453,0.48945555090904236,-0.5120390057563782,0.48040255904197693,4,1,-0.1740872859954834,0.28863364458084106,0.1539512276649475,0.47753140330314636,0.5296086072921753,-0.5027229189872742,0.4886186420917511
1772120318.0019722,0,1,-0.17817166447639465,1.2404054403305054,0.1858188658952713,0.5142767429351807,0.5066541433334351,-0.4948534667491913,0.483674556016922,1,1,-0.17685939371585846,1.0044091939926147,0.1752466857433319,0.5038566589355469,0.5171933770179749,-0.48599064350128174,0.49239489436149597,2,1,-0.17721624672412872,0.7661650776863098,0.16933049261569977,0.49910643696784973,0.5037492513656616,-0.5036129951477051,0.4934608042240143,3,1,-0.17456376552581787,0.5270293951034546,0.16375844180583954,0.5173336863517761,0.48944705724716187,-0.5119534730911255,0.4803239703178406,4,1,-0.17413127422332764,0.2886315584182739,0.1539584845304489,0.4776131808757782,0.5295330882072449,-0.5026649236679077,0.4886802136898041
1772120318.0105953,0,1,-0.17817246913909912,1.2403966188430786,0.1858273595571518,0.5142946243286133,0.5066983103752136,-0.49481555819511414,0.48364806175231934,1,1,-0.17686718702316284,1.0044078826904297,0.17525574564933777,0.503907322883606,0.5171602368354797,-0.4859943687915802,0.4923739433288574,2,1,-0.17724771797657013,0.7661608457565308,0.16934263706207275,0.4990939497947693,0.5038801431655884,-0.5034914612770081,0.4934636950492859,3,1,-0.174604132771492,0.5270346999168396,0.1637563854455948,0.5173978209495544,0.4893546402454376,-0.5119282007217407,0.48037606477737427,4,1,-0.1741677075624466,0.2887503504753113,0.1537373661994934,0.47881531715393066,0.5283371210098267,-0.5029065012931824,0.48854967951774597
1772120318.0187457,0,1,-0.1781693696975708,1.2404096126556396,0.1858256310224533,0.5142829418182373,0.5066810846328735,-0.4948154091835022,0.4836786389350891,1,1,-0.17686454951763153,1.0044159889221191,0.1752478927373886,0.5039318203926086,0.5171130895614624,-0.4860078990459442,0.49238505959510803,2,1,-0.1772545725107193,0.7661700248718262,0.16933976113796234,0.499142587184906,0.5036884546279907,-0.5036471486091614,0.493451327085495,3,1,-0.17463889718055725,0.5270322561264038,0.16375449299812317,0.5174549221992493,0.4893224537372589,-0.511876106262207,0.4804028868675232,4,1,-0.1741451472043991,0.2889687716960907,0.1535046398639679,0.4795435667037964,0.5271467566490173,-0.5035048127174377,0.4885050654411316
1772120318.027614,0,1,-0.178166925907135,1.2404180765151978,0.18582814931869507,0.5142940878868103,0.506614625453949,-0.4948786199092865,0.48367175459861755,1,1,-0.1768718957901001,1.004422664642334,0.17525525391101837,0.5039737820625305,0.5171098709106445,-0.48596304655075073,0.4923897385597229,2,1,-0.1772657036781311,0.7661904692649841,0.1693362295627594,0.4991458058357239,0.5036249756813049,-0.5037002563476562,0.49345862865448,3,1,-0.17466536164283752,0.5270484685897827,0.16375316679477692,0.5174834728240967,0.48929980397224426,-0.5119269490242004,0.48034095764160156,4,1,-0.1741672158241272,0.28907668590545654,0.15342020988464355,0.4800799489021301,0.5263729095458984,-0.5039595365524292,0.4883437156677246
1772120318.035302,0,1,-0.17816323041915894,1.2404263019561768,0.18582701683044434,0.5142958164215088,0.5066039562225342,-0.4949019253253937,0.48365727066993713,1,1,-0.1768823117017746,1.0044264793395996,0.17525693774223328,0.5039691925048828,0.5170749425888062,-0.4860212802886963,0.4923737347126007,2,1,-0.1772860735654831,0.7662140130996704,0.1693282574415207,0.4990585446357727,0.5036957859992981,-0.5036900639533997,0.49348509311676025,3,1,-0.17470508813858032,0.5270423293113708,0.16375897824764252,0.5174560546875,0.4893157482147217,-0.5119461417198181,0.48033374547958374,4,1,-0.17420411109924316,0.2890942096710205,0.15340301394462585,0.48013532161712646,0.526295006275177,-0.5040462613105774,0.4882837235927582
1772120318.0431552,0,1,-0.17815932631492615,1.2404203414916992,0.18583543598651886,0.5142704844474792,0.5067058801651001,-0.4948008358478546,0.4836808443069458,1,1,-0.17690730094909668,1.0043604373931885,0.17543469369411469,0.5041577816009521,0.5174074769020081,-0.48570528626441956,0.49214300513267517,2,1,-0.17730137705802917,0.7661994695663452,0.16933031380176544,0.4990510046482086,0.5036395192146301,-0.5038183927536011,0.4934191107749939,3,1,-0.17475274205207825,0.5270500779151917,0.16377031803131104,0.5174388885498047,0.48932477831840515,-0.5120455622673035,0.48023703694343567,4,1,-0.17426256835460663,0.2890720069408417,0.1534220427274704,0.4800266623497009,0.5264626145362854,-0.5039941072463989,0.48826372623443604
