timestamp,home_angle_rad,angle_deg,velocity
1761603175.1828427,-0.011444266422522276,-0.6557081656338255,-0.8702220187685974
1761603175.1830359,-0.011825741969939685,-0.6775651044882807,-0.8015564202334637
1761603175.183388,-0.012207217517357094,-0.6994220433427358,-0.8253604943923101
1761603175.1836734,-0.012207217517357094,-0.6994220433427358,-0.8738841840238045
1761603175.1839373,-0.012588693064774503,-0.721278982197191,-0.8830395971618223
1761603175.1842113,-0.012588693064774503,-0.721278982197191,-0.7988097962920584
1761603175.1844425,-0.012970168612191912,-0.7431359210516746,-0.7914854657816441
1761603175.1847122,-0.013351644159609322,-0.7649928599061298,-0.8033875028610673
1761603175.1849523,-0.01373311970702673,-0.7868497987605849,-0.8647287708857867
1761603175.1852107,-0.01373311970702673,-0.7868497987605849,-0.8601510643167778
1761603175.1855004,-0.01373311970702673,-0.7868497987605849,-0.8262760357061119
1761603175.1857321,-0.01373311970702673,-0.7868497987605849,-0.8097962920576798
1761603175.1859517,-0.01411459525444414,-0.8087067376150401,-0.7859922178988334
1761603175.1862323,-0.01449607080186155,-0.8305636764694952,-0.7713435568780049
1761603175.1864555,-0.014877546349278958,-0.8524206153239504,-0.7997253376058602
1761603175.1866732,-0.014877546349278958,-0.8524206153239504,-0.8061341268024727
1761603175.1869426,-0.014877546349278958,-0.8524206153239504,-0.8317692835889225
1761603175.1871731,-0.015259021896696368,-0.874277554178434,-0.8867017624170295
1761603175.1874053,-0.015259021896696368,-0.874277554178434,-0.8729686427100027
1761603175.1876729,-0.015640497444113777,-0.8961344930328892,-0.8500801098649582
1761603175.1878998,-0.015640497444113777,-0.8961344930328892,-0.779583428702221
1761603175.1882014,-0.016021972991531186,-0.9179914318873443,-0.750286106660564
1761603175.1884449,-0.016403448538948595,-0.9398483707417995,-0.7658503089951942
1761603175.1886742,-0.016403448538948595,-0.9398483707417995,-0.8262760357061119
1761603175.1889129,-0.016403448538948595,-0.9398483707417995,-0.8683909361409938
1761603175.189208,-0.016784924086366004,-0.9617053095962547,-0.8436713206683457
1761603175.1895745,-0.017166399633783413,-0.9835622484507383,-0.8134584573128869
1761603175.1897433,-0.017547875181200823,-1.0054191873051934,-0.7859922178988334
1761603175.1900826,-0.017547875181200823,-1.0054191873051934,-0.8354314488441297
1761603175.1902945,-0.017929350728618232,-1.0272761261596486,-0.9141680018310829
1761603175.1905682,-0.017929350728618232,-1.0272761261596486,-0.8857862211032277
1761603175.190794,-0.01831082627603564,-1.0491330650141037,-0.9288166628519114
1761603175.1910803,-0.01869230182345305,-1.070990003868559,-0.9059281300068669
1761603175.1913257,-0.01869230182345305,-1.070990003868559,-0.8921950102998402
1761603175.19159,-0.01907377737087046,-1.092846942723014,-0.8162050812542923
1761603175.1918175,-0.01907377737087046,-1.092846942723014,-0.8152895399404905
1761603175.1920757,-0.01945525291828787,-1.1147038815774977,-0.821698329137103
1761603175.1922944,-0.01945525291828787,-1.1147038815774977,-0.8464179446097511
1761603175.1925602,-0.019836728465705278,-1.1365608204319528,-0.8500801098649582
1761603175.1927953,-0.019836728465705278,-1.1365608204319528,-0.888532845044633
1761603175.193017,-0.020218204013122687,-1.158417759286408,-0.8583199816891742
1761603175.1932762,-0.020599679560540096,-1.1802746981408632,-0.9269855802243079
1761603175.1935163,-0.020599679560540096,-1.1802746981408632,-0.959945067521172
1761603175.1937933,-0.020599679560540096,-1.1802746981408632,-0.8949416342412455
1761603175.1940804,-0.020981155107957505,-1.2021316369953183,-0.8427557793545439
1761603175.1942966,-0.020981155107957505,-1.2021316369953183,-0.7539482719157711
1761603175.1945772,-0.02136263065537669,-1.2239885758498872,-0.7786678873884192
1761603175.194824,-0.0217441062027941,-1.2458455147043423,-0.8253604943923101
1761603175.1950803,-0.0217441062027941,-1.2458455147043423,-0.8656443121995885
1761603175.1953065,-0.02212558175021151,-1.2677024535587975,-0.922407873655299
1761603175.19553,-0.02212558175021151,-1.2677024535587975,-0.8693064774547956
1761603175.1957974,-0.02250705729762892,-1.289559392413281,-0.7951476310368513
1761603175.1960142,-0.02250705729762892,-1.289559392413281,-0.7649347676813925
1761603175.1962917,-0.022888532845046328,-1.3114163312677363,-0.7438773174639515
1761603175.1965222,-0.022888532845046328,-1.3114163312677363,-0.7859922178988334
1761603175.196796,-0.023270008392463737,-1.3332732701221914,-0.7338063630121319
1761603175.1970668,-0.023270008392463737,-1.3332732701221914,-0.7466239414053568
1761603175.1972787,-0.023651483939881146,-1.3551302089766466,-0.7237354085603123
1761603175.1975513,-0.023651483939881146,-1.3551302089766466,-0.7612726024261853
1761603175.197824,-0.024032959487298555,-1.3769871478311018,-0.7823300526436263
1761603175.1980846,-0.024032959487298555,-1.3769871478311018,-0.8015564202334637
1761603175.1983752,-0.024414435034715964,-1.3988440866855854,-0.7804989700160228
1761603175.198656,-0.024795910582133374,-1.4207010255400405,-0.796063172350653
1761603175.198852,-0.024795910582133374,-1.4207010255400405,-0.7740901808194103
1761603175.1991773,-0.024795910582133374,-1.4207010255400405,-0.7475394827191586
1761603175.1993968,-0.025177386129550783,-1.4425579643944957,-0.6843671320668356
1761603175.1996236,-0.025177386129550783,-1.4425579643944957,-0.6990157930876642
1761603175.1998842,-0.025558861676968192,-1.4644149032489508,-0.6916914625772499
1761603175.2001538,-0.025558861676968192,-1.4644149032489508,-0.6981002517738624
1761603175.2004251,-0.0259403372243856,-1.486271842103406,-0.6807049668116285
1761603175.2006514,-0.02632181277180301,-1.5081287809578612,-0.750286106660564
1761603175.2009227,-0.02632181277180301,-1.5081287809578612,-0.7786678873884192
1761603175.2011478,-0.02632181277180301,-1.5081287809578612,-0.808880750743878
1761603175.2014182,-0.02670328831922042,-1.5299857198123448,-0.7924010070954459
1761603175.2016537,-0.02670328831922042,-1.5299857198123448,-0.7649347676813925
1761603175.2018747,-0.02708476386663783,-1.5518426586668,-0.7685969329365996
1761603175.202114,-0.02708476386663783,-1.5518426586668,-0.7804989700160228
1761603175.2024045,-0.027466239414055238,-1.573699597521255,-0.8152895399404905
1761603175.2026296,-0.027847714961472647,-1.5955565363757103,-0.8830395971618223
1761603175.2028887,-0.027847714961472647,-1.5955565363757103,-0.8574044403753724
1761603175.2031713,-0.028229190508890056,-1.6174134752301654,-0.8528267338063635
1761603175.2034426,-0.028229190508890056,-1.6174134752301654,-0.8024719615472655
1761603175.2036724,-0.028610666056307466,-1.639270414084649,-0.8290226596475172
1761603175.203944,-0.028992141603724875,-1.6611273529391042,-0.8354314488441297
1761603175.2041745,-0.028992141603724875,-1.6611273529391042,-0.8555733577477689
1761603175.2044508,-0.029373617151142284,-1.6829842917935594,-0.8683909361409938
1761603175.2046788,-0.029373617151142284,-1.6829842917935594,-0.8619821469443814
1761603175.2049208,-0.029755092698559693,-1.7048412306480145,-0.8812085145342188
1761603175.2053156,-0.029755092698559693,-1.7048412306480145,-0.872053101396201
1761603175.2055445,-0.030136568245977102,-1.7266981695024697,-0.9004348821240562
1761603175.20582,-0.03051804379339451,-1.7485551083569248,-0.8995193408102544
1761603175.2061021,-0.03089951934081192,-1.7704120472114084,-0.8986037994964526
1761603175.2063358,-0.03089951934081192,-1.7704120472114084,-0.8519111924925618
1761603175.2066045,-0.03128099488822933,-1.7922689860658636,-0.8647287708857867
1761603175.2068403,-0.03128099488822933,-1.7922689860658636,-0.8812085145342188
1761603175.2071161,-0.03128099488822933,-1.7922689860658636,-0.859235523002976
1761603175.207378,-0.03166247043564674,-1.8141259249203188,-0.8281071183337154
1761603175.2076566,-0.03204394598306415,-1.835982863774774,-0.7740901808194103
1761603175.2079327,-0.03242542153048156,-1.857839802629229,-0.8867017624170295
1761603175.2082434,-0.03242542153048156,-1.857839802629229,-0.9324788281071186
1761603175.2084215,-0.03280689707789897,-1.8796967414836843,-0.9242389562829025
1761603175.2087374,-0.03280689707789897,-1.8796967414836843,-0.8134584573128869
1761603175.2090242,-0.033188372625316376,-1.9015536803381679,-0.8500801098649582
1761603175.2092683,-0.033188372625316376,-1.9015536803381679,-0.8189517051956976
1761603175.2095394,-0.033569848172733785,-1.923410619192623,-0.8546578164339671
1761603175.2098246,-0.033951323720151194,-1.9452675580470782,-0.8610666056305796
1761603175.2100537,-0.0343327992675686,-1.9671244969015333,-0.9361409933623257
1761603175.210397,-0.0343327992675686,-1.9671244969015333,-0.8940260929274437
1761603175.210613,-0.0343327992675686,-1.9671244969015333,-0.8537422751201653
1761603175.210855,-0.03471427481498601,-1.9889814357559885,-0.8107118333714816
1761603175.2111032,-0.03509575036240342,-2.010838374610472,-0.8235294117647065
1761603175.2113748,-0.03509575036240342,-2.010838374610472,-0.8363469901579315
1761603175.211655,-0.03547722590982083,-2.0326953134649273,-0.8409246967269404
1761603175.211922,-0.03547722590982083,-2.0326953134649273,-0.8555733577477689
1761603175.2121785,-0.03585870145723824,-2.0545522523193824,-0.8647287708857867
1761603175.2124047,-0.03624017700465565,-2.0764091911738376,-0.8821240558480206
1761603175.212626,-0.03662165255207306,-2.0982661300282928,-0.9233234149691008
1761603175.212903,-0.03662165255207306,-2.0982661300282928,-0.9114213778896776
1761603175.213145,-0.03662165255207306,-2.0982661300282928,-0.9242389562829025
1761603175.2134194,-0.03700312809949047,-2.120123068882748,-0.901350423437858
1761603175.2136989,-0.03700312809949047,-2.120123068882748,-0.8912794689860384
1761603175.213919,-0.03738460364690788,-2.1419800077372315,-0.85099565117876
1761603175.2141788,-0.037766079194325286,-2.1638369465916867,-0.8482490272373546
1761603175.2144103,-0.038147554741742695,-2.185693885446142,-0.880292973220417
1761603175.2146468,-0.038147554741742695,-2.185693885446142,-0.9251544975967043
1761603175.214919,-0.038529030289160104,-2.207550824300597,-0.9416342412451364
1761603175.215175,-0.038529030289160104,-2.207550824300597,-0.8857862211032277
1761603175.2154,-0.038910505836577514,-2.229407763155052,-0.8830395971618223
1761603175.2156749,-0.038910505836577514,-2.229407763155052,-0.8857862211032277
1761603175.2159472,-0.03929198138399492,-2.2512647020095358,-0.8986037994964526
1761603175.2161632,-0.03929198138399492,-2.2512647020095358,-0.8418402380407422
1761603175.2164445,-0.03967345693141233,-2.273121640863991,-0.8189517051956976
1761603175.2166717,-0.03967345693141233,-2.273121640863991,-0.7887388418402388
1761603175.216942,-0.04005493247882974,-2.294978579718446,-0.829938200961319
1761603175.217169,-0.04005493247882974,-2.294978579718446,-0.829938200961319
1761603175.2174487,-0.04043640802624715,-2.3168355185729013,-0.8537422751201653
1761603175.2176793,-0.04081788357366456,-2.3386924574273564,-0.8683909361409938
1761603175.2179275,-0.04119935912108197,-2.3605493962818116,-0.9242389562829025
1761603175.2181466,-0.04119935912108197,-2.3605493962818116,-0.9187457084000918
1761603175.2184188,-0.04119935912108197,-2.3605493962818116,-0.8638132295719849
1761603175.218648,-0.04158083466849938,-2.382406335136295,-0.7951476310368513
1761603175.2189195,-0.04196231021591679,-2.4042632739907503,-0.8134584573128869
1761603175.2191813,-0.04196231021591679,-2.4042632739907503,-0.8738841840238045
1761603175.2194235,-0.042343785763334196,-2.4261202128452055,-0.9105058365758758
1761603175.2196467,-0.042343785763334196,-2.4261202128452055,-0.8921950102998402
1761603175.2198608,-0.042725261310751605,-2.4479771516996607,-0.8491645685511564
1761603175.2201695,-0.042725261310751605,-2.4479771516996607,-0.8528267338063635
1761603175.2203991,-0.043106736858169015,-2.469834090554116,-0.9059281300068669
1761603175.2206705,-0.043488212405586424,-2.491691029408571,-0.9333943694209204
1761603175.220899,-0.043488212405586424,-2.491691029408571,-0.930647745479515
1761603175.2212071,-0.04386968795300383,-2.5135479682630546,-0.8995193408102544
1761603175.2214403,-0.04386968795300383,-2.5135479682630546,-0.901350423437858
1761603175.221767,-0.04425116350042124,-2.5354049071175098,-0.8949416342412455
1761603175.2220101,-0.04463263904783865,-2.557261845971965,-0.9004348821240562
1761603175.2222948,-0.04501411459525606,-2.57911878482642,-0.9187457084000918
1761603175.2225206,-0.04501411459525606,-2.57911878482642,-0.9159990844586865
1761603175.2227964,-0.04539559014267347,-2.6009757236808753,-0.9132524605172812
1761603175.2230737,-0.04539559014267347,-2.6009757236808753,-0.8747997253376063
1761603175.2234612,-0.04577706569009088,-2.622832662535359,-0.8757152666514081
1761603175.2235665,-0.04577706569009088,-2.622832662535359,-0.821698329137103
1761603175.2239642,-0.04615854123750829,-2.644689601389814,-0.85099565117876
1761603175.2242522,-0.0465400167849257,-2.666546540244269,-0.8464179446097511
1761603175.2244818,-0.0465400167849257,-2.666546540244269,-0.9205767910276954
1761603175.2247405,-0.04692149233234311,-2.6884034790987243,-0.9279011215381097
1761603175.2250211,-0.047302967879760516,-2.7102604179531795,-0.9068436713206687
1761603175.2252495,-0.047302967879760516,-2.7102604179531795,-0.8729686427100027
1761603175.2255044,-0.047684443427177925,-2.7321173568076347,-0.8555733577477689
1761603175.225733,-0.047684443427177925,-2.7321173568076347,-0.838178072785535
1761603175.226023,-0.048065918974595334,-2.7539742956621183,-0.8308537422751208
1761603175.226247,-0.048065918974595334,-2.7539742956621183,-0.829938200961319
1761603175.2265048,-0.04844739452201274,-2.7758312345165734,-0.8427557793545439
1761603175.2267356,-0.04882887006943015,-2.7976881733710286,-0.872053101396201
1761603175.227019,-0.04882887006943015,-2.7976881733710286,-0.8784618905928134
1761603175.2272344,-0.04921034561684756,-2.8195451122254838,-0.9242389562829025
1761603175.2275028,-0.04921034561684756,-2.8195451122254838,-0.9031815060654615
1761603175.2277343,-0.04959182116426497,-2.841402051079939,-0.922407873655299
1761603175.2280202,-0.04997329671168238,-2.8632589899344225,-0.8976882581826509
1761603175.228247,-0.04997329671168238,-2.8632589899344225,-0.9123369192034794
1761603175.2285087,-0.05035477225909979,-2.8851159287888777,-0.8812085145342188
1761603175.2287712,-0.0507362478065172,-2.906972867643333,-0.8967727168688491
1761603175.2290192,-0.0507362478065172,-2.906972867643333,-0.8729686427100027
1761603175.229294,-0.0507362478065172,-2.906972867643333,-0.8876173037308313
1761603175.2295203,-0.05111772335393461,-2.928829806497788,-0.8775463492790117
1761603175.2297943,-0.05149919890135202,-2.950686745352243,-0.9260700389105061
1761603175.23001,-0.05149919890135202,-2.950686745352243,-0.9379720759899293
1761603175.2302952,-0.051880674448769426,-2.9725436842066983,-0.9260700389105061
1761603175.2305756,-0.051880674448769426,-2.9725436842066983,-0.8848706797894259
1761603175.230818,-0.052262149996186835,-2.994400623061182,-0.8638132295719849
1761603175.2310596,-0.052643625543604244,-3.016257561915637,-0.9050125886930651
1761603175.2313826,-0.052643625543604244,-3.016257561915637,-0.8583199816891742
1761603175.2316003,-0.053025101091021654,-3.0381145007700923,-0.8070496681162744
1761603175.2318735,-0.053025101091021654,-3.0381145007700923,-0.7356374456397354
1761603175.2321036,-0.05340657663843906,-3.0599714396245474,-0.7594415197985818
1761603175.2324016,-0.05340657663843906,-3.0599714396245474,-0.7969787136644548
1761603175.232623,-0.05378805218585647,-3.0818283784790026,-0.8262760357061119
1761603175.2329023,-0.05378805218585647,-3.0818283784790026,-0.8583199816891742
1761603175.2331457,-0.05416952773327388,-3.103685317333486,-0.8235294117647065
1761603175.2334247,-0.05455100328069129,-3.1255422561879413,-0.8107118333714816
1761603175.2336447,-0.0549324788281087,-3.1473991950423965,-0.85099565117876
1761603175.2339194,-0.0549324788281087,-3.1473991950423965,-0.9059281300068669
1761603175.2341762,-0.0549324788281087,-3.1473991950423965,-0.8830395971618223
1761603175.2343948,-0.05531395437552611,-3.1692561338968517,-0.8564888990615707
1761603175.2346747,-0.05569542992294352,-3.191113072751307,-0.7942320897230495
1761603175.2349274,-0.05569542992294352,-3.191113072751307,-0.8418402380407422
1761603175.235175,-0.05607690547036093,-3.212970011605762,-0.8693064774547956
1761603175.235443,-0.05607690547036093,-3.212970011605762,-0.8958571755550473
1761603175.235713,-0.056458381017778336,-3.2348269504602456,-0.8702220187685974
1761603175.23594,-0.056839856565195745,-3.2566838893147008,-0.9562829022659649
1761603175.236211,-0.056839856565195745,-3.2566838893147008,-0.9672693980315863
1761603175.2364979,-0.057221332112613155,-3.278540828169156,-0.9178301670862901
1761603175.2369874,-0.057221332112613155,-3.278540828169156,-0.8555733577477689
1761603175.2371967,-0.05798428320744797,-3.3222547058780663,-0.8867017624170295
1761603175.2374773,-0.05836575875486538,-3.3441116447325214,-0.993820096131838
1761603175.237703,-0.05836575875486538,-3.3441116447325214,-0.9782558937972077
1761603175.238004,-0.05874723430228279,-3.365968583587005,-0.9196612497138936
1761603175.23827,-0.05874723430228279,-3.365968583587005,-0.9196612497138936
1761603175.238497,-0.0591287098497002,-3.38782552244146,-0.9553673609521631
1761603175.2387385,-0.05951018539711761,-3.4096824612959153,-0.9498741130693524
1761603175.23902,-0.05951018539711761,-3.4096824612959153,-0.9700160219729916
1761603175.2392473,-0.05951018539711761,-3.4096824612959153,-0.9260700389105061
1761603175.2395105,-0.05989166094453502,-3.4315394001503705,-0.9050125886930651
1761603175.2398405,-0.06027313649195243,-3.4533963390048257,-0.8702220187685974
1761603175.240085,-0.06065461203936984,-3.4752532778593093,-0.9361409933623257
1761603175.2403626,-0.06103608758678725,-3.4971102167137644,-0.9425497825589382
1761603175.240675,-0.06065461203936984,-3.4752532778593093,-0.9040970473792633
1761603175.2408721,-0.06103608758678725,-3.4971102167137644,-0.8519111924925618
1761603175.2411964,-0.061417563134204656,-3.5189671555682196,-0.8519111924925618
1761603175.2414231,-0.061799038681622065,-3.5408240944226748,-0.8903639276722366
1761603175.2416937,-0.062180514229039474,-3.56268103327713,-0.893110551613642
1761603175.2419105,-0.062180514229039474,-3.56268103327713,-0.9297322041657132
1761603175.2421968,-0.06256198977645688,-3.584537972131585,-0.909590295262074
1761603175.242429,-0.06256198977645688,-3.584537972131585,-0.9480430304417489
1761603175.2427037,-0.06294346532387429,-3.6063949109860687,-0.9279011215381097
1761603175.2429278,-0.06294346532387429,-3.6063949109860687,-0.9553673609521631
1761603175.2432067,-0.0633249408712917,-3.628251849840524,-0.9553673609521631
1761603175.2434256,-0.06370641641870911,-3.650108788694979,-0.9700160219729916
1761603175.2437015,-0.06370641641870911,-3.650108788694979,-0.9004348821240562
1761603175.2439091,-0.06408789196612652,-3.671965727549434,-0.8647287708857867
1761603175.2441673,-0.06408789196612652,-3.671965727549434,-0.8226138704509047
1761603175.2444415,-0.06446936751354393,-3.6938226664038893,-0.8418402380407422
1761603175.2446637,-0.06485084306096134,-3.715679605258373,-0.8610666056305796
1761603175.2449508,-0.06485084306096134,-3.715679605258373,-0.8775463492790117
1761603175.2451699,-0.06523231860837875,-3.737536544112828,-0.8766308079652099
1761603175.2454424,-0.06523231860837875,-3.737536544112828,-0.8912794689860384
1761603175.245659,-0.06599526970321357,-3.7812504218217384,-0.9214923323414972
1761603175.2458987,-0.06561379415579616,-3.7593934829672833,-0.9626916914625774
1761603175.2461526,-0.06599526970321357,-3.7812504218217384,-0.9608606088349738
1761603175.2464213,-0.06637674525063098,-3.8031073606761936,-0.9352254520485239
1761603175.246701,-0.06675822079804838,-3.8249642995306488,-0.9452964065003435
1761603175.246947,-0.06675822079804838,-3.8249642995306488,-0.9526207370107578
1761603175.247172,-0.0671396963454658,-3.8468212383851323,-0.9626916914625774
1761603175.2474537,-0.0671396963454658,-3.8468212383851323,-0.9031815060654615
1761603175.2476697,-0.0675211718928832,-3.8686781772395875,-0.872053101396201
1761603175.2479498,-0.06790264744030061,-3.8905351160940427,-0.9233234149691008
1761603175.2481487,-0.06790264744030061,-3.8905351160940427,-0.9700160219729916
1761603175.2484252,-0.06828412298771802,-3.912392054948498,-0.9910734721904326
1761603175.2486515,-0.06828412298771802,-3.912392054948498,-0.9608606088349738
1761603175.2489188,-0.06866559853513543,-3.934248993802953,-0.9150835431448847
1761603175.249279,-0.06904707408255284,-3.9561059326574366,-0.9196612497138936
1761603175.249515,-0.06904707408255284,-3.9561059326574366,-0.9233234149691008
1761603175.249786,-0.06942854962997025,-3.9779628715118918,-0.9983978027008469
1761603175.2500823,-0.06981002517738766,-3.999819810366347,-0.9901579308766308
1761603175.2502697,-0.07019150072480507,-4.021676749220802,-0.9800869764248112
1761603175.2505524,-0.07057297627222248,-4.043533688075257,-1.0258640421149003
1761603175.2508178,-0.07057297627222248,-4.043533688075257,-1.0743877317463948
1761603175.251061,-0.07057297627222248,-4.043533688075257,-1.081712062256809
1761603175.2513404,-0.07095445181963989,-4.065390626929712,-1.0423437857633324
1761603175.251565,-0.0713359273670573,-4.087247565784196,-0.9855802243076219
1761603175.251837,-0.0717174029144747,-4.109104504638651,-0.9929045548180362
1761603175.2520266,-0.0717174029144747,-4.109104504638651,-0.9590295262073703
1761603175.2524393,-0.07209887846189211,-4.130961443493106,-0.9535362783245596
1761603175.252654,-0.07209887846189211,-4.130961443493106,-0.9407186999313346
1761603175.2529035,-0.07248035400930952,-4.1528183823475615,-0.9736781872281988
1761603175.2531505,-0.07286182955672693,-4.174675321202017,-0.9526207370107578
1761603175.2534208,-0.07286182955672693,-4.174675321202017,-0.9205767910276954
1761603175.2537022,-0.07324330510414434,-4.196532260056472,-0.8812085145342188
1761603175.253929,-0.07362478065156175,-4.218389198910955,-0.8738841840238045
1761603175.2542267,-0.07362478065156175,-4.218389198910955,-0.9159990844586865
1761603175.254453,-0.07400625619897916,-4.240246137765411,-0.9352254520485239
1761603175.2548487,-0.07438773174639657,-4.262103076619866,-0.9214923323414972
1761603175.2550607,-0.07438773174639657,-4.262103076619866,-0.8976882581826509
