timestamp,angle_rad,angle_deg
1761339441.7047193,-0.0001907377737087046,-0.01092846942723013
1761339441.7051737,-0.0001907377737087046,-0.01092846942723013
1761339441.7054002,-0.0001907377737087046,-0.01092846942723013
1761339441.7058623,-0.0001907377737087046,-0.01092846942723013
1761339441.7061634,-0.0001907377737087046,-0.01092846942723013
1761339441.706415,0.0001907377737087046,0.01092846942723013
1761339441.706662,-0.0001907377737087046,-0.01092846942723013
1761339441.7069275,-0.0001907377737087046,-0.01092846942723013
1761339441.7071676,-0.0001907377737087046,-0.01092846942723013
1761339441.707413,0.0001907377737087046,0.01092846942723013
1761339441.7076771,0.0001907377737087046,0.01092846942723013
1761339441.7079213,0.0001907377737087046,0.01092846942723013
1761339441.7081618,0.0001907377737087046,0.01092846942723013
1761339441.708427,0.0005722133211261138,0.03278540828169039
1761339441.7086875,0.000953688868543523,0.05464234713615065
1761339441.708912,0.000953688868543523,0.05464234713615065
1761339441.7091768,0.0013351644159609322,0.0764992859906109
1761339441.7094479,0.0013351644159609322,0.0764992859906109
1761339441.709859,0.0017166399633783413,0.09835622484507116
1761339441.7105527,0.0024795910582131597,0.14207010255399166
1761339441.711076,0.003242542153047978,0.18578398026291218
1761339441.7115695,0.0036240177004653873,0.20764091911737245
1761339441.7120738,0.004386968795300206,0.25135479682629297
1761339441.7125688,0.005149919890135024,0.29506867453521346
1761339441.7130733,0.005912870984969842,0.338782552244134
1761339441.7135708,0.006675822079804661,0.3824964299530545
1761339441.714076,0.007438773174639479,0.42621030766197504
1761339441.714571,0.007820248722056888,0.44806724651643526
1761339441.7150757,0.008964675364309116,0.5136380630798161
1761339441.7155766,0.009346150911726525,0.5354950019342763
1761339441.7160888,0.010490577553978753,0.6010658184976571
1761339441.7165816,0.011253528648813571,0.6447796962065776
1761339441.7172608,0.01201647974364839,0.6884935739154981
1761339441.7178087,0.013160906385900617,0.7540643904788789
1761339441.7183156,0.013923857480735435,0.7977782681877994
1761339441.718897,0.015068284122987663,0.8633490847511802
1761339441.719425,0.01583123521782248,0.9070629624601007
1761339441.7199612,0.0165941863126573,0.9507768401690212
1761339441.7204797,0.017738612954909527,1.016347656732402
1761339441.7209613,0.018883039597161755,1.0819184732957827
1761339441.7214386,0.019264515144579164,1.103775412150243
1761339441.7219064,0.02040894178683139,1.1693462287136238
1761339441.7223997,0.02117189288166621,1.2130601064225444
1761339441.7228777,0.022316319523918438,1.2786309229859252
1761339441.723324,0.023079270618753256,1.3223448006948455
1761339441.7237954,0.023842221713588074,1.366058678403766
1761339441.7242992,0.024605172808422893,1.4097725561126866
1761339441.7247822,0.02574959945067512,1.4753433726760674
1761339441.7252743,0.02651255054550994,1.519057250384988
1761339441.7257526,0.027275501640344757,1.5627711280939085
1761339441.7262394,0.028419928282596985,1.628341944657289
1761339441.7267392,0.029182879377431803,1.6720558223662096
1761339441.7272742,0.03032730601968403,1.7376266389295905
1761339441.7277553,0.03147173266193626,1.8031974554929713
1761339441.7282407,0.032616159304188486,1.868768272056352
1761339441.7287388,0.033379110399023304,1.9124821497652726
1761339441.7292173,0.03452353704127553,1.9780529663286532
1761339441.7296576,0.03528648813611035,2.021766844037574
1761339441.7301478,0.03643091477836258,2.0873376606009546
1761339441.730654,0.037193865873197396,2.131051538309875
1761339441.7311478,0.03833829251544962,2.1966223548732557
1761339441.7316625,0.03948271915770185,2.262193171436637
1761339441.7321715,0.04062714579995408,2.3277639880000174
1761339441.73266,0.041771572442206306,2.3933348045633984
1761339441.7332492,0.042534523537041125,2.4370486822723185
1761339441.7338753,0.04444190127412817,2.54633337654462
1761339441.7344205,0.04520485236896299,2.5900472542535407
1761339441.734878,0.046730754558632626,2.6774750096713817
1761339441.7353725,0.047493705653467444,2.7211888873803023
1761339441.7358387,0.04863813229571967,2.786759703943683
1761339441.7363243,0.0497825589379719,2.8523305205070635
1761339441.7368479,0.05092698558022413,2.9179013370704445
1761339441.7373407,0.052071412222476354,2.983472153633825
1761339441.7378268,0.05321583886472858,3.0490429701972057
1761339441.7383168,0.05436026550698081,3.1146137867605868
1761339441.7388203,0.05512321660181563,3.1583276644695073
1761339441.7392993,0.056267643244067855,3.223898481032888
1761339441.7397807,0.05741206988632008,3.289469297596269
1761339441.740274,0.05855649652857231,3.3550401141596495
1761339441.7407537,0.06008239871824195,3.4424678695774906
1761339441.7412393,0.060845349813076766,3.486181747286411
1761339441.7417374,0.06198977645532899,3.5517525638497918
1761339441.7422214,0.06351567864499863,3.639180319267633
1761339441.7427437,0.06466010528725086,3.7047511358310135
1761339441.7432098,0.06580453192950309,3.7703219523943945
1761339441.7437387,0.06694895857175531,3.835892768957775
1761339441.744216,0.06809338521400754,3.901463585521156
1761339441.7447476,0.06923781185625977,3.9670344020845367
1761339441.7452083,0.0707637140459294,4.054462157502377
1761339441.7456508,0.07152666514076422,4.098176035211298
1761339441.7461567,0.07267109178301645,4.163746851774679
